N	3gram	Vygotskiy__5	Myslijsy
1	более или менее	1	8
2	сами по себе	2	7
3	в том что	14	7
4	и того же	2	6
5	в свою очередь	1	6
6	одного и того	2	6
7	по крайней мере	1	5
8	и в свою	1	4
9	не в состоянии	3	4
10	до сих пор	5	4
11	сам по себе	3	4
12	в то время	1	4
13	заключает в себе	4	4
14	в том смысле	1	4
15	на то что	16	3
16	то время как	1	3
17	с одной стороны	12	3
18	смысле этого слова	1	3
19	не могут быть	1	3
20	то есть не	1	3
21	по себе не	2	3
22	мы не можем	1	3
23	и т п	3	3
24	но во всяком	1	3
25	и т д	3	3
26	на самом деле	2	2
27	нам кажется что	1	2
28	после того как	1	2
29	то что в	2	2
30	одно и то	3	2
31	только потому что	1	2
32	тем что мы	1	2
33	то что мы	2	2
34	с другой стороны	5	2
35	для того чтобы	19	2
36	с таким образом	2	2
37	само по себе	2	2
38	не может быть	2	2
39	с самого начала	3	2
40	в этом смысле	1	2
41	и то же	3	2
42	вбирает в себя	1	2
43	указывает на другую	1	1
44	один и тот	1	1
45	в нашем сознании	1	1
46	состоит в том	2	1
47	потому что в	2	1
48	но только не	1	1
49	прежде всего на	1	1
50	дело в том	1	1
51	и той же	2	1
52	но так как	1	1
53	бы если бы	1	1
54	что это не	1	1
55	не только о	1	1
56	применить это к	1	1
57	том что он	1	1
58	том что оно	1	1
59	то есть к	1	1
60	одной стороны и	1	1
61	друг от друга	2	1
62	и во многих	1	1
63	могут быть выражены	1	1
64	мы вместе с	2	1
65	потому что ни	1	1
66	в отличие от	2	1
67	из того что	3	1
68	в собственном смысле	1	1
69	с тем что	3	1
70	обратить внимание на	2	1
71	всегда заключает в	1	1
72	есть одна из	2	1
73	прямо а в	1	1
74	с этой точки	1	1
75	и не в	1	1
76	вместе с тем	3	1
77	не то что	1	1
78	в том случае	1	1
79	ли мы вместе	1	1
80	и ни для	1	1
81	имеет дело с	2	1
82	том смысле в	1	1
83	мы таким образом	1	1
84	каждый из этих	1	1
85	она еще не	1	1
86	никогда не достигает	1	1
87	указывает нам на	1	1
88	ее понимание однако	1	1
89	страха и т	1	1
90	так как это	3	1
91	в применении к	1	1
92	между собою и	1	1
93	по сравнению с	4	1
94	то что он	3	1
95	по тому же	1	1
96	нашем сознании и	1	1
97	все же не	1	1
98	потому что чувственный	1	1
99	есть не только	1	1
100	но не только	1	1
101	друг к другу	4	1
102	того чтобы сделать	1	1
103	потому что мы	1	1
104	и тот же	1	1
105	о которых мы	2	1
106	что мы видим	1	1
107	в состоянии объяснить	2	1
108	а в том	1	1
109	в нашей мысли	1	1
110	и как бы	4	1
111	что так же	1	1
112	и уже потому	1	1
113	в том чтобы	2	1
114	сказано только что	1	1
115	мы при этом	1	1
116	что в нашей	1	1
117	в этом случае	2	1
118	о том что	6	1
119	ничего общего с	1	1
120	что у него	1	1
121	если бы в	1	1
122	и в самом	2	1
123	вопрос о том	2	1
124	в том виде	1	1
125	мы знаем что	2	1
126	рядом с ними	1	1
127	кажется что мы	1	1
128	до тех пор	2	1
129	нам кажется вполне	1	1
130	не прямо а	1	1
131	одной и той	2	1
132	во многих случаях	1	1
133	и в этом	1	1
134	нам на то	1	1
135	что у нас	1	1
136	обратим внимание на	1	1
137	мы видели что	1	1
138	потому что для	1	1
