N	3gram	Vygotskiy__5	Psycholo
1	в том что	11	17
2	для того чтобы	14	13
3	в самом деле	2	11
4	с точки зрения	9	10
5	заключается в том	5	10
6	не может быть	3	8
7	так же точно	1	7
8	то же самое	4	6
9	на самом деле	1	5
10	до сих пор	3	5
11	в этом отношении	5	5
12	мы знаем что	1	4
13	и той же	1	4
14	сам по себе	1	4
15	в сущности говоря	4	4
16	можно было бы	3	4
17	так же как	7	4
18	тем не менее	1	4
19	о том что	4	4
20	только в том	1	4
21	одной и той	1	4
22	в том виде	1	3
23	том что он	2	3
24	в том чтобы	1	3
25	же точно как	1	3
26	в то время	4	3
27	само по себе	2	3
28	таким образом и	1	3
29	том что в	2	2
30	том виде как	1	2
31	имеет дело с	1	2
32	состоит в том	3	2
33	это было бы	1	2
34	подобно тому как	4	2
35	те же самые	1	2
36	при таком понимании	1	2
37	и не может	2	2
38	представление о том	1	2
39	что он не	2	2
40	на этот вопрос	4	2
41	и то что	2	2
42	ничего другого как	1	2
43	если же мы	1	2
44	то время как	4	2
45	и что в	1	2
46	и в процессе	1	2
47	по сравнению с	5	2
48	одни и те	1	2
49	потому что она	1	2
50	все более и	1	2
51	во всяком случае	1	2
52	этой точки зрения	4	2
53	в этой области	1	2
54	и таким образом	1	2
55	надо сказать что	1	2
56	ни в каком	1	2
57	таким образом в	2	2
58	же самое что	2	2
59	что в этой	1	2
60	в свою очередь	3	2
61	того или иного	1	2
62	ту же самую	1	2
63	и никогда не	1	2
64	это значит что	4	2
65	и те же	1	2
66	с другой стороны	2	2
67	в то же	1	2
68	более и более	1	2
69	к тому что	1	2
70	мы видим что	2	2
71	на то как	1	2
72	то же что	1	2
73	то причину этого	1	1
74	и того же	3	1
75	и может быть	1	1
76	не в состоянии	4	1
77	что иное как	1	1
78	после того что	1	1
79	это на примере	1	1
80	прямо сказать что	1	1
81	само собой разумеется	1	1
82	потому что в	2	1
83	только сказать что	1	1
84	мы никогда не	1	1
85	переносится и на	2	1
86	становится совершенно ясно	1	1
87	имеем в виду	1	1
88	и в первом	1	1
89	но он оказывается	1	1
90	тому что и	1	1
91	в этом смысле	1	1
92	один и тот	3	1
93	никак не может	1	1
94	среднее место между	1	1
95	новые и новые	1	1
96	по самой природе	1	1
97	о том как	2	1
98	в этом случае	3	1
99	же как и	1	1
100	принять во внимание	1	1
101	не имеют ничего	1	1
102	говорит он что	1	1
103	в зависимости от	2	1
104	в чем заключается	1	1
105	но и на	1	1
106	в отличие от	2	1
107	по своему значению	1	1
108	не было бы	1	1
109	мы находим в	1	1
110	не менее чем	1	1
111	том что ребенок	1	1
112	что не только	1	1
113	при переходе от	1	1
114	но он не	4	1
115	кроме того что	1	1
116	всяком случае все	1	1
117	несмотря на свою	1	1
118	а с другой	2	1
119	если мы его	2	1
120	это и значит	1	1
121	с этой точки	4	1
122	вместе с тем	2	1
123	по аналогии с	1	1
124	не то что	3	1
125	не имеет никаких	1	1
126	одно и то	1	1
127	и в частности	2	1
128	но и это	1	1
129	потому что он	5	1
130	от того что	2	1
131	так как она	2	1
132	из того факта	1	1
133	а не только	1	1
134	в чем состоит	1	1
135	лежит в основе	2	1
136	с одной стороны	3	1
137	результатов к которым	1	1
138	он что ребенок	1	1
139	и тот же	3	1
140	и то же	1	1
141	ни на что	1	1
142	но при этом	2	1
143	точки зрения и	1	1
144	совершенно такие же	1	1
145	сказать что если	1	1
146	не могут быть	1	1
147	благодаря тому что	1	1
148	и ничего не	1	1
149	совершенно той же	1	1
150	самой природе своей	1	1
151	и что только	1	1
152	самого начала что	2	1
153	он полагает что	1	1
154	в связи с	1	1
155	а не как	1	1
156	это можно было	1	1
157	мысль что между	1	1
158	того чтобы сделать	2	1
159	которые участвуют в	1	1
160	из этого факта	1	1
161	того что при	1	1
162	ответ на этот	2	1
163	вместо того чтобы	3	1
164	в свое время	2	1
165	в основе этого	1	1
166	мы могли бы	6	1
167	друг с другом	7	1
168	сказать что оно	1	1
169	более или менее	1	1
170	есть не что	1	1
171	собой разумеется что	1	1
172	то обстоятельство что	2	1
173	том смысле что	1	1
174	того факта что	2	1
175	в этом и	1	1
176	мы имеем в	1	1
177	ничего общего с	2	1
178	и что следовательно	1	1
179	до самого конца	1	1
180	и тем самым	1	1
181	к выводу что	1	1
182	с самого начала	5	1
183	не только не	3	1
184	и что все	1	1
185	мы думаем что	1	1
186	и отношений в	2	1
187	и подобно тому	1	1
188	именно потому что	2	1
189	что оба эти	1	1
190	можно сказать что	5	1
191	того мнения что	1	1
192	одного и того	3	1
193	именно в этой	1	1
194	друг от друга	4	1
195	совершенно очевидно что	1	1
196	и что эта	1	1
197	на всем протяжении	2	1
198	что если в	1	1
199	в другом случае	1	1
200	исследования показывают что	1	1
201	в том смысле	1	1
202	предметом своего исследования	1	1
203	не что иное	1	1
204	в первом случае	1	1
205	те или иные	1	1
206	тот и другой	1	1
207	то что они	2	1
208	между бессознательным и	1	1
209	по лестнице развития	1	1
210	в высшей степени	2	1
211	к одному и	2	1
212	имеют ничего общего	1	1
213	что на деле	1	1
214	ребенка и что	1	1
