N	2gram	Propp_Russ_2	StatiiOP
1	и в	29	29
2	том что	22	27
3	в том	22	27
4	в этом	11	21
5	не только	10	19
6	но и	8	19
7	что в	22	19
8	о том	9	17
9	в и	3	13
10	в его	1	13
11	что он	1	13
12	в которой	2	11
13	то что	5	11
14	все это	10	11
15	таким образом	6	10
16	т е	24	10
17	и т	5	9
18	в своем	1	9
19	потому что	5	9
20	так и	1	9
21	этом отношении	1	9
22	и не	1	9
23	как на	1	9
24	но в	5	8
25	как раз	1	8
26	и пр	2	8
27	в ней	1	7
28	в самом	1	7
29	так например	1	7
30	но все	1	7
31	в г	2	7
32	в своей	2	7
33	в котором	3	7
34	не столько	2	7
35	того как	2	7
36	для того	6	7
37	в виду	2	7
38	с тем	6	7
39	вместе с	6	7
40	одним из	2	6
41	вопрос о	4	6
42	и на	6	6
43	все же	2	6
44	т д	5	6
45	того чтобы	6	6
46	и его	1	6
47	об этом	2	6
48	и что	5	6
49	в одном	1	6
50	в течение	2	6
51	г в	1	5
52	было бы	3	5
53	в русской	1	5
54	того что	3	5
55	между тем	3	5
56	в качестве	3	5
57	своего рода	1	5
58	обратить внимание	1	5
59	прежде всего	2	5
60	а не	4	5
61	о чем	4	5
62	как бы	18	5
63	кроме того	2	4
64	хотя и	1	4
65	в нем	1	4
66	что у	1	4
67	в другом	1	4
68	и с	10	4
69	должен был	3	4
70	не в	4	4
71	дело в	1	4
72	ничего не	1	4
73	и о	3	4
74	после того	2	4
75	раньше чем	1	4
76	но с	1	4
77	связи с	2	4
78	при помощи	1	4
79	для него	1	4
80	до того	1	4
81	с другой	2	4
82	именно в	4	4
83	а как	1	4
84	к этому	5	4
85	вряд ли	2	3
86	например в	1	3
87	же как	4	3
88	на самом	2	3
89	в году	3	3
90	в их	2	3
91	по его	1	3
92	не был	2	3
93	но не	5	3
94	как в	7	3
95	с этим	2	3
96	не было	2	3
97	что это	3	3
98	тому же	1	3
99	вообще не	1	3
100	из них	4	3
101	в эту	3	3
102	в этих	3	3
103	но он	3	3
104	не менее	2	3
105	что эта	1	3
106	иметь в	1	3
107	никогда не	2	3
108	на себя	2	3
109	и по	3	3
110	тем что	3	3
111	у нас	4	3
112	оно не	1	3
113	в образе	2	3
114	на нее	6	3
115	и здесь	1	3
116	как у	1	3
117	должно было	3	3
118	но это	1	3
119	так что	4	3
120	с нею	1	3
121	всяком случае	1	3
122	из нее	2	3
123	что на	2	3
124	и даже	1	3
125	а с	2	3
126	до конца	3	3
127	так же	4	3
128	относятся к	1	3
129	другой стороны	1	3
130	не является	1	3
131	во всяком	1	3
132	в силе	1	2
133	смысл этого	1	2
134	то же	4	2
135	и была	1	2
136	в полной	1	2
137	это время	2	2
138	за него	1	2
139	тогда как	2	2
140	отличие от	3	2
141	нет и	1	2
142	что они	1	2
143	на то	1	2
144	к сожалению	1	2
145	там где	2	2
146	в одной	1	2
147	народа в	1	2
148	он по	1	2
149	и как	2	2
150	по пути	1	2
151	на тот	1	2
152	более или	1	2
153	все эти	3	2
154	выражение в	1	2
155	в этой	3	2
156	как он	1	2
157	в статье	1	2
158	при этом	6	2
159	если бы	1	2
160	тем не	2	2
161	видел в	1	2
162	не к	2	2
163	и более	1	2
164	том же	4	2
165	а затем	4	2
166	его в	8	2
167	в это	1	2
168	как и	11	2
169	несмотря на	1	2
170	в москве	1	2
171	или менее	1	2
172	они говорят	1	2
173	себя внимание	1	2
174	нас не	2	2
175	в отличие	3	2
176	была не	2	2
177	что этот	1	2
178	но они	1	2
179	что с	2	2
180	в то	2	2
181	дело не	2	2
182	не имеет	3	2
183	это еще	1	2
184	не может	5	2
185	только с	1	2
186	с и	1	2
187	в духе	1	2
188	чтобы сделать	1	2
189	и это	1	2
190	в ее	3	2
191	этому поводу	2	2
192	еще в	2	2
193	он был	1	2
194	говорят что	1	2
195	а также	4	2
196	другом месте	1	2
197	что и	2	2
198	как например	3	2
199	и дело	2	2
200	этот вопрос	2	2
201	в какой	1	2
202	только в	1	2
203	по этому	2	2
204	сомнений в	1	2
205	очевидно что	2	2
206	ни с	1	2
207	в конце	1	2
208	так как	13	2
209	случае не	1	2
210	может быть	13	2
211	в них	4	2
212	в особенности	1	2
213	простого народа	1	2
214	в период	1	2
215	с той	1	2
216	и др	1	2
217	говорит о	2	2
218	в некоторых	9	2
219	не на	1	2
220	ниже в	2	2
221	или с	3	2
222	и вообще	1	2
223	связь с	3	2
224	эти слова	1	2
225	должна была	5	2
226	и потому	1	2
227	как это	4	2
228	что именно	1	2
229	по своему	1	2
230	в данном	6	2
231	что за	1	2
232	в тех	1	2
233	по существу	4	2
234	с этой	2	2
235	ее в	8	2
236	а к	2	2
237	только что	1	2
238	во время	12	2
239	очень хорошо	1	2
240	сказать что	1	2
241	совершенно не	2	2
242	и другие	14	2
243	сделана в	1	1
244	а между	1	1
245	ту же	1	1
246	в русских	4	1
247	и то	2	1
248	советское время	3	1
249	это и	2	1
250	в приведенном	1	1
251	и до	1	1
252	народ на	1	1
253	следует обратить	1	1
254	очень широко	1	1
255	мы не	6	1
256	подробно излагать	1	1
257	поле в	2	1
258	этот был	1	1
259	совпадает с	1	1
260	говорить о	1	1
261	на свою	1	1
262	из того	1	1
263	не совсем	2	1
264	их не	1	1
265	которое в	2	1
266	в народных	1	1
267	еще не	6	1
268	на них	4	1
269	этим не	1	1
270	это имеет	2	1
271	на другой	2	1
272	что означает	1	1
273	совсем не	2	1
274	петра i	1	1
275	ответ на	1	1
276	отношение к	1	1
277	не просто	1	1
278	воплощенной в	1	1
279	отличаются от	1	1
280	в поисках	1	1
281	если она	2	1
282	независимо от	1	1
283	и представляют	1	1
284	слова дай	1	1
285	что касается	1	1
286	когда он	1	1
287	новую жизнь	1	1
288	нового и	1	1
289	что этим	1	1
290	них как	2	1
291	представляет собой	2	1
292	не оставляет	1	1
293	из этих	2	1
294	ряду с	1	1
295	что к	1	1
296	только один	1	1
297	и если	1	1
298	к выводу	1	1
299	что она	3	1
300	не следует	1	1
301	нужно не	1	1
302	и еще	2	1
303	в первую	1	1
304	мало того	1	1
305	но вместе	2	1
306	на этом	3	1
307	поправку в	1	1
308	а когда	1	1
309	значение в	1	1
310	связанных с	1	1
311	а по	1	1
312	на этой	1	1
313	первую очередь	1	1
314	с другими	3	1
315	только там	1	1
316	известно что	1	1
317	рукой очевидно	1	1
318	что один	2	1
319	не соответствует	1	1
320	еще одно	1	1
321	на первую	1	1
322	для них	2	1
323	эта поэтическая	1	1
324	нет в	1	1
325	говорится следующее	1	1
326	на основании	1	1
327	а за	4	1
328	для чего	1	1
329	мы видели	7	1
330	качестве средства	1	1
331	говорится о	1	1
332	поблизости от	1	1
333	в развитии	1	1
334	такой же	1	1
335	в связь	1	1
336	но если	3	1
337	можно найти	1	1
338	уже к	1	1
339	в город	1	1
340	его мнению	1	1
341	деревне на	1	1
342	место в	1	1
343	представление о	5	1
344	были известны	1	1
345	не будем	3	1
346	такую же	1	1
347	указать еще	1	1
348	нас к	3	1
349	и очень	1	1
350	что есть	1	1
351	при всех	1	1
352	в таких	3	1
353	она не	3	1
354	себе целью	1	1
355	виду что	1	1
356	принадлежат к	2	1
357	одна из	11	1
358	бабы в	1	1
359	на него	1	1
360	в основе	1	1
361	в советское	3	1
362	о них	2	1
363	мотивы в	1	1
364	или другие	1	1
365	к ней	2	1
366	звучит в	1	1
367	как будто	1	1
368	полного развития	1	1
369	на все	1	1
370	п в	12	1
371	в момент	2	1
372	все не	1	1
373	с полной	1	1
374	своей идеологии	1	1
375	в поле	19	1
376	остановиться на	1	1
377	делают с	1	1
378	что при	2	1
379	и которая	1	1
380	как мы	3	1
381	в деревне	6	1
382	что все	1	1
383	свою очередь	1	1
384	здесь не	1	1
385	не могу	1	1
386	без всякого	1	1
387	данном случае	7	1
388	в в	1	1
389	то время	2	1
390	в пределах	1	1
391	так в	2	1
392	и совершенно	1	1
393	iii в	1	1
394	с собой	1	1
395	можно было	2	1
396	не так	1	1
397	не с	2	1
398	что также	1	1
399	здесь нет	1	1
400	на которую	1	1
401	найти в	1	1
402	к тем	1	1
403	возможно что	1	1
404	основана на	1	1
405	отрицать что	1	1
406	хотя это	1	1
407	выводу что	1	1
408	образом в	2	1
409	достаточное количество	1	1
410	настоящее время	1	1
411	с того	1	1
412	можно сказать	1	1
413	и во	1	1
414	те или	1	1
415	связь между	2	1
416	свою теорию	1	1
417	от них	1	1
418	три дня	1	1
419	но нет	1	1
420	это нужно	1	1
421	в форме	2	1
422	чем и	1	1
423	которая должна	1	1
424	в середине	1	1
425	все время	1	1
426	и отдельные	1	1
427	один из	2	1
428	это делалось	4	1
429	в двух	1	1
430	тот же	1	1
431	с ними	1	1
432	по возвращении	2	1
433	его жизнь	1	1
434	будто бы	5	1
435	и действительно	1	1
436	те которые	1	1
437	который в	1	1
438	в деревню	8	1
