N	3gram	Tiupa_Hudo_2	FransuaR
1	то же время	4	8
2	в то же	4	8
3	и в то	2	4
4	в том числе	1	3
5	для того чтобы	3	3
6	с другой стороны	1	3
7	с самого начала	1	3
8	подобно тому как	4	3
9	с точки зрения	2	2
10	том числе и	1	2
11	и в других	1	2
12	с одной стороны	3	2
13	это своего рода	1	2
14	не только в	2	2
15	в то время	1	2
16	женщин и детей	1	2
17	и т.п в	1	2
18	о том что	7	2
19	можно сказать что	1	1
20	да и в	1	1
21	зрения на мир	1	1
22	и все что	1	1
23	дело в том	1	1
24	даже своего рода	1	1
25	то же самое	2	1
26	что у нее	2	1
27	до сих пор	2	1
28	том случае если	1	1
29	при этом он	1	1
30	нет и не	1	1
31	в этом отношении	1	1
32	и то что	1	1
33	как будто он	1	1
34	в том случае	1	1
35	в это время	1	1
36	и что на	1	1
37	то время как	1	1
38	за собой и	1	1
39	в самом начале	1	1
40	он вовсе не	1	1
41	в данном случае	2	1
42	тем что он	1	1
43	и все его	1	1
44	а также и	1	1
45	а с другой	1	1
46	все же не	1	1
47	перед нами в	1	1
48	именно тем что	1	1
49	жизни в ее	1	1
50	как мы знаем	1	1
51	не может быть	3	1
52	же самое что	2	1
53	и в конечном	1	1
54	с того что	1	1
55	в конечном счете	3	1
56	зубной боли и	1	1
57	потому что это	1	1
58	в соответствии с	3	1
59	в том что	11	1
60	том что у	1	1
61	в разговоре с	1	1
62	что и в	1	1
63	к тому же	2	1
