N	3gram	Trubetskoy_1	FransuaR
1	то же время	10	6
2	в то же	10	6
3	до сих пор	5	4
4	но в то	1	4
5	в связи с	1	4
6	на самом деле	6	3
7	в том числе	1	3
8	прежде всего необходимо	1	3
9	и прежде всего	1	3
10	для того чтобы	6	3
11	по отношению к	1	2
12	и в других	1	2
13	в этом отношении	1	2
14	том числе и	1	2
15	можно было бы	3	2
16	не подлежит никакому	1	2
17	в значительной степени	1	2
18	никакому сомнению что	1	2
19	подлежит никакому сомнению	1	2
20	не может быть	4	2
21	в данном случае	3	2
22	о том что	2	2
23	той или иной	3	2
24	в том же	1	2
25	смысле этого слова	1	1
26	в другом месте	1	1
27	прежде всего на	1	1
28	прежде всего в	1	1
29	дело в том	1	1
30	в настоящее время	2	1
31	но даже и	1	1
32	в этом случае	3	1
33	для этого прежде	1	1
34	с точки зрения	9	1
35	и не может	3	1
36	и не к	1	1
37	бы то ни	4	1
38	но для этого	1	1
39	за то что	1	1
40	в значительной мере	2	1
41	не подлежит сомнению	1	1
42	и в частности	1	1
43	точки зрения этих	1	1
44	в применении к	1	1
45	этого прежде всего	1	1
46	в том чтобы	1	1
47	то ни было	1	1
48	и в этом	1	1
49	не только для	1	1
50	это конечно не	1	1
51	но не подлежит	1	1
52	во всяком случае	6	1
53	но на самом	1	1
54	в его целом	1	1
55	и это особенно	1	1
56	ко всем этим	1	1
57	во всех этих	1	1
58	только то что	1	1
59	в этой культуре	1	1
60	заключается в том	1	1
61	ни к какому	1	1
62	даже и в	1	1
63	и вместе с	2	1
64	в свою очередь	1	1
65	это и есть	1	1
66	но и для	1	1
67	с самого начала	1	1
68	неразрывно связаны с	1	1
69	и не так	1	1
70	тех или иных	1	1
71	но все же	1	1
72	в том что	7	1
73	в согласии с	1	1
74	с нею в	1	1
75	и в другом	2	1
