N	3gram	Medvedev_F_1	Dialekti
1	и т д	8	23
2	это значит что	1	21
3	с точки зрения	13	14
4	тем не менее	1	10
5	не только не	2	7
6	не может быть	5	6
7	вовсе не есть	1	5
8	т е в	1	4
9	сама по себе	2	4
10	как раз и	1	3
11	сами по себе	2	3
12	с одной стороны	4	3
13	в том что	1	3
14	от чего не	1	3
15	не говоря уже	1	2
16	но даже и	1	2
17	того или иного	2	2
18	как и все	2	2
19	тот или иной	1	2
20	говоря уже о	1	2
21	с этой точки	1	2
22	тем более не	1	2
23	в зависимости от	2	2
24	так же как	1	2
25	и в этом	2	2
26	с другой стороны	1	2
27	во всяком случае	4	2
28	этой точки зрения	1	2
29	мы не можем	2	2
30	к тому что	1	2
31	так или иначе	1	2
32	в этом его	1	1
33	и пр и	2	1
34	мы ни взяли	1	1
35	на самом деле	6	1
36	за пределы этой	1	1
37	одной стороны и	4	1
38	же как и	1	1
39	как на общую	1	1
40	до сих пор	6	1
41	и не может	2	1
42	в лучшем случае	3	1
43	и в то	1	1
44	оценивается с точки	1	1
45	в этом отношении	1	1
46	не меньше чем	1	1
47	и во всех	1	1
48	если оно не	1	1
49	на первом плане	1	1
50	а кроме того	1	1
51	и в частности	2	1
52	в последнее время	1	1
53	в применении к	2	1
54	таковой т е	1	1
55	но в особенности	1	1
56	в данном случае	1	1
57	не значит еще	1	1
58	может и должен	1	1
59	он может и	1	1
60	и как бы	1	1
61	если представить себе	1	1
62	его отличии от	1	1
63	эта точка зрения	1	1
64	так и от	1	1
65	это конечно не	1	1
66	если же они	1	1
67	у нас не	2	1
68	и в том	1	1
69	жизни вовсе не	1	1
70	время никогда не	1	1
71	и должен быть	1	1
72	и к ней	1	1
73	более или менее	6	1
74	материальных вещах и	1	1
75	то же время	8	1
76	от того что	1	1
77	т е они	1	1
78	должна быть и	1	1
79	связи с этим	2	1
80	заключается именно в	1	1
81	данной эпохи и	1	1
82	точки зрения самого	1	1
83	к нему и	1	1
84	т е он	1	1
85	но все эти	1	1
86	бы то ни	3	1
87	не менее в	1	1
88	то ни было	1	1
89	с этой стороны	1	1
90	стороны и на	1	1
91	не может и	1	1
92	в мифе и	1	1
93	и здесь в	1	1
94	в то же	8	1
95	в связи с	2	1
96	как одна из	1	1
97	в общий процесс	1	1
98	тех или иных	1	1
99	пр и пр	2	1
100	в вещах и	1	1
101	все это не	1	1
102	что и в	1	1
