N	3gram	Vinokur_Ku_2	formyVre
1	то же время	3	9
2	и т п	24	8
3	в то же	3	6
4	в связи с	3	5
5	для того чтобы	8	5
6	и в других	1	4
7	до сих пор	1	3
8	в этом отношении	3	3
9	может быть только	2	3
10	не может быть	4	3
11	в то время	1	3
12	но все же	2	2
13	дело в том	1	2
14	также и в	1	2
15	в соответствии с	2	2
16	и до конца	1	2
17	с точки зрения	8	2
18	и не только	1	2
19	в отличие от	2	2
20	вместе с тем	2	2
21	и в частности	1	2
22	то время как	1	2
23	так же как	2	2
24	не только в	4	2
25	с одной стороны	1	2
26	может быть и	1	2
27	по сравнению с	1	2
28	по природе своей	1	2
29	в буквальном смысле	1	2
30	в широком смысле	2	2
31	а также и	1	2
32	но для того	1	2
33	связи с этим	1	2
34	с самого начала	1	2
35	и прежде всего	1	2
36	в том что	10	2
37	как и в	1	2
38	к тому же	1	2
39	а следовательно и	2	1
40	в данный момент	1	1
41	том что в	1	1
42	одном и том	1	1
43	в виду что	1	1
44	прежде всего в	1	1
45	чтобы покончить с	1	1
46	и не для	1	1
47	как раз не	1	1
48	в самом деле	7	1
49	здесь прежде всего	1	1
50	потому что не	1	1
51	находится в противоречии	1	1
52	по себе они	2	1
53	но все это	1	1
54	т п но	2	1
55	главным образом в	1	1
56	в зависимости от	4	1
57	сами по себе	1	1
58	но он не	1	1
59	совершенно ясно что	1	1
60	большую роль в	1	1
61	есть одна из	1	1
62	т п все	1	1
63	это не имеет	1	1
64	в одном и	1	1
65	в значительной степени	1	1
66	на этой почве	3	1
67	все же и	2	1
68	в данном случае	1	1
69	в особенности же	2	1
70	в первый раз	1	1
71	в противоречии с	1	1
72	себе все эти	1	1
73	если бы дело	1	1
74	и все его	1	1
75	смысле этого слова	1	1
76	и том же	1	1
77	ясно что в	1	1
78	не могут быть	1	1
79	все более и	1	1
80	встречаем например такие	1	1
81	во всяком случае	5	1
82	в том самом	1	1
83	и еще не	1	1
84	и в том	2	1
85	и гораздо более	1	1
86	их удельный вес	1	1
87	узком смысле слова	1	1
88	есть по существу	1	1
89	в свою очередь	2	1
90	в этом случае	2	1
91	если бы например	2	1
92	о том что	1	1
93	и в самом	2	1
94	более и более	1	1
95	потому что этого	1	1
96	разрешения этой проблемы	1	1
97	мы говорим о	2	1
98	что значит в	1	1
99	сама по себе	1	1
