N	3gram	Losev_Vlad_2	FransuaR
1	то же время	3	10
2	в то же	3	10
3	до сих пор	1	8
4	в том что	9	6
5	и в то	1	5
6	и до конца	2	4
7	в настоящее время	2	3
8	в том числе	1	3
9	в той же	1	3
10	начала и до	2	3
11	в связи с	8	3
12	с начала и	2	3
13	в те времена	3	2
14	более или менее	3	2
15	с точки зрения	3	2
16	бы то ни	1	2
17	что все это	1	2
18	как мы видели	2	2
19	в данном случае	2	2
20	и в них	1	2
21	но в то	1	2
22	дело в том	3	2
23	в то время	6	2
24	о том что	3	2
25	можно сказать что	1	2
26	как мы уже	1	2
27	для того чтобы	1	2
28	не может быть	1	2
29	и в ней	1	1
30	что и здесь	1	1
31	и вообще в	2	1
32	сказать что в	2	1
33	мы видели и	1	1
34	в которой он	1	1
35	потому что в	1	1
36	на том же	1	1
37	а также и	1	1
38	здесь перед нами	1	1
39	мы уже сказали	1	1
40	в самом деле	1	1
41	он не только	1	1
42	можно себе представить	1	1
43	до известной степени	1	1
44	вместе с тем	1	1
45	в отличие от	3	1
46	уже после смерти	1	1
47	в этом отношении	1	1
48	может быть и	1	1
49	когда он был	1	1
50	и то что	5	1
51	и в частности	1	1
52	и всего мира	1	1
53	что это за	1	1
54	в самом начале	1	1
55	которой не было	1	1
56	до конца он	1	1
57	на эту тему	2	1
58	как мы сказали	2	1
59	с его близкими	1	1
60	имел в виду	1	1
61	оказывается что в	1	1
62	на французском языке	3	1
63	до конца его	1	1
64	и с этой	1	1
65	не в том	3	1
66	кроме того в	1	1
67	это конечно не	1	1
68	к которой мы	1	1
69	и наконец в	1	1
70	в свое время	1	1
71	только то что	1	1
72	у него и	1	1
73	у него в	3	1
74	речь шла о	1	1
75	и как бы	1	1
76	казалось бы что	1	1
77	и притом в	1	1
78	вышла в свет	1	1
79	что в его	1	1
80	приведем еще один	1	1
81	с самого начала	1	1
82	и прежде всего	1	1
83	заключается в том	2	1
84	он был в	1	1
85	не было ни	1	1
86	в этом смысле	1	1
87	после того как	2	1
88	конечно не в	1	1
89	можно было бы	2	1
90	и в нем	1	1
91	к тому же	1	1
92	во всем и	1	1
93	как мы знаем	4	1
94	достаточно свидетельствуют о	1	1
