N	3gram	Bakhtin_Fr_8	Problema
1	по отношению к	1	19
2	не может быть	2	11
3	с точки зрения	2	6
4	в отличие от	1	5
5	и прежде всего	1	5
6	в большинстве случаев	6	5
7	в данном случае	2	4
8	с другой стороны	2	4
9	на самом деле	1	3
10	в самом деле	1	3
11	в этом смысле	1	3
12	бы то ни	2	3
13	можно было бы	1	3
14	с одной стороны	2	3
15	то же время	10	3
16	в том что	6	3
17	в то же	10	3
18	и в нем	1	3
19	можно сказать что	2	2
20	том же самом	1	2
21	оценки то есть	1	2
22	то же самое	1	2
23	но и в	1	2
24	и др в	2	2
25	лишь там где	1	2
26	и в то	5	2
27	и в частности	1	2
28	то ни было	1	2
29	никогда не может	1	2
30	большинстве случаев не	1	2
31	может и не	1	2
32	так и в	1	2
33	сказать и о	1	2
34	и в них	2	2
35	той или иной	1	2
36	для того чтобы	2	2
37	в этом отношении	1	2
38	в ее целом	1	1
39	зрения на мир	1	1
40	точка зрения на	1	1
41	подчеркиваем что дело	1	1
42	образом и в	2	1
43	же значение имеет	1	1
44	и в таких	1	1
45	и исторической жизни	1	1
46	же время этот	1	1
47	подобно тому как	1	1
48	в настоящее время	3	1
49	и смысловых связей	1	1
50	о том как	1	1
51	одной стороны и	1	1
52	по своему значению	1	1
53	в нем и	2	1
54	которой не было	1	1
55	а следовательно и	1	1
56	до сих пор	8	1
57	и в других	1	1
58	до известной степени	1	1
59	в таких случаях	1	1
60	но вся эта	1	1
61	в одном и	1	1
62	и в современной	1	1
63	что все эти	1	1
64	и др и	1	1
65	на самом же	1	1
66	с природой и	1	1
67	может быть и	1	1
68	что дело идет	1	1
69	конечно не в	1	1
70	характер в романе	1	1
71	если бы мы	1	1
72	но в то	2	1
73	таким образом и	3	1
74	самом деле и	1	1
75	а также и	1	1
76	в некоторых случаях	1	1
77	во всем последующем	1	1
78	и в этом	1	1
79	их и в	1	1
80	по сравнению с	1	1
81	настоящее время в	1	1
82	и как бы	1	1
83	не в том	1	1
84	в связи с	3	1
85	в мире в	1	1
86	тем или иным	1	1
87	а иногда даже	1	1
88	природой и с	1	1
89	и в романе	2	1
90	самом же деле	1	1
91	в свое время	1	1
92	что и здесь	1	1
93	в узком смысле	2	1
94	таким образом в	1	1
95	смысле слова но	1	1
96	в то время	2	1
97	чтобы войти в	1	1
98	в значительной своей	1	1
99	что в его	1	1
100	свое отражение в	2	1
101	на протяжении всего	1	1
102	и в самом	1	1
103	в главе первой	1	1
104	вопрос о том	1	1
105	язык в его	1	1
106	выходит за пределы	1	1
107	тесно связан с	1	1
108	как мы уже	2	1
109	это как бы	1	1
110	в особенности же	1	1
111	но конечно не	1	1
112	дело конечно не	1	1
113	как и в	4	1
114	дело в том	2	1
115	вовсе не как	1	1
