N	2gram	Voloshinov_2	Istorich
1	и в	19	26
2	так же	5	18
3	то что	4	16
4	не только	13	15
5	может быть	28	14
6	что в	2	14
7	между двумя	1	12
8	но и	10	12
9	связь с	4	12
10	и пр	25	11
11	так и	10	10
12	таким образом	14	10
13	и его	16	10
14	что он	4	10
15	все же	5	9
16	его в	7	9
17	что и	3	9
18	так как	3	9
19	и не	19	9
20	то же	16	8
21	мы знаем	2	8
22	этих случаях	1	8
23	а в	3	8
24	в этом	15	7
25	он не	3	7
26	как и	9	7
27	в этих	3	7
28	во время	1	7
29	как в	1	7
30	что здесь	1	7
31	в качестве	3	7
32	превращается в	1	7
33	и то	3	6
34	еще не	3	6
35	что они	2	6
36	как он	1	6
37	мы видели	4	6
38	мы можем	6	6
39	могут быть	3	6
40	к нему	5	6
41	мы видим	1	6
42	потому что	1	6
43	а не	9	6
44	не может	18	6
45	вместе с	2	6
46	когда он	1	6
47	в иной	1	6
48	это и	1	5
49	мы уже	6	5
50	то это	1	5
51	но не	2	5
52	эта связь	1	5
53	и как	6	5
54	но в	7	5
55	уже не	1	5
56	и только	1	5
57	в силу	1	5
58	но все	1	5
59	в другом	3	5
60	и с	2	5
61	это не	4	5
62	к которым	3	5
63	не в	10	5
64	ничего не	4	5
65	и у	2	5
66	как мы	15	5
67	на нем	1	5
68	и здесь	5	5
69	и что	1	5
70	в его	5	5
71	с ними	4	5
72	в одном	1	5
73	у него	2	5
74	тем что	2	5
75	до сих	3	5
76	и др	1	5
77	в некоторых	1	5
78	сих пор	3	5
79	мы должны	1	5
80	к этому	5	5
81	вопрос о	2	4
82	на себя	1	4
83	его на	1	4
84	дает нам	1	4
85	в этот	1	4
86	но он	1	4
87	в своей	3	4
88	здесь не	1	4
89	так в	1	4
90	о том	3	4
91	и даже	2	4
92	дает ему	1	4
93	вовсе не	11	4
94	с другой	3	4
95	а на	1	4
96	в тех	2	4
97	другой стороны	1	4
98	например в	1	3
99	что иное	1	3
100	и действительно	1	3
101	из этих	1	3
102	видели что	1	3
103	только тогда	1	3
104	относится к	3	3
105	в одной	2	3
106	перед нами	3	3
107	его к	2	3
108	все эти	3	3
109	на то	4	3
110	и если	1	3
111	что она	1	3
112	связанные с	1	3
113	при этом	9	3
114	том что	10	3
115	от своего	2	3
116	по сравнению	1	3
117	и более	7	3
118	как это	1	3
119	что эта	1	3
120	не имеет	3	3
121	в русской	1	3
122	представление об	1	3
123	связи с	13	3
124	к себе	1	3
125	есть только	1	3
126	и он	2	3
127	иное как	2	3
128	в другой	1	3
129	это приводит	1	3
130	в том	7	3
131	мы увидим	2	3
132	только в	8	3
133	или же	2	3
134	переходит в	1	3
135	и других	1	3
136	а именно	1	3
137	не на	2	3
138	о чем	2	3
139	там где	2	3
140	в данном	5	3
141	сравнению с	1	3
142	как бы	19	3
143	этом случае	1	3
144	или в	2	3
145	из своего	1	3
146	всякого рода	1	3
147	но это	1	3
148	только что	3	3
149	же в	1	3
150	между ними	2	3
151	является и	1	3
152	не что	1	3
153	и другие	1	3
154	он также	1	2
155	мы здесь	2	2
156	должна быть	4	2
157	и за	1	2
158	а как	4	2
159	связана с	2	2
160	то мы	2	2
161	случай когда	1	2
162	к ним	1	2
163	вступают в	1	2
164	иногда и	3	2
165	в этой	3	2
166	в истории	3	2
167	пр или	1	2
168	с этим	3	2
169	в своем	2	2
170	хотя и	1	2
171	увидим что	1	2
172	конечно не	4	2
173	сливается с	1	2
174	что это	2	2
175	в целом	1	2
176	эти новые	1	2
177	в себе	4	2
178	в нем	11	2
179	не к	3	2
180	так например	1	2
181	здесь мы	3	2
182	главным образом	1	2
183	связанных с	1	2
184	с целью	1	2
185	лишь в	14	2
186	хотя бы	6	2
187	было бы	4	2
188	в свой	1	2
189	из них	1	2
190	и тем	4	2
191	этого не	1	2
192	с тем	1	2
193	которой он	1	2
194	и их	4	2
195	выше мы	1	2
196	тем не	1	2
197	все это	1	2
198	по себе	3	2
199	не менее	1	2
200	не могло	1	2
201	одна из	7	2
202	от того	1	2
203	у нас	3	2
204	не могут	1	2
205	его с	1	2
206	не есть	3	2
207	формы и	2	2
208	на том	1	2
209	никогда не	7	2
210	и на	5	2
211	если бы	11	2
212	другими словами	2	2
213	или на	1	2
214	в форме	5	2
215	того что	4	2
216	в современной	1	2
217	с той	1	2
218	на которой	1	2
219	их не	1	2
220	это же	2	2
221	играет роль	1	2
222	себя в	2	2
223	так что	1	2
224	уже в	2	2
225	в виде	2	2
226	есть в	1	2
227	не дает	1	2
228	его и	3	2
229	ни в	6	2
230	могло бы	1	2
231	в языке	7	2
232	и толстой	1	2
233	у нее	1	2
234	только с	2	2
235	в других	1	2
236	даже и	2	2
237	в особенности	2	2
238	в исторической	1	2
239	говорит о	1	2
240	его как	1	2
241	с помощью	6	2
242	он говорит	1	2
243	и вот	1	2
244	этого слова	5	2
245	смысле этого	4	2
246	здесь имеется	1	2
247	же самое	6	2
248	но для	2	2
249	в связи	7	2
250	от него	2	2
251	и все	6	2
252	в лице	1	2
253	на языке	2	2
254	сказать что	4	2
255	придем к	1	1
256	предполагает что	1	1
257	дело вовсе	1	1
258	дело обстоит	2	1
259	почти не	1	1
260	к другому	5	1
261	его же	1	1
262	что эти	1	1
263	не имеют	3	1
264	все те	4	1
265	между ним	1	1
266	к созданию	1	1
267	в зависимости	2	1
268	входящих в	1	1
269	и могут	1	1
270	той же	3	1
271	на тех	1	1
272	это совершенно	1	1
273	мы не	2	1
274	ответить на	1	1
275	не была	1	1
276	приводят к	1	1
277	он как	1	1
278	совпадает с	1	1
279	но она	1	1
280	принадлежит к	1	1
281	не совсем	1	1
282	зависимости от	2	1
283	него он	1	1
284	в ней	3	1
285	и самого	2	1
286	он был	2	1
287	по линии	1	1
288	в широком	1	1
289	в различных	3	1
290	так если	1	1
291	во всех	6	1
292	ними в	1	1
293	слова часто	1	1
294	его так	1	1
295	совершенно прав	1	1
296	часто имеет	1	1
297	от его	1	1
298	землю и	1	1
299	то он	1	1
300	но как	2	1
301	к которой	1	1
302	не все	1	1
303	если в	1	1
304	слова на	3	1
305	или иное	1	1
306	иные формы	1	1
307	были не	1	1
308	отчасти и	1	1
309	и я	1	1
310	превращает его	1	1
311	выражения как	2	1
312	независимо от	2	1
313	что именно	1	1
314	однако не	1	1
315	и наконец	1	1
316	на своем	1	1
317	мир и	1	1
318	ясно и	1	1
319	и хотя	1	1
320	к чему	1	1
321	в ответ	1	1
322	у каждого	1	1
323	значение так	2	1
324	нами в	3	1
325	и сестры	1	1
326	ее как	1	1
327	не могла	1	1
328	вообще не	1	1
329	не следует	2	1
330	к миру	1	1
331	силой и	2	1
332	в нашей	1	1
333	всех этих	1	1
334	в узком	2	1
335	не как	3	1
336	широком смысле	1	1
337	и связанные	1	1
338	из него	2	1
339	в нее	1	1
340	одно и	3	1
341	исходя из	1	1
342	бы они	1	1
343	в совершенно	1	1
344	им как	2	1
345	и второй	1	1
346	на все	2	1
347	на этой	5	1
348	ощущается как	2	1
349	наметили основные	1	1
350	может стать	2	1
351	он есть	1	1
352	форму и	3	1
353	имеющихся в	1	1
354	его состав	1	1
355	этом мы	1	1
356	но уже	1	1
357	он является	1	1
358	в них	1	1
359	о которых	1	1
360	на материале	3	1
361	всегда представляется	1	1
362	перестает быть	1	1
363	однажды в	1	1
364	как целое	9	1
365	и тогда	2	1
366	еще одно	1	1
367	точки зрения	17	1
368	мольбу о	1	1
369	или точнее	1	1
370	этой связи	4	1
371	именно и	1	1
372	уже к	1	1
373	в котором	3	1
374	свой смысл	1	1
375	веков и	1	1
376	из данного	1	1
377	свет на	2	1
378	друг другу	1	1
379	что было	1	1
380	именно к	1	1
381	тому что	4	1
382	нет никакого	1	1
383	о значении	1	1
384	особенно ярко	1	1
385	в то	8	1
386	тогда когда	1	1
387	а ты	1	1
388	находятся в	2	1
389	случаев мы	1	1
390	которые и	1	1
391	они являются	3	1
392	в русском	4	1
393	можно сказать	1	1
394	и является	2	1
395	это слово	1	1
396	нам важно	2	1
397	просьбу как	1	1
398	эти три	1	1
399	и делает	1	1
400	мы и	1	1
401	в основе	9	1
402	ему не	1	1
403	одним из	2	1
404	на границе	2	1
405	когда мы	1	1
406	на того	1	1
407	сравнительно с	2	1
408	и другой	1	1
409	должны быть	2	1
410	к тому	6	1
411	для его	3	1
412	представляют для	1	1
413	из всей	1	1
414	и это	3	1
415	которых и	2	1
416	на основе	3	1
417	только при	1	1
418	чтобы быть	1	1
419	сохраняет свою	1	1
420	в пределах	10	1
421	приводит к	2	1
422	роль в	1	1
423	на нее	1	1
424	ясно что	1	1
425	он соприкасается	1	1
426	здесь нет	1	1
427	является в	2	1
428	между собой	1	1
429	по мере	4	1
430	с ним	1	1
431	все его	2	1
432	слова а	1	1
433	внимание на	1	1
434	и весь	1	1
435	этих двух	1	1
436	на следующее	1	1
437	с нашей	2	1
438	а через	1	1
439	которые мы	1	1
440	по наследству	1	1
441	мы ни	5	1
442	ним и	1	1
443	бы в	4	1
444	все стадии	1	1
445	тем более	5	1
446	в середине	1	1
447	тех разнообразных	1	1
448	и следовательно	6	1
449	в него	1	1
450	же сфере	1	1
451	быть и	6	1
452	но с	1	1
453	человека в	1	1
454	тот же	1	1
455	речи о	2	1
456	одной из	3	1
457	может оказаться	1	1
458	и так	1	1
459	до нас	1	1
460	не случаен	1	1
461	или его	1	1
462	а только	1	1
463	б мы	2	1
464	в большинстве	5	1
465	только на	4	1
466	мы получим	1	1
467	в начале	2	1
468	здесь же	1	1
469	большинстве случаев	5	1
470	когда оно	1	1
471	одного предмета	1	1
