N	2gram	Bakhtin_fo_1	FransuaR
1	и в	50	49
2	то есть	33	32
3	прежде всего	15	19
4	в его	13	18
5	и на	8	17
6	не только	9	17
7	и его	16	17
8	в этом	25	15
9	и не	14	15
10	в них	4	13
11	в эпоху	1	13
12	только в	4	13
13	но и	8	13
14	во время	1	12
15	как и	8	11
16	xvii веке	2	11
17	и т.п	4	11
18	как бы	2	11
19	в этой	1	10
20	в xvii	3	10
21	вовсе не	13	10
22	xvii века	2	9
23	в средние	1	9
24	в нем	24	9
25	для него	2	9
26	и др	9	9
27	все это	4	9
28	в романе	32	9
29	в сущности	3	8
30	отношение к	2	8
31	до нас	5	8
32	средние века	1	8
33	то же	11	7
34	все же	6	7
35	все эти	9	7
36	таким образом	11	7
37	на протяжении	1	7
38	как мы	14	7
39	один из	3	7
40	не может	6	7
41	жизни и	8	7
42	мы уже	11	6
43	именно в	3	6
44	во всех	6	6
45	в истории	2	6
46	с их	2	6
47	так и	12	6
48	и с	4	6
49	времени и	10	6
50	рядом с	2	6
51	точки зрения	5	6
52	но он	2	6
53	xviii века	3	6
54	в то	9	6
55	же время	9	6
56	в себя	1	6
57	в литературе	16	6
58	то что	6	6
59	здесь в	2	6
60	так как	6	6
61	сказать что	3	6
62	с точки	2	5
63	с его	9	5
64	из этих	1	5
65	но не	5	5
66	в своем	4	5
67	выражение в	2	5
68	при этом	3	5
69	в эту	1	5
70	в своей	2	5
71	никогда не	2	5
72	уже говорили	3	5
73	роль в	9	5
74	существенное отношение	1	5
75	тот же	1	5
76	уже в	2	5
77	в начале	3	5
78	может быть	11	5
79	xvii и	1	5
80	протяжении всего	1	5
81	в особенности	9	5
82	и потому	3	5
83	и смерти	1	5
84	в основном	5	5
85	отношения к	3	4
86	и до	5	4
87	жить и	1	4
88	и к	2	4
89	но в	10	4
90	в себе	3	4
91	этот процесс	5	4
92	но все	5	4
93	лишь в	6	4
94	в жизни	6	4
95	в этих	3	4
96	страха и	1	4
97	и более	1	4
98	с ним	2	4
99	одна из	2	4
100	в последующие	4	4
101	характер и	7	4
102	с другой	2	4
103	и во	7	4
104	этот момент	1	4
105	мы находим	2	4
106	а в	3	4
107	тем что	2	4
108	в форме	3	4
109	смерти и	1	4
110	до сих	3	4
111	не было	7	4
112	там где	2	4
113	сих пор	3	4
114	том что	4	4
115	в своих	1	4
116	значение в	5	4
117	также и	2	3
118	человека и	11	3
119	связана с	1	3
120	в самом	8	3
121	место в	2	3
122	почти все	1	3
123	и со	1	3
124	жизни это	2	3
125	не был	1	3
126	точка зрения	1	3
127	менее всего	1	3
128	раз в	4	3
129	да и	3	3
130	всех этих	5	3
131	и вот	1	3
132	в плане	1	3
133	и других	3	3
134	было бы	2	3
135	из них	1	3
136	ни в	8	3
137	далеко не	2	3
138	во всем	2	3
139	в одном	3	3
140	их в	3	3
141	его целом	2	3
142	но они	3	3
143	и это	4	3
144	с ее	6	3
145	существенное значение	1	3
146	в ее	6	3
147	так в	1	3
148	в xix	1	3
149	в последующих	1	3
150	и вообще	2	3
151	но здесь	1	3
152	в виду	3	3
153	о том	1	3
154	в значительной	2	3
155	наконец в	1	3
156	века и	1	3
157	же в	3	3
158	что он	1	3
159	мире и	2	3
160	с одной	3	3
161	и нового	1	3
162	этом отношении	3	3
163	связан с	1	3
164	последующие века	1	3
165	о чем	1	3
166	одной стороны	2	3
167	в течение	2	3
168	например у	3	3
169	и перед	1	3
170	последующих веков	1	3
171	но эти	1	3
172	и все	6	3
173	в том	9	3
174	жизни в	8	3
175	одним из	1	2
176	до него	1	2
177	века но	1	2
178	тех же	2	2
179	по преимуществу	3	2
180	в какой-то	3	2
181	на материале	2	2
182	элементов этого	1	2
183	рабле на	1	2
184	и последующих	1	2
185	организующим началом	1	2
