N	3gram	Propp_Isto_1	Tvorches
1	и т д	22	11
2	в соответствии с	1	4
3	по отношению к	3	3
4	до сих пор	5	3
5	не может быть	7	3
6	никогда не было	1	2
7	влечет за собой	1	2
8	в отличие от	2	2
9	на этот вопрос	2	2
10	в й главе	1	2
11	едва ли не	1	2
12	так же как	2	2
13	все же не	2	2
14	с другой стороны	5	2
15	и т п	1	2
16	о том что	3	2
17	в одном из	1	2
18	в том что	4	2
19	аргументом в пользу	1	2
20	он живет в	1	1
21	в другом месте	1	1
22	по внешним формам	1	1
23	дело в том	3	1
24	а затем из	1	1
25	не только с	1	1
26	о том как	1	1
27	может быть назван	2	1
28	же как и	1	1
29	в нем и	1	1
30	на точку зрения	1	1
31	сами по себе	1	1
32	а может быть	1	1
33	можно было бы	3	1
34	точно так же	3	1
35	в этой главе	1	1
36	д все это	1	1
37	одном из вариантов	1	1
38	в этой связи	1	1
39	только то что	1	1
40	как будто бы	2	1
41	еще ничего не	1	1
42	но в то	1	1
43	не зависит от	1	1
44	и должно быть	2	1
45	и в этом	1	1
46	приблизительно так же	1	1
47	еще не все	1	1
48	не могут быть	1	1
49	не только для	1	1
50	это своего рода	1	1
51	это все же	1	1
52	в связи с	3	1
53	это не значит	1	1
54	к тому же	1	1
55	т д все	3	1
56	ответ на этот	1	1
57	тем что они	1	1
58	соответствии с этим	1	1
59	в стороне от	1	1
60	по себе не	1	1
61	в то время	3	1
62	того или иного	1	1
63	отнюдь не означает	1	1
64	так например в	4	1
65	мы не можем	2	1
66	не означает что	2	1
67	с самого начала	2	1
68	мы узнаем в	1	1
69	именно потому что	1	1
70	мы знаем что	1	1
71	тесно связан с	1	1
72	относится и к	1	1
73	содержит в себе	1	1
74	не значит что	1	1
75	о том чтобы	1	1
76	и между ними	1	1
