N	3gram	Vygotskiy__5	Problema
1	по отношению к	1	19
2	и т п	3	13
3	в эстетический объект	1	12
4	не может быть	2	11
5	с точки зрения	2	6
6	в отличие от	2	5
7	дело и с	1	5
8	имеет дело с	2	4
9	эстетический объект не	1	4
10	в данном случае	2	4
11	в художественном произведении	1	4
12	с другой стороны	5	4
13	в конечном счете	1	4
14	на самом деле	2	3
15	в самом деле	5	3
16	в этом смысле	1	3
17	можно было бы	3	3
18	в основе своей	1	3
19	что эстетический объект	1	3
20	в применении к	1	3
21	все то что	2	3
22	с одной стороны	12	3
23	contradictio in adjecto	1	3
24	художественное произведение в	1	3
25	в том что	14	3
26	в чем не	1	2
27	можно сказать что	2	2
28	то же самое	3	2
29	на первый план	2	2
30	ни в чем	1	2
31	и др в	1	2
32	в лучшем случае	3	2
33	то или иное	1	2
34	и в частности	1	2
35	не только в	2	2
36	не могут быть	1	2
37	мы имеем дело	1	2
38	того или иного	1	2
39	той или иной	2	2
40	не может и	1	2
41	для того чтобы	19	2
42	в этом отношении	3	2
43	формы и содержания	1	2
44	именно в том	2	1
45	порядка для того	1	1
46	что иное как	2	1
47	относится к содержанию	1	1
48	о той или	1	1
49	рядом с ними	1	1
50	иметь в виду	3	1
51	в свою очередь	1	1
52	в том и	2	1
53	идет речь в	1	1
54	все что угодно	1	1
55	одной стороны и	1	1
56	к этому присоединяется	1	1
57	искусства может быть	1	1
58	до сих пор	5	1
59	именно то что	4	1
60	не может в	1	1
61	до известной степени	1	1
62	сами по себе	2	1
63	которая все время	1	1
64	и именно в	1	1
65	но несмотря на	1	1
66	с тем что	3	1
67	входят в эстетический	1	1
68	на то что	16	1
69	в одинаковой степени	1	1
70	может быть и	2	1
71	несмотря на то	1	1
72	и не в	1	1
73	на то чем	1	1
74	совершенно не можем	1	1
75	и несмотря на	1	1
76	мы называем все	1	1
77	показать что и	1	1
78	то время как	1	1
79	не что иное	2	1
80	то чем является	1	1
81	если бы мы	2	1
82	и в его	1	1
83	смысле этого слова	1	1
84	его значение в	1	1
85	и в этом	1	1
86	по сравнению с	4	1
87	по отношению ко	1	1
88	в целом в	1	1
89	т д мы	1	1
90	это имеет место	1	1
91	и как бы	4	1
92	имеем дело с	1	1
93	то есть не	1	1
94	есть contradictio in	1	1
95	в том смысле	1	1
96	и в романе	1	1
97	имеет дело именно	1	1
98	о которых мы	2	1
99	и в том	1	1
100	по себе не	2	1
101	что и здесь	1	1
102	а в том	1	1
103	и в свою	1	1
104	комедии и трагедии	1	1
105	с ними в	1	1
106	то что в	2	1
107	в нем нет	1	1
108	равно как и	1	1
109	или другими словами	1	1
110	в то время	1	1
111	лежащая в основе	1	1
112	ясно что в	2	1
113	и т д	3	1
114	то что не	1	1
115	и в самом	2	1
116	вопрос о том	2	1
117	не может стать	1	1
118	оно может быть	1	1
119	художественной формы и	2	1
120	можно даже прямо	1	1
121	быть отнесены к	1	1
122	к тому что	6	1
123	мы уже указывали	1	1
124	в своем целом	1	1
125	но как только	1	1
126	что у нас	1	1
127	на этот вопрос	3	1
128	где мы имеем	1	1
129	дело в том	1	1
130	вбирает в себя	1	1
131	произведение не в	1	1
132	и в другом	1	1
133	мы еще не	1	1
134	данном случае к	1	1
135	то есть к	1	1
