N	2gram	Savitsky_P_1	StatiiOP
1	и в	14	25
2	в этом	10	24
3	в том	9	20
4	может быть	5	19
5	что в	4	19
6	что это	1	16
7	том что	4	15
8	в этой	1	14
9	и пр	5	13
10	не только	17	12
11	в г	1	12
12	в его	2	12
13	г и	2	12
14	то что	4	12
15	в этих	1	11
16	прежде всего	3	10
17	и не	12	10
18	но и	6	9
19	и т	3	8
20	все это	2	8
21	т е	3	8
22	с этим	2	7
23	это не	3	7
24	было бы	6	7
25	в то	7	7
26	не может	4	7
27	точки зрения	3	7
28	место в	1	6
29	и на	1	6
30	из этих	1	6
31	не в	5	6
32	в русской	4	6
33	между тем	3	6
34	только в	7	6
35	в области	11	6
36	в россии	3	6
37	как бы	4	6
38	а в	4	6
39	как на	2	6
40	то же	9	5
41	но в	9	5
42	на то	1	5
43	в котором	4	5
44	потому что	3	5
45	и это	2	5
46	в них	2	5
47	с другой	5	5
48	а не	2	5
49	того что	2	5
50	другой стороны	1	5
51	например в	2	4
52	в которой	1	4
53	в общем	2	4
54	все же	1	4
55	не было	2	4
56	и к	4	4
57	в каждом	1	4
58	этом смысле	1	4
59	и тем	2	4
60	в жизни	2	4
61	с тем	3	4
62	как и	1	4
63	в эту	2	4
64	с точки	3	4
65	в каком	1	4
66	связана с	1	4
67	в ней	6	4
68	и с	2	4
69	если бы	4	4
70	а также	4	4
71	мы видим	1	4
72	в качестве	9	4
73	в начале	2	4
74	всяком случае	1	4
75	должна была	1	4
76	xix века	6	4
77	в смысле	6	4
78	это в	1	4
79	во всяком	1	4
80	я и	3	3
81	говорить о	2	3
82	подчеркнуть что	1	3
83	он был	1	3
84	с его	1	3
85	в творчестве	1	3
86	что по	1	3
87	и если	4	3
88	от нее	1	3
89	нет никакого	1	3
90	и более	1	3
91	же время	7	3
92	и здесь	1	3
93	что все	1	3
94	представляют собою	1	3
95	со стороны	2	3
96	и что	1	3
97	уже в	1	3
98	как раз	2	3
99	одной стороны	3	3
100	с которым	1	3
101	что мы	3	3
102	между прочим	2	3
103	с о	2	3
104	г а	1	3
105	тем более	2	3
106	в виде	2	3
107	в какой	1	3
108	которого в	1	2
109	во всех	2	2
110	россии и	4	2
111	но как	1	2
112	если в	2	2
113	не просто	1	2
114	что именно	1	2
115	в самом	1	2
116	формы в	1	2
117	во многих	1	2
118	в статье	2	2
119	т д	1	2
120	д д	2	2
121	не как	1	2
122	чтобы в	1	2
123	и по	1	2
124	заключается в	3	2
125	а с	1	2
126	мы не	3	2
127	по размеру	1	2
128	в развитии	1	2
129	не столько	2	2
130	в которых	5	2
131	о русском	1	2
132	для этого	1	2
133	этой области	1	2
134	в отношении	10	2
135	не менее	2	2
136	что эта	1	2
137	тогда когда	1	2
138	одна из	2	2
139	не имеет	1	2
140	никогда не	1	2
141	и всегда	1	2
142	этих двух	1	2
143	в русском	2	2
144	более что	1	2
145	могут быть	3	2
146	в определенную	2	2
147	но также	4	2
148	темы и	1	2
149	для того	3	2
150	должен быть	1	2
151	это такое	1	2
152	с ее	1	2
153	на основе	1	2
154	свидетельство о	1	2
155	на нее	1	2
156	сказалось в	1	2
157	с одной	3	2
158	что его	1	2
159	и только	1	2
160	и других	2	2
161	еще не	1	2
162	и ее	1	2
163	есть в	2	2
164	что если	1	2
165	одно из	1	2
166	в выборе	2	2
167	или иной	1	2
168	русской истории	1	2
169	что не	1	2
170	но есть	1	2
171	каком смысле	1	2
172	что из	2	2
173	эту эпоху	1	2
174	ни на	1	2
175	вместе с	1	2
176	в рамках	1	2
177	но не	3	2
178	меча и	1	2
179	в сборнике	1	2
180	к л	3	2
181	в это	1	2
182	которые были	1	2
183	в результате	1	2
184	пр в	1	2
185	только что	1	2
186	к историческому	1	2
187	к сожалению	1	2
188	к этой	1	2
189	гораздо более	1	2
190	как известно	1	1
191	также и	1	1
192	и то	1	1
193	переход от	2	1
194	тем же	1	1
195	смысл этого	1	1
196	по преимуществу	1	1
197	должна быть	1	1
198	собственном смысле	1	1
199	был и	1	1
200	из всех	1	1
201	отношения к	2	1
202	в и	1	1
203	есть не	2	1
204	к народу	1	1
205	в последние	2	1
206	многих случаях	1	1
207	вопрос о	1	1
208	этом не	1	1
209	на себя	1	1
210	в некотором	1	1
211	мы и	1	1
212	москва и	2	1
213	и среди	1	1
214	тот или	1	1
