N	2gram	Propp_Isto_6	Analitik
1	в качестве	3	31
2	может быть	11	29
3	в том	12	27
4	не может	6	22
5	и не	10	21
6	в частности	3	19
7	и в	26	18
8	но и	9	17
9	а не	2	17
10	представляет собой	2	16
11	не только	10	15
12	тогда как	2	14
13	не в	3	14
14	в этом	12	13
15	как и	5	13
16	в его	5	13
17	при этом	3	12
18	том что	10	12
19	в себе	3	11
20	то есть	1	11
21	но не	2	10
22	то же	5	9
23	в то	5	9
24	а в	3	9
25	есть не	1	8
26	в мире	1	8
27	но в	7	8
28	не есть	2	8
29	тем самым	2	7
30	к тому	2	7
31	этого слова	1	7
32	мы имеем	14	6
33	по отношению	2	6
34	отличие от	1	6
35	в случае	1	6
36	это не	4	6
37	далеко не	3	6
38	точки зрения	1	6
39	в своей	3	6
40	в основе	1	6
41	по своей	1	6
42	должен быть	1	6
43	только в	5	6
44	то что	6	6
45	прежде всего	4	6
46	что иное	2	5
47	и на	12	5
48	иное как	1	5
49	и как	2	5
50	в целом	1	5
51	в этой	2	5
52	и его	7	5
53	о том	7	5
54	сводится к	2	5
55	между тем	1	5
56	как бы	4	5
57	отношению к	2	5
58	что в	12	5
59	того же	2	4
60	не что	1	4
61	более чем	1	4
62	все же	8	4
63	не всегда	4	4
64	и более	1	4
65	в области	1	4
66	ни в	2	4
67	могут быть	3	4
68	так и	5	4
69	не с	1	4
70	с ним	8	4
71	как правило	1	4
72	в другом	1	4
73	на вопрос	1	4
74	с другой	10	4
75	того что	2	4
76	дело с	1	4
77	уже не	7	4
78	для того	1	4
79	именно в	1	4
80	вместе с	8	4
81	из которых	3	4
82	и т	10	3
83	одним из	1	3
84	таком случае	1	3
85	мере в	1	3
86	и есть	1	3
87	между двумя	1	3
88	говоря и	1	3
89	это всегда	1	3
90	в полной	1	3
91	что как	1	3
92	однако не	1	3
93	вступает в	1	3
94	и к	1	3
95	как он	6	3
96	в нем	8	3
97	он не	2	3
98	в силу	1	3
99	подобно тому	1	3
100	таким образом	12	3
101	не будет	5	3
102	того или	1	3
103	при встрече	1	3
104	даже в	2	3
105	в котором	1	3
106	своего рода	2	3
107	однако в	2	3
108	того чтобы	1	3
109	в таком	1	3
110	как будто	3	3
111	не могут	1	3
112	оно может	2	3
113	если бы	3	3
114	означает что	1	3
115	а также	4	3
116	к нему	1	3
117	с его	4	3
118	еще не	9	3
119	и представляет	1	3
120	это означает	2	3
121	с одной	7	3
122	никто не	2	3
123	что и	4	3
124	не случайно	1	3
125	одной стороны	7	3
126	а именно	9	3
127	а с	2	3
128	что не	2	3
129	тому как	1	3
130	что мы	2	3
131	встрече с	1	3
132	будто бы	1	3
133	что он	9	3
134	том числе	1	3
135	отношения к	1	2
136	также и	1	2
137	а как	1	2
138	на место	3	2
139	и то	3	2
140	данном случае	3	2
141	то он	2	2
142	не все	1	2
143	отношение к	1	2
144	не просто	1	2
145	как говорит	1	2
146	что именно	1	2
147	до его	1	2
148	как уже	1	2
149	с двумя	1	2
150	его к	1	2
151	в противоположность	1	2
152	все эти	8	2
153	из этих	4	2
154	и до	2	2
155	на его	4	2
156	от которого	1	2
157	смертью в	1	2
158	и по	4	2
159	на этом	1	2
160	и с	6	2
161	на все	1	2
162	вовсе не	2	2
163	так как	18	2
164	несмотря на	1	2
165	такой же	3	2
166	перед собой	1	2
167	для него	1	2
168	от своего	1	2
169	при изучении	1	2
170	не должен	1	2
171	не столько	1	2
172	вопрос о	3	2
173	которые в	2	2
174	самое время	2	2
175	для этого	1	2
176	свое время	1	2
177	совпадает с	1	2
178	никогда не	13	2
179	потому что	13	2
180	отличается от	2	2
181	как мы	4	2
182	и о	1	2
183	здесь не	2	2
184	не могу	1	2
185	и сам	2	2
186	одного из	1	2
187	еще в	3	2
188	на примере	1	2
189	с целью	1	2
190	можно сказать	2	2
191	может иметь	2	2
192	один из	3	2
193	ли он	1	2
194	текст в	1	2
195	бы ни	1	2
196	наконец четвертая	1	2
197	при помощи	3	2
198	его и	1	2
199	себе в	4	2
200	при всей	1	2
201	может служить	1	2
202	случае не	1	2
203	образом не	1	2
204	со стороны	3	2
205	было бы	2	2
206	соответствии с	1	2
207	только через	3	2
208	что из	2	2
209	как от	1	2
210	в данном	3	2
211	что же	2	2
212	не является	1	2
213	тем более	1	2
214	мире и	1	2
215	я есть	1	2
216	другой стороны	8	2
217	в свое	2	2
218	героя в	2	2
219	речь идет	1	1
220	например в	7	1
221	с кем	1	1
222	он показывает	1	1
223	мира не	1	1
224	тех же	1	1
225	этого мира	1	1
226	не имеют	1	1
227	в какой-то	1	1
228	все те	1	1
229	должна быть	3	1
230	и больше	2	1
231	его что	2	1
232	в зависимости	1	1
233	то самое	2	1
234	форма его	1	1
235	мы уже	6	1
236	она в	2	1
237	и была	1	1
238	что наиболее	1	1
239	мы не	6	1
240	со смертью	1	1
241	более точного	1	1
242	он как	1	1
243	равно как	1	1
244	не вполне	2	1
245	оно есть	1	1
246	что герой	2	1
247	не происходит	3	1
248	примере одного	1	1
249	что можно	1	1
250	зависимости от	2	1
251	здесь как	1	1
252	пребывания в	1	1
