N	2gram	Voloshinov_1	EvropaiE
1	и в	13	37
2	в отношении	2	32
3	в пределах	3	25
4	точки зрения	7	23
5	что в	3	21
6	не только	6	18
7	с точки	5	17
8	в то	1	16
9	то же	4	15
10	хотя бы	5	15
11	в своем	1	14
12	но в	4	14
13	же время	1	14
14	но и	3	14
15	и не	8	14
16	в этом	2	12
17	в их	3	11
18	в области	2	11
19	в том	2	11
20	так и	3	10
21	отнюдь не	1	9
22	в себе	3	9
23	только в	6	9
24	прежде всего	9	9
25	не может	8	9
26	так же	2	9
27	в ее	3	8
28	думать что	2	8
29	было бы	4	8
30	в своей	4	8
31	к тому	2	8
32	между тем	2	8
33	с одной	2	8
34	одной стороны	2	8
35	также и	1	7
36	нам кажется	1	7
37	а также	2	7
38	так как	3	7
39	с другой	2	7
40	как и	3	7
41	может быть	8	6
42	на то	1	6
43	том что	2	6
44	того чтобы	1	6
45	вслед за	2	6
46	вовсе не	2	6
47	для того	1	6
48	как бы	6	6
49	с этой	2	6
50	то что	6	6
51	же как	1	5
52	которую мы	1	5
53	столь же	1	5
54	но не	1	5
55	не в	3	5
56	но если	1	5
57	одной из	1	5
58	в виде	1	5
59	от этого	2	5
60	в течение	2	5
61	этой точки	1	5
62	мы не	4	4
63	вопрос о	1	4
64	но даже	1	4
65	в ней	2	4
66	в самом	2	4
67	того или	2	4
68	несмотря на	2	4
69	не имеет	2	4
70	в процессе	5	4
71	по себе	1	4
72	тем более	1	4
73	на всем	1	4
74	само по	1	4
75	не на	2	4
76	как это	1	4
77	сказать что	1	4
78	или иного	2	4
79	на себя	1	3
80	того же	1	3
81	время в	1	3
82	в общем	2	3
83	как в	2	3
84	и к	2	3
85	или иную	1	3
86	мы можем	4	3
87	и тем	2	3
88	в них	2	3
89	в которых	1	3
90	никогда не	3	3
91	потому что	1	3
92	во все	1	3
93	можно было	1	3
94	приближается к	1	3
95	отметить что	1	3
96	не из	1	3
97	ту или	1	3
98	себе в	1	3
99	тем что	2	3
100	этом отношении	1	3
101	там где	2	3
102	в данном	2	3
103	не является	4	3
104	и для	3	3
105	ее в	2	3
106	и наиболее	2	2
107	и отчасти	2	2
108	данной области	1	2
109	и то	3	2
110	ведь и	1	2
111	и этот	2	2
112	есть не	2	2
