N	2gram	Bakhtin_fo_1	DiskursI
1	в качестве	3	34
2	не только	9	28
3	в том	9	23
4	а не	3	22
5	то есть	33	20
6	том что	4	19
7	может быть	11	17
8	как и	8	16
9	и в	50	16
10	в этом	25	15
11	еще не	5	14
12	но и	8	14
13	при этом	3	13
14	и т.п	4	12
15	по своей	1	11
16	но не	5	11
17	прежде всего	15	11
18	и не	14	11
19	как в	6	10
20	далеко не	2	10
21	с другой	2	10
22	по отношению	3	9
23	в нем	24	9
24	не может	6	9
25	с одной	3	9
26	одной стороны	2	9
27	в частности	6	9
28	отношению к	5	9
29	отнюдь не	5	8
30	но в	10	8
31	своего рода	1	8
32	о том	1	8
33	так и	12	8
34	а также	2	8
35	не было	7	7
36	в себе	3	7
37	то же	11	7
38	не в	5	7
39	в основе	5	7
40	роль в	9	7
41	в его	13	7
42	только в	4	7
43	в своем	4	6
44	жанр в	1	6
45	и как	10	6
46	ни к	3	6
47	и на	8	5
48	во всех	6	5
49	отличие от	2	5
50	природе своей	2	5
51	тому же	2	5
52	в котором	4	5
53	в их	6	5
54	в отличие	2	5
55	в процессе	4	5
56	в себя	1	5
57	по природе	2	5
58	в эпоху	1	5
59	или иной	2	5
60	в данном	2	5
61	как бы	2	5
62	к тому	3	5
63	а в	3	5
64	то что	6	5
65	в своей	2	5
66	в которых	2	4
67	с его	9	4
68	отношение к	2	4
69	в истории	2	4
70	и к	2	4
71	уже не	2	4
72	в целом	2	4
73	не как	2	4
74	лишь в	6	4
75	в них	4	4
76	потому что	4	4
77	могут быть	5	4
78	для себя	7	4
79	жанра в	1	4
80	и т.д	1	4
81	внимание на	1	4
82	же время	9	4
83	во втором	2	4
84	одной из	3	4
85	что он	1	4
86	для него	2	4
87	в особенности	9	4
88	не обязательно	2	4
89	что не	3	4
90	связи с	6	4
91	не является	2	4
92	не предполагает	1	4
93	что в	5	4
94	также и	2	3
95	того же	8	3
96	и потому	3	3
97	жанров в	1	3
98	той или	2	3
99	с этим	6	3
100	перед нами	1	3
101	в самом	8	3
102	из жизни	1	3
103	вследствие этого	3	3
104	зрения на	1	3
105	это не	6	3
106	и того	6	3
107	точки зрения	5	3
108	в своих	1	3
109	жанр и	1	3
110	по себе	2	3
111	в то	9	3
112	таким образом	11	3
113	должны быть	1	3
114	они и	1	3
115	в строгом	2	3
116	свою очередь	1	3
117	в ее	6	3
118	времени и	10	3
119	и даже	2	3
120	или на	1	3
121	что и	3	3
122	существенную роль	2	3
123	хотя бы	2	3
124	в данной	2	3
125	из них	1	3
126	к ним	2	3
127	тем что	2	3
128	именно в	3	3
129	при всей	1	3
130	имеет место	3	3
131	и составляет	1	3
132	себе не	1	3
133	мира в	3	3
134	к содержанию	1	3
135	неотделимо от	2	3
136	по своему	1	3
137	того что	2	3
138	один из	3	3
139	все же	6	3
140	в свою	2	3
141	сказать что	3	3
142	отношения к	3	2
143	одним из	1	2
144	например в	6	2
145	к данному	1	2
146	и есть	1	2
147	к сыну	1	2
148	к другому	2	2
149	он всегда	1	2
150	для своего	1	2
151	мы имеем	1	2
152	в сущности	3	2
153	на себя	2	2
154	в виду	3	2
155	между собой	4	2
156	влияния на	2	2
157	в различных	2	2
158	события в	1	2
159	служит для	1	2
160	но как	1	2
161	в новом	1	2
162	себя в	1	2
163	определяется не	2	2
164	стороны и	2	2
165	что касается	1	2
166	хотя и	3	2
167	не приходится	1	2
168	в тех	1	2
169	в этой	1	2
170	всей его	2	2
171	так сказать	7	2
172	не следует	1	2
173	он ни	1	2
174	становления и	1	2
175	этого жанра	1	2
176	и по	2	2
177	человека в	17	2
178	в каждом	1	2
179	могла бы	1	2
180	об этом	2	2
181	соответствии с	2	2
182	с человеком	1	2
183	одного и	5	2
184	наших дней	1	2
185	в историческом	1	2
186	но они	3	2
187	стадии развития	2	2
188	дело не	1	2
189	не могло	5	2
190	своей природе	1	2
191	и его	16	2
192	в момент	1	2
193	к себе	4	2
194	отличается от	1	2
195	числе и	2	2
196	значительной степени	1	2
197	частной жизни	23	2
198	оно не	2	2
199	и он	1	2
200	как мы	14	2
201	с ее	6	2
202	данном случае	1	2
203	характер и	7	2
204	в организации	1	2
205	в пределах	5	2
206	приводит к	1	2
207	и иные	2	2
208	на том	1	2
209	но зато	1	2
210	в другом	1	2
211	было в	1	2
212	разного рода	2	2
213	и вообще	2	2
214	но отнюдь	1	2
215	в построении	1	2
216	во всяком	3	2
217	в значительной	2	2
218	времени в	7	2
219	это было	1	2
220	на протяжении	1	2
221	и во	7	2
222	в форме	3	2
223	в античной	1	2
224	в литературе	16	2
225	и представляет	1	2
226	в литературу	1	2
227	и ее	3	2
228	точка зрения	1	2
229	есть в	2	2
230	литературы в	1	2
231	уже в	2	2
232	или даже	1	2
233	и понимание	1	2
234	как их	1	2
235	в одном	3	2
236	сами по	1	2
237	как его	1	2
238	никогда не	2	2
239	на ее	1	2
240	здесь в	2	2
241	и др	9	2
242	героя и	7	2
243	более того	3	2
244	в соответствии	2	2
245	одну из	1	2
246	о чем	1	2
247	его характер	1	2
248	в ряду	1	2
249	жизни в	8	2
250	в начале	3	2
251	к другим	1	2
252	известной степени	1	2
253	или в	3	2
254	своей собственной	3	2
255	и все	6	2
256	не более	1	2
257	что даже	1	2
258	героя в	1	2
259	они не	3	2
260	к этому	3	2
261	том числе	4	2
262	новое время	1	1
263	с природой	1	1
264	нем нет	2	1
265	обычно в	2	1
266	и то	4	1
267	необходимо отметить	2	1
268	самом деле	1	1
269	всего это	2	1
270	идет о	1	1
271	и до	5	1
272	и за	1	1
273	той же	2	1
274	и само	1	1
275	для подглядывания	1	1
276	только благодаря	1	1
277	входит как	1	1
278	но она	2	1
279	принадлежит к	2	1
280	я не	1	1
281	но уже	1	1
282	из того	1	1
283	они были	2	1
284	событий и	3	1
285	мы и	4	1
286	как рассказы	1	1
287	непосредственное отношение	1	1
288	сказочного человека	1	1
289	форм в	1	1
290	в xix	1	1
291	на них	2	1
292	он сам	1	1
293	которой нет	1	1
294	не знала	1	1
295	хода событий	1	1
296	относятся и	1	1
297	и читателей	1	1
298	могло быть	4	1
299	они имеют	1	1
300	а только	2	1
301	себе и	3	1
302	известны в	1	1
303	его характером	1	1
304	тут же	1	1
305	нет и	2	1
306	форме и	1	1
307	по исторической	1	1
308	отчасти и	1	1
309	что во	1	1
310	не входят	2	1
311	независимо от	1	1
312	его на	2	1
313	человеческого бытия	1	1
314	но такова	1	1
315	с их	2	1
316	о жизни	1	1
317	и нет	2	1
318	жизненного пути	9	1
319	и различные	1	1
320	тех случаях	1	1
321	вопросом о	1	1
322	т.д эта	1	1
323	тем же	1	1
324	и реального	1	1
325	со своей	3	1
326	в которой	2	1
327	исторических жанров	1	1
328	бы и	1	1
329	что это	1	1
330	образом и	1	1
331	не был	1	1
332	решающее значение	1	1
333	в нашем	2	1
334	из этих	1	1
335	и пространства	4	1
336	и те	3	1
337	по преимуществу	3	1
338	исторической поэтике	1	1
339	но его	1	1
340	на то	1	1
341	человек не	1	1
342	быть только	3	1
343	этот процесс	5	1
344	в исторических	2	1
345	в определенном	3	1
346	быть еще	1	1
347	время и	4	1
348	он не	5	1
349	с ней	1	1
350	в xvii	3	1
351	литературных произведений	1	1
352	всех этих	5	1
353	в понимании	1	1
354	которым человек	1	1
355	категорий в	1	1
356	жанров эпических	1	1
357	не к	2	1
358	в человеческой	1	1
359	новое и	2	1
360	весьма существенную	2	1
361	основе его	1	1
362	одно и	3	1
363	но все	5	1
364	и может	2	1
365	есть все	1	1
366	значение в	5	1
367	в мире	1	1
368	самим собой	2	1
369	для своей	1	1
370	при помощи	1	1
371	сохраняется в	2	1
372	эпоху их	1	1
373	и других	3	1
374	с другими	3	1
375	отца к	1	1
376	на почве	2	1
377	образ сказочного	1	1
378	в новое	3	1
379	здесь это	3	1
380	в жизни	6	1
381	от отца	1	1
382	для них	3	1
383	о которых	1	1
384	с большей	2	1
385	нет как	1	1
386	с тем	3	1
387	которой он	1	1
388	и вне	3	1
389	строгом смысле	2	1
390	мы не	3	1
391	слова и	2	1
392	автора и	2	1
393	в научной	1	1
394	различные формы	1	1
395	в этих	3	1
396	во время	1	1
397	дошли до	1	1
398	и при	1	1
399	и правильно	1	1
400	таким же	1	1
401	значительную роль	1	1
402	лежат в	2	1
403	а как	3	1
404	по внешности	1	1
405	не становится	1	1
406	это делает	1	1
407	с точки	2	1
408	не столько	1	1
409	в первый	1	1
410	цели и	1	1
411	на такие	1	1
412	должны были	1	1
413	вплоть до	1	1
414	достигается лишь	1	1
415	мир и	2	1
416	черты характера	1	1
417	которые в	1	1
418	в философии	1	1
419	его к	1	1
420	что было	3	1
421	и более	1	1
422	не должно	1	1
423	необходимо чтобы	2	1
424	мере и	1	1
425	вместе со	1	1
426	это также	1	1
427	между двумя	6	1
428	раз и	2	1
429	характер в	2	1
430	до конца	4	1
431	до известной	1	1
432	даже не	2	1
433	виду что	1	1
434	и художественной	1	1
435	характер от	1	1
436	самого начала	2	1
437	не имеет	4	1
438	дело в	2	1
439	они встречались	1	1
440	которого и	1	1
441	образом в	1	1
442	под углом	2	1
443	не вполне	1	1
444	для всех	2	1
445	к концу	3	1
446	всякое событие	1	1
447	и является	2	1
448	во всем	2	1
449	углом зрения	2	1
450	это слово	1	1
451	здесь же	1	1
452	входят в	1	1
453	этом отношении	3	1
454	в каком	2	1
455	такие же	1	1
456	и оно	1	1
457	одном ряду	1	1
458	не могут	3	1
459	выход из	2	1
460	когда мы	1	1
461	во все	2	1
462	здесь совершенно	2	1
463	про себя	1	1
464	всего в	1	1
465	здесь они	1	1
466	его с	1	1
467	в последующие	4	1
468	и это	4	1
469	поздней стадии	2	1
470	ни даже	1	1
471	не делает	1	1
472	но по	2	1
473	чем не	3	1
474	же так	1	1
475	и сами	1	1
476	напротив они	1	1
477	здесь не	4	1
478	здесь также	2	1
479	в буквальном	2	1
480	его поступки	1	1
481	и от	1	1
482	и стали	1	1
483	чтобы быть	1	1
484	с самого	2	1
485	и сам	1	1
486	начиная от	2	1
487	те же	2	1
488	здесь как	2	1
489	особенно в	1	1
490	живет в	1	1
491	где впервые	1	1
