N	3gram	Tiupa_Disk_2	Tvorches
1	то же время	5	7
2	в то же	4	7
3	в соответствии с	2	4
4	по отношению к	4	3
5	по сути дела	1	3
6	не может быть	3	3
7	но прежде всего	1	2
8	в самом деле	1	2
9	он сам в	1	2
10	и не может	2	2
11	и в то	1	2
12	в отличие от	12	2
13	в наше время	2	2
14	по крайней мере	1	2
15	именно в этом	1	2
16	во всяком случае	1	2
17	с другой стороны	1	2
18	так и в	3	2
19	о том что	3	2
20	в одном из	1	2
21	в целом и	1	2
22	в том что	6	2
23	в другом месте	1	1
24	том что в	1	1
25	в ранний период	2	1
26	в чем не	1	1
27	потому что в	1	1
28	если можно так	1	1
29	дело в том	2	1
30	в том числе	1	1
31	что приводит к	1	1
32	по справедливому замечанию	1	1
33	в первую очередь	2	1
34	можно так выразиться	1	1
35	в этот период	1	1
36	только в мире	1	1
37	художественного произведения как	1	1
38	автором и читателем	1	1
39	в применении к	1	1
40	только то что	1	1
41	как будто бы	1	1
42	тем что он	1	1
43	не сводится к	2	1
44	но при этом	2	1
45	не могут быть	1	1
46	а с другой	1	1
47	это своего рода	1	1
48	той или иной	3	1
49	она отнюдь не	1	1
50	в мире и	2	1
51	при всей их	1	1
52	очередь по отношению	1	1
53	приходит в голову	1	1
54	жизни то есть	1	1
55	решающую роль в	1	1
56	того или иного	1	1
57	это еще не	2	1
58	ни в чем	1	1
59	отношению к самому	1	1
60	с самого начала	1	1
61	в конечном счете	1	1
62	в русской литературе	2	1
63	том числе и	1	1
64	содержит в себе	2	1
65	первую очередь по	1	1
66	между автором и	1	1
67	на всем протяжении	1	1
68	но это не	1	1
69	и прежде всего	2	1
70	что в них	1	1
71	как и в	5	1
