N	2gram	Propp_Russ_2	Problemy
1	и в	29	43
2	и не	1	29
3	т е	24	26
4	может быть	13	23
5	как бы	18	22
6	не может	5	18
7	в пределах	1	16
8	как и	11	14
9	но и	8	14
10	и т	5	13
11	в этом	11	13
12	что он	1	13
13	в нем	1	12
14	в одном	1	12
15	не только	10	11
16	не в	4	11
17	и на	6	10
18	но в	5	10
19	как мы	3	10
20	в его	1	10
21	прежде всего	2	10
22	еще не	6	9
23	никогда не	2	9
24	в большинстве	1	9
25	то же	4	8
26	для него	1	8
27	и его	1	8
28	или в	7	8
29	перед нами	1	7
30	в самом	1	7
31	к себе	1	7
32	в то	2	7
33	в другом	1	7
34	в него	2	7
35	а не	4	7
36	то что	5	7
37	и наконец	1	6
38	так сказать	1	6
39	при этом	6	6
40	в этих	3	6
41	здесь не	1	6
42	приводит к	1	6
43	в том	22	6
44	в котором	3	6
45	и все	4	6
46	но не	5	5
47	хотя и	1	5
48	все эти	3	5
49	на то	1	5
50	таким образом	6	5
51	и с	10	5
52	было бы	3	5
53	рядом с	1	5
54	о том	9	5
55	и что	5	5
56	к нему	4	5
57	мы увидим	1	5
58	так что	4	5
59	все это	10	5
60	а в	9	5
61	и до	1	4
62	а как	1	4
63	мы не	6	4
64	так чтобы	2	4
65	во всех	3	4
66	отличие от	3	4
67	там где	2	4
68	в своем	1	4
69	т д	5	4
70	в них	4	4
71	далеко не	4	4
72	должно быть	2	4
73	во время	12	4
74	в своей	2	4
75	в отличие	3	4
76	но он	3	4
77	их в	4	4
78	том же	4	4
79	как его	1	4
80	и это	1	4
81	с собой	1	4
82	из одного	1	4
83	этот вопрос	2	4
84	только в	1	4
85	принимает форму	1	4
86	же и	1	4
87	так как	13	4
88	как раз	1	4
89	с другой	2	4
90	до конца	3	4
91	не на	1	4
92	но это	1	4
93	совершенно не	2	4
94	что в	22	4
95	в приведенном	1	3
96	тут в	1	3
97	мы уже	1	3
98	что если	1	3
99	не была	1	3
100	в виду	2	3
101	здесь нет	1	3
102	он был	1	3
103	что так	1	3
104	в одной	1	3
105	стороны и	1	3
106	кроме того	2	3
107	когда он	1	3
108	более или	1	3
109	только на	1	3
110	тому же	1	3
111	всею его	1	3
112	это не	5	3
113	а за	4	3
114	такой же	1	3
115	или менее	1	3
116	в их	2	3
117	в одно	1	3
118	она не	3	3
119	на него	1	3
120	ничего не	1	3
121	во всем	2	3
122	могут быть	2	3
