N	4gram	Voloshinov_2	FransuaR
1	в том числе и	1	7
2	в той или иной	3	5
3	той или иной форме	1	4
4	на самом же деле	3	3
5	как мы уже сказали	1	3
6	дело в том что	1	2
7	мы уже говорили что	1	2
8	за пределы нашей работы	1	2
9	и в том что	1	2
10	и не может быть	1	1
11	или иной форме с	1	1
12	и до сегодняшнего дня	1	1
13	в узком смысле а	1	1
14	в том что он	2	1
15	но в то же	5	1
16	той или иной степени	2	1
17	все более и более	2	1
18	и пр и пр	3	1
19	на то или иное	1	1
20	и до настоящего времени	2	1
21	в то же время	8	1
22	и в большинстве случаев	1	1
