N	3gram	Trubetskoy_1	Istorich
1	не может быть	4	7
2	тем не менее	1	6
3	более или менее	4	5
4	до сих пор	5	5
5	в большинстве случаев	2	4
6	на то что	4	4
7	в том что	7	4
8	дело в том	1	3
9	по отношению к	1	3
10	то же самое	1	3
11	точно так же	2	3
12	в связи с	1	3
13	друг с другом	14	3
14	о том что	2	3
15	но все же	1	3
16	можно было бы	3	3
17	должны были бы	1	2
18	может быть назван	1	2
19	бы то ни	4	2
20	на этот вопрос	1	2
21	вместе с тем	3	2
22	так же как	1	2
23	сих пор мы	1	2
24	то ни было	1	2
25	на первый взгляд	1	2
26	и должно быть	1	2
27	это конечно не	1	2
28	с самого начала	1	2
29	связаны друг с	1	2
30	вопрос о том	1	2
31	к тому чтобы	4	1
32	никогда не было	1	1
33	сводится к тому	1	1
34	в другом месте	1	1
35	прежде всего в	1	1
36	во многих случаях	1	1
37	в этом случае	3	1
38	так как оно	1	1
39	на точку зрения	1	1
40	о том чтобы	2	1
41	это значило бы	1	1
42	только то что	1	1
43	за то что	1	1
44	это завело бы	1	1
45	в противном случае	1	1
46	в том случае	4	1
47	в значительной степени	1	1
48	в том чтобы	1	1
49	этого вопроса необходимо	1	1
50	но в то	1	1
51	о том чем	1	1
52	видно из всего	1	1
53	и должно было	1	1
54	она там и	1	1
55	не только для	1	1
56	в этом направлении	2	1
57	тем что они	1	1
58	быть не может	1	1
59	не играет роли	1	1
60	лишь тогда когда	1	1
61	из всех этих	1	1
62	это потому что	2	1
63	том случае когда	1	1
64	между собой и	1	1
65	положение по сравнению	1	1
66	того или иного	2	1
67	содержат в себе	1	1
68	но и для	1	1
69	в этой роли	1	1
70	смысле этого слова	1	1
71	к тому что	2	1
72	тех или иных	1	1
73	по сравнению со	1	1
74	и в этом	1	1
75	во всем мире	1	1
76	для того чтобы	6	1
77	необходимо иметь в	1	1
78	к тому же	1	1
79	в этом отношении	1	1
80	до известной степени	1	1
