N	3gram	Losev_Prob_4	StatiiOP
1	и т д	3	21
2	в том что	8	17
3	о том что	3	11
4	для того чтобы	2	10
5	и т п	1	9
6	с точки зрения	11	8
7	можно было бы	4	8
8	до сих пор	1	7
9	на самом деле	3	6
10	в данном случае	5	6
11	с другой стороны	6	6
12	во всяком случае	4	6
13	в этой области	1	5
14	дело в том	1	4
15	на эту тему	1	4
16	не только в	4	4
17	так и в	1	4
18	того или иного	3	4
19	на то что	1	4
20	в то же	2	4
21	сказать что в	1	3
22	что же касается	1	3
23	только в том	3	3
24	так же как	1	3
25	в том как	1	3
26	это не значит	1	3
27	заключается в том	2	3
28	ничего общего с	2	3
29	но все же	1	3
30	за то что	1	3
31	не значит что	1	3
32	и только в	2	3
33	в том числе	1	2
34	т д и	1	2
35	хотя бы и	2	2
36	в первую очередь	1	2
37	и то что	1	2
38	том числе и	1	2
39	по крайней мере	6	2
40	точки зрения их	1	2
41	если бы мы	1	2
42	с одной стороны	1	2
43	в то время	2	2
44	имеет ничего общего	2	2
45	имеем дело с	1	2
46	не в том	1	2
47	не имеет ничего	2	2
48	вовсе не только	1	2
49	а также и	2	2
50	если бы и	1	2
51	то что в	1	2
52	вообще не существует	1	2
53	вопрос о том	1	2
54	по этому поводу	1	2
55	что это не	1	2
56	в том смысле	2	2
57	тем не менее	10	2
58	дело не в	2	2
59	как и в	1	2
60	должны были бы	1	1
61	к медному всаднику	1	1
62	на том что	1	1
63	потому что он	2	1
64	в той или	7	1
65	той или иной	11	1
66	само собой разумеется	1	1
67	смысле как мы	1	1
68	так же и	1	1
69	далеко не все	1	1
70	не является исключительным	1	1
71	не говоря уже	2	1
72	как и во	1	1
73	в настоящее время	1	1
74	в таком виде	1	1
75	в этом смысле	3	1
76	можно только при	1	1
77	том что он	1	1
78	свидетельствует о том	1	1
79	нет ни одного	1	1
80	же как и	1	1
81	другое дело когда	1	1
82	говоря уже о	1	1
83	в зависимости от	3	1
84	сами по себе	2	1
85	что он не	1	1
86	также и то	1	1
87	бы то ни	1	1
88	как будто к	1	1
89	здесь дело не	1	1
90	а может быть	1	1
91	если он был	1	1
92	ведь это не	1	1
93	только то что	1	1
94	то что тот	1	1
95	обратить внимание на	1	1
96	говорит что он	1	1
97	это вовсе не	1	1
98	точно так же	3	1
99	может быть даже	1	1
100	вовсе не так	1	1
101	причем все эти	1	1
102	и говорить о	1	1
103	том смысле как	1	1
104	и в других	2	1
105	значит что мы	1	1
106	ту или иную	1	1
107	в это время	1	1
108	о том как	1	1
109	то время как	2	1
110	это не просто	2	1
111	здесь нет и	1	1
112	содержит в себе	8	1
113	можно даже сказать	2	1
114	в том чтобы	2	1
115	обобщения а не	1	1
116	того чтобы не	1	1
117	и в то	1	1
118	говорить о том	1	1
119	из них это	1	1
120	как будто бы	2	1
121	и не было	2	1
122	то тем самым	1	1
123	но даже и	4	1
124	всяком случае не	1	1
125	в каком случае	3	1
126	потому что она	2	1
127	это можно было	1	1
128	и исключительно в	1	1
129	а в том	1	1
130	ни в каком	5	1
131	и не имеет	1	1
132	что единственный способ	1	1
133	д и т	1	1
134	быть даже и	1	1
135	даже сказать что	1	1
136	во всех случаях	1	1
137	том смысле что	1	1
138	те или иные	4	1
139	другой стороны и	1	1
140	и не может	1	1
141	ни в чем	1	1
142	каком случае не	3	1
143	по себе очень	1	1
144	которая была бы	1	1
145	к тому что	1	1
146	том что этот	1	1
147	так что в	1	1
148	если бы все	1	1
149	вовсе не является	2	1
150	мы имеем дело	3	1
151	и так и	1	1
152	нечего и говорить	1	1
153	настаивали на том	1	1
154	у нас еще	1	1
155	и не в	1	1
156	в конце концов	1	1
157	именно в области	1	1
