N	2gram	Trubetskoy_1	Istorich
1	и т	3	27
2	и в	14	26
3	так же	2	18
4	то что	13	16
5	не только	9	15
6	может быть	9	14
7	что в	4	14
8	же как	1	13
9	но и	10	12
10	связь с	1	12
11	так и	1	10
12	таким образом	11	10
13	что он	6	10
14	все же	4	9
15	его в	4	9
16	что и	3	9
17	так как	4	9
18	и не	19	9
19	то же	11	8
20	мы знаем	1	8
21	этих случаях	1	8
22	а в	5	8
23	в этом	17	7
24	он не	5	7
25	об этом	1	7
26	как и	4	7
27	в этих	2	7
28	во время	2	7
29	знаем что	3	7
30	их в	2	7
31	в качестве	3	7
32	превращается в	1	7
33	и то	4	6
34	еще не	3	6
35	что они	3	6
36	не всегда	1	6
37	таким же	3	6
38	мы можем	2	6
39	могут быть	1	6
40	к нему	2	6
41	потому что	5	6
42	а не	2	6
43	не может	22	6
44	вместе с	4	6
45	когда он	1	6
46	это и	1	5
47	мы уже	2	5
48	то это	3	5
49	но не	4	5
50	и как	3	5
51	но в	2	5
52	уже не	2	5
53	и только	5	5
54	в силу	2	5
55	и по	3	5
56	но все	1	5
57	в другом	3	5
58	и с	7	5
59	это не	1	5
60	не в	4	5
61	точно так	2	5
62	и у	1	5
63	как мы	1	5
64	на нем	1	5
65	и что	2	5
66	в его	4	5
67	с ними	1	5
68	у него	2	5
69	тем что	3	5
70	до сих	5	5
71	в некоторых	2	5
72	из которых	5	5
73	сих пор	5	5
74	мы должны	7	5
75	к этому	1	5
76	вопрос о	5	4
77	на себя	2	4
78	в которых	1	4
79	тогда как	2	4
80	не просто	2	4
81	в своей	5	4
82	даже в	1	4
83	же он	1	4
84	указывает на	2	4
85	о том	7	4
86	и даже	2	4
87	дает ему	1	4
88	вовсе не	1	4
89	с другой	1	4
90	а на	1	4
91	а по	1	4
92	все что	4	4
93	и действительно	1	3
94	из этих	3	3
95	только тогда	1	3
96	к своей	1	3
97	в одной	1	3
98	перед нами	1	3
99	все эти	2	3
100	на то	5	3
101	и если	7	3
102	на его	1	3
103	при этом	5	3
104	он должен	5	3
105	что у	1	3
106	на земле	4	3
107	что ни	1	3
108	те же	1	3
109	том что	9	3
110	от своего	1	3
111	и при	6	3
112	по сравнению	1	3
113	и более	2	3
114	как это	1	3
115	что эта	1	3
116	на него	1	3
117	во всем	4	3
118	связи с	3	3
119	к себе	2	3
120	есть только	1	3
121	она не	2	3
122	данном случае	3	3
123	это для	1	3
