N	3gram	Vinokur_St_1	FransuaR
1	то же время	4	8
2	в то же	4	8
3	в конце концов	1	4
4	и в то	1	4
5	в том числе	2	3
6	но и в	2	3
7	для того чтобы	10	3
8	с другой стороны	6	3
9	в этой системе	1	3
10	таким образом в	1	3
11	вот это место	1	3
12	с точки зрения	8	2
13	том числе и	2	2
14	некоторые из них	1	2
15	и в других	1	2
16	в узком смысле	1	2
17	с одной стороны	2	2
18	для правильного понимания	1	2
19	не только в	4	2
20	в то время	2	2
21	о том что	11	2
22	нужно сказать что	4	2
23	там где эта	1	2
24	но дело в	1	1
25	да и в	2	1
26	и по этому	1	1
27	но вовсе не	1	1
28	именно там где	1	1
29	мировой литературы и	1	1
30	само собой разумеется	1	1
31	дело в том	4	1
32	что это не	2	1
33	а как к	1	1
34	а сверх того	1	1
35	в одной из	1	1
36	до сих пор	7	1
37	и не может	1	1
38	в той же	2	1
39	в этом отношении	7	1
40	и то что	2	1
41	то что тот	1	1
42	за то что	3	1
43	xviii и xix	1	1
44	и вовсе не	1	1
45	в том случае	1	1
46	в первой книге	1	1
47	в это время	1	1
48	как раз в	2	1
49	то время как	1	1
50	которая в его	1	1
51	на эту тему	4	1
52	в данном случае	6	1
53	но в то	2	1
54	на этот раз	2	1
55	смысле этого слова	1	1
56	ни в чем	1	1
57	а также и	2	1
58	может быть и	2	1
59	относится прежде всего	1	1
60	а с другой	1	1
61	правильного понимания всего	1	1
62	это не значит	3	1
63	так же и	1	1
64	так и в	4	1
65	в тех местах	1	1
66	не может быть	5	1
67	данном случае в	2	1
68	одной стороны в	1	1
69	далеко не все	1	1
70	говорить о том	1	1
71	даже и в	1	1
72	и без того	1	1
73	с того что	1	1
74	но даже и	1	1
75	в вопросе о	1	1
76	но это не	1	1
77	и его современников	1	1
78	на самом деле	6	1
79	в соответствии с	1	1
80	в том что	17	1
81	не как к	1	1
82	что и в	4	1
83	в том же	1	1
84	может быть ни	1	1
