N	4gram	Tiupa_Hudo_2	Myshleni
1	заключается в том что	1	4
2	состоит в том что	2	3
3	известном смысле можно сказать	1	2
4	точно так же как	1	2
5	приводит к тому что	1	2
6	в то время как	1	2
7	в том что она	2	2
8	то же самое что	2	2
9	смысле можно сказать что	1	2
10	только в том что	2	1
11	и то и другое	1	1
12	о том что в	2	1
13	в том числе и	1	1
14	не обращая внимания на	1	1
15	в том что в	1	1
16	мы стремились показать что	1	1
17	раз и состоит в	1	1
18	в этом отношении она	1	1
19	дело здесь не в	1	1
20	только о том что	1	1
21	так же как и	1	1
22	представляет собой один из	1	1
23	как раз и состоит	1	1
24	в этом и заключается	1	1
25	в этом и состоит	1	1
