N	2gram	Tiupa_Anal_1	Dialekti
1	не есть	8	47
2	и не	21	30
3	может быть	29	20
4	не только	15	19
5	и в	18	19
6	по себе	4	18
7	и т	3	17
8	а не	17	16
9	в себе	11	15
10	потому что	2	14
11	то что	6	14
12	в том	27	14
13	так как	2	14
14	и даже	1	14
15	как бы	5	14
16	вовсе не	2	13
17	то же	9	12
18	точки зрения	6	12
19	не просто	2	12
20	но и	17	12
21	и все	3	12
22	есть всегда	1	11
23	личность есть	2	11
24	и как	5	10
25	что это	1	10
26	в нем	3	10
27	ни в	4	10
28	как и	13	10
29	том что	12	10
30	так и	4	10
31	это не	6	10
32	по крайней	1	9
33	никогда не	2	9
34	времени и	6	9
35	крайней мере	1	9
36	не может	22	9
37	она есть	2	9
38	мы уже	1	8
39	в этом	13	8
40	в своей	6	8
41	с точки	4	8
42	не в	14	8
43	есть нечто	1	8
44	личности в	3	8
45	прежде всего	6	8
46	и то	2	7
47	есть не	8	7
48	так что	1	7
49	и к	3	7
50	должно быть	2	7
51	как это	1	7
52	только тогда	1	7
53	в душе	1	7
54	как будто	3	7
55	совершенно не	1	7
56	но это	1	7
57	что в	5	7
58	я не	1	6
59	но не	10	6
60	отнюдь не	15	6
61	тогда когда	2	6
62	в то	9	6
63	не могу	2	6
64	и та	2	6
65	что он	3	6
66	что не	3	6
67	того что	4	6
68	да и	1	6
69	и может	1	6
70	личности и	1	6
71	жизни и	1	6
72	и потому	2	5
73	должна быть	1	5
74	в силу	3	5
75	все равно	1	5
76	же время	6	5
77	и его	5	5
78	и с	2	5
79	в виду	1	5
80	сознания и	1	5
81	о том	5	5
82	и что	1	5
83	можно сказать	2	5
84	но как	1	5
85	что и	3	5
86	с другой	4	5
87	не обязательно	1	5
88	а именно	3	5
89	от смысла	1	5
90	по своему	1	5
91	как раз	1	5
92	в самом	6	5
93	только в	6	5
94	и есть	3	4
95	еще не	3	4
96	быть в	1	4
97	самом деле	2	4
98	тут же	1	4
99	или иное	1	4
100	за пределы	2	4
101	независимо от	1	4
102	и объекта	1	4
103	все же	4	4
104	та же	1	4
105	мифа и	1	4
106	как он	3	4
107	личность но	1	4
108	при этом	12	4
109	он не	3	4
110	сама личность	1	4
111	и по	2	4
112	одно и	1	4
113	таким образом	3	4
114	заключается в	1	4
115	одна и	1	4
116	в одном	1	4
117	но он	1	4
118	с ним	4	4
119	по своей	6	4
120	связи с	1	4
121	в таком	3	4
122	в каком	1	4
123	не могут	3	4
124	что оно	1	4
125	той или	6	4
126	в ее	1	4
127	то или	1	4
128	в личности	2	4
129	в другом	4	4
130	может не	1	4
131	к нему	3	4
132	и только	1	4
133	субъекта и	4	4
134	есть сама	1	4
135	как нечто	1	4
136	во времени	4	4
137	вопрос об	3	4
138	ни с	3	4
139	в связи	1	4
140	могут быть	4	4
141	быть и	1	4
142	хотя бы	3	4
143	а в	9	4
144	другой стороны	2	4
145	искусство и	1	3
146	таком случае	3	3
147	сам по	1	3
148	как мы	2	3
149	вопрос о	2	3
150	что иное	5	3
151	оно есть	1	3
152	иное как	5	3
153	в чем	1	3
154	а только	1	3
155	в этой	5	3
156	она сама	1	3
157	всех этих	1	3
158	не значит	1	3
159	личностного бытия	1	3
160	же не	1	3
161	его в	1	3
162	было бы	2	3
163	мы имеем	6	3
164	и уже	1	3
165	между собою	1	3
166	и тогда	2	3
167	в этих	1	3
168	сами по	2	3
169	и более	4	3
170	даже в	3	3
171	не менее	1	3
172	ничего не	1	3
173	в разных	1	3
174	вещи и	1	3
175	уже не	4	3
176	нуждается в	8	3
177	все время	1	3
178	может иметь	2	3
179	тех пор	1	3
180	будто бы	3	3
181	из них	2	3
182	мы находим	1	3
183	есть выражение	1	3
184	о котором	1	3
185	не было	1	3
186	не сама	1	3
187	о чем	1	3
188	в данном	2	3
189	в той	8	3
190	и от	1	3
191	противопоставление себя	1	3
192	его с	1	3
193	это как	2	3
194	или другой	1	3
195	в целях	1	3
196	понимать как	2	3
197	была бы	2	3
