N	3gram	Tiupa_Anal_3	Tvorches
1	в то же	3	13
2	то же время	3	12
3	в том что	7	6
4	о том что	5	5
5	в конечном счете	2	4
6	дело в том	2	3
7	и все же	1	3
8	по сути дела	1	3
9	это уже не	1	2
10	то есть не	1	2
11	на самом деле	1	2
12	при этом он	2	2
13	по крайней мере	4	2
14	в данном случае	3	2
15	не только в	1	2
16	можно сказать что	2	2
17	в русской литературе	3	2
18	тем не менее	2	2
19	человека и его	1	2
20	же исторична как	1	1
21	что иное как	1	1
22	хотя и не	1	1
23	прежде всего они	1	1
24	и того же	3	1
25	в первой части	1	1
26	по отношению к	7	1
27	до сих пор	1	1
28	хотя бы и	1	1
29	что он не	1	1
30	в отличие от	2	1
31	не менее чем	1	1
32	не могут быть	1	1
33	и обстоятельств но	1	1
34	же время они	1	1
35	в художественном мире	1	1
36	ту или иную	1	1
37	мысли и чувства	1	1
38	уже на первой	1	1
39	с одной стороны	2	1
40	в один ряд	1	1
41	в известном смысле	1	1
42	и как бы	1	1
43	в связи с	1	1
44	свое я в	1	1
45	по себе а	1	1
46	заключается в том	1	1
47	в свою очередь	4	1
48	с другой стороны	5	1
49	одного и того	3	1
50	как и сам	1	1
51	не что иное	1	1
52	как и в	4	1
53	дело не в	1	1
54	к тому же	3	1
55	на наш взгляд	2	1
56	в глубине души	1	1
