N	4gram	Bakhtin_Pr_4	Tvorches
1	в преступлении и наказании	2	10
2	в то же время	5	7
3	и не может быть	5	2
4	преступлении и наказании но	1	2
5	и в то же	1	2
6	степанчиково и его обитатели	1	1
7	минимума мы как бы	1	1
8	образа но сам приглушается	1	1
9	дело в том что	1	1
10	в структуре изображенной действительности	1	1
11	нет и не может	2	1
12	преступлении и наказании мы	1	1
13	но самого смеха не	1	1
14	видим след смеха в	1	1
15	приглушается до минимума мы	1	1
16	начиная с преступления и	1	1
17	изображенной действительности но самого	1	1
18	мы как бы видим	1	1
19	но в то же	2	1
20	смеха в структуре изображенной	1	1
21	село степанчиково и его	1	1
22	продолжает определять структуру образа	1	1
23	до минимума мы как	1	1
24	сам приглушается до минимума	1	1
25	как бы видим след	1	1
26	в том числе и	3	1
27	след смеха в структуре	1	1
28	определять структуру образа но	1	1
29	структуру образа но сам	1	1
30	самого смеха не слышим	1	1
31	с другой стороны и	1	1
32	с преступления и наказания	1	1
33	структуре изображенной действительности но	1	1
34	одну и ту же	1	1
35	которые сами по себе	1	1
36	он продолжает определять структуру	1	1
37	действительности но самого смеха	1	1
38	но сам приглушается до	1	1
39	бы видим след смеха	1	1
