N	2gram	Losev_Vesc_1	Myshleni
1	и в	21	25
2	мышления и	1	23
3	в том	8	23
4	на основе	1	22
5	том что	8	20
6	таким образом	8	17
7	так же	1	17
8	что в	9	17
9	с тем	5	16
10	в основе	3	16
11	как и	8	15
12	в его	2	15
13	то что	27	15
14	в этом	4	14
15	вместе с	1	14
16	между собой	1	13
17	может быть	16	13
18	так как	7	12
19	в качестве	1	12
20	могли бы	1	11
21	что они	6	10
22	перед нами	2	10
23	и что	15	10
24	что и	3	10
25	было бы	14	10
26	того что	8	10
27	только в	14	10
28	как бы	12	10
29	и не	29	10
30	мы не	6	9
31	заключается в	1	9
32	ни в	1	9
33	как мы	4	8
34	взаимного понимания	2	8
35	того чтобы	3	8
36	тем что	2	8
37	не является	1	8
38	по своей	2	7
39	все эти	3	7
40	понятий и	2	7
41	по себе	13	7
42	уже в	1	7
43	мы можем	4	7
44	для того	2	7
45	что мы	14	7
46	как это	2	7
47	же как	1	6
48	того же	5	6
49	зависимости от	1	6
50	но не	5	6
51	потому что	16	6
52	от этого	2	6
53	не только	36	6
54	собственном смысле	3	6
55	в силу	3	6
56	не может	17	6
57	мы видели	1	6
58	точки зрения	5	6
59	в отличие	1	6
60	не в	5	6
61	в отношении	4	6
62	не менее	3	6
63	в собственном	2	6
64	можно было	2	6
65	один из	3	6
66	что он	1	6
67	отличие от	1	6
68	со всеми	1	6
69	и у	3	6
70	с другой	6	6
71	слова и	5	6
72	все это	5	6
73	все же	4	6
74	мы должны	2	6
75	человека и	1	5
76	ли оно	1	5
77	в зависимости	1	5
78	мы уже	3	5
79	которую мы	1	5
80	с ее	6	5
81	и как	8	5
82	и к	1	5
83	что это	13	5
84	что она	15	5
85	при этом	1	5
86	к одному	3	5
87	в понятии	4	5
88	и по	1	5
89	факт что	1	5
90	на этой	1	5
91	тем не	3	5
92	и другое	4	5
93	но это	10	5
94	с другом	1	5
95	могут быть	1	5
96	о том	6	5
97	так и	3	5
98	этой стадии	1	5
99	если бы	5	5
100	в этой	3	5
101	мышление и	1	5
102	с одной	3	5
103	для него	4	5
104	именно в	1	5
105	из которых	1	5
106	одной стороны	3	5
107	друг с	1	5
108	мы имели	1	4
109	мы имеем	7	4
110	бы что	2	4
111	время как	1	4
112	еще не	8	4
113	отнюдь не	5	4
114	в своем	6	4
115	из этих	1	4
116	на то	4	4
117	как с	4	4
118	в основу	1	4
119	от нее	2	4
120	той же	2	4
121	и того	2	4
122	не мог	1	4
123	одного и	1	4
124	мы говорили	2	4
125	не столько	1	4
126	в то	3	4
127	тогда когда	5	4
128	никогда не	2	4
129	то и	4	4
130	к тому	3	4
131	что оно	8	4
132	и это	14	4
133	то время	1	4
134	приводит к	1	4
135	мог бы	5	4
136	по сравнению	7	4
137	с ним	8	4
138	значит что	24	4
139	всяком случае	2	4
140	из них	4	4
141	мы знаем	1	4
142	взаимное понимание	1	4
143	могло бы	1	4
144	от того	3	4
145	но и	18	4
146	прежде всего	9	4
147	независимо от	5	4
148	с этим	3	4
149	это значит	24	4
150	в смысле	12	4
151	и все	5	4
152	понятие в	1	4
153	а в	4	4
154	сказать что	17	4
155	в частности	1	4
156	во всяком	3	4
157	которая не	1	4
158	переход от	1	3
159	мы получили	3	3
160	то в	4	3
161	в котором	3	3
162	оба эти	3	3
163	не иметь	1	3
164	видели что	1	3
165	если в	1	3
166	когда он	1	3
167	в самом	9	3
168	бы сказать	2	3
169	остановиться на	1	3
170	но на	2	3
171	что эти	1	3
172	как оно	3	3
173	на этом	2	3
174	из основных	1	3
175	значение в	1	3
176	его в	2	3
177	в жизни	3	3
178	или менее	1	3
179	их в	3	3
180	но только	3	3
181	во всем	1	3
182	отличается от	7	3
183	не есть	49	3
184	ничего общего	1	3
185	в себя	13	3
186	является в	2	3
187	как она	4	3
188	в него	1	3
189	мы видим	2	3
190	с ними	3	3
191	этот вопрос	1	3
192	не можем	1	3
193	если мы	8	3
194	в виде	1	3
195	и их	7	3
196	сами по	3	3
197	этом отношении	1	3
198	или иной	1	3
199	или слова	1	3
200	к которому	1	3
201	а с	3	3
202	понимания между	2	3
203	же точно	2	3
204	сравнению с	6	3
205	наряду с	1	3
206	общения с	23	3
207	с этой	4	3
208	в результате	3	3
209	между ними	3	3
210	с ней	2	3
211	другой стороны	2	3
212	в свою	4	3
213	к этому	1	3
214	равным образом	3	2
215	в сфере	4	2
216	словом как	1	2
217	и то	10	2
218	только потому	1	2
219	эти момента	1	2
220	между двумя	1	2
221	в чисто	1	2
222	к другому	1	2
223	едва ли	1	2
224	то же	6	2
225	мы и	1	2
226	в чем	6	2
227	с его	1	2
228	бы в	5	2
229	этим последним	1	2
230	что как	1	2
231	хотя и	4	2
232	с нею	18	2
233	говорили что	1	2
234	и отношения	1	2
235	в себе	14	2
236	момента в	1	2
237	чтобы их	1	2
238	именно это	1	2
239	что является	1	2
240	здесь мы	1	2
241	в нем	2	2
242	главным образом	1	2
243	конечно в	1	2
244	об этом	3	2
245	того или	1	2
246	с другими	8	2
247	понятие не	3	2
248	в новое	1	2
249	или другого	1	2
250	очень легко	1	2
251	в один	1	2
252	со всей	2	2
253	в этих	1	2
254	в своей	5	2
255	и мышления	1	2
256	таким же	1	2
257	этих моментов	1	2
258	и эти	2	2
259	однако в	1	2
260	нас к	1	2
261	тому что	2	2
262	можно ли	7	2
263	тем самым	1	2
264	одна из	5	2
265	для всего	1	2
266	имеем дело	3	2
267	на себя	1	2
268	совершенно иным	1	2
269	и его	2	2
270	из того	2	2
271	образом что	1	2
272	той или	2	2
273	все еще	3	2
274	оно не	3	2
275	в вещах	2	2
276	не будет	12	2
277	свою очередь	4	2
278	только при	1	2
279	совершенно ясно	2	2
280	и может	2	2
281	это мы	1	2
282	ясно что	8	2
283	того и	2	2
284	не стоит	1	2
285	мы в	1	2
286	поэтому в	1	2
287	для этого	4	2
288	находится в	3	2
289	связанное с	1	2
290	и здесь	4	2
291	внимание на	1	2
292	что каждый	1	2
293	одного из	1	2
294	а также	1	2
295	или иначе	4	2
296	и во	3	2
297	и только	3	2
298	от этих	1	2
299	в свете	7	2
300	все время	1	2
301	этой точки	1	2
302	говорили выше	1	2
303	всех этих	1	2
304	же типа	1	2
305	мы будем	1	2
306	без этого	2	2
307	где они	1	2
308	так что	5	2
309	уже не	9	2
310	ни было	4	2
311	в нашей	1	2
312	является не	1	2
313	слова в	2	2
314	в одном	2	2
315	моментов в	2	2
316	само по	1	2
317	интересующей нас	1	2
318	от другого	1	2
319	может ли	2	2
320	понятие как	1	2
321	на этот	1	2
322	понимание между	1	2
323	и эта	3	2
324	могут служить	1	2
325	от всех	4	2
326	ни на	3	2
327	и потому	5	2
328	относятся к	1	2
329	для обозначения	1	2
330	который мы	1	2
331	в течение	1	2
332	тому как	4	2
333	к проблеме	1	2
334	должно быть	6	2
335	раньше всего	1	2
336	вообще говоря	1	2
337	и для	9	2
338	и от	3	2
