N	3gram	Vygotskiy__5	StatiiOP
1	в том что	14	16
2	о том что	6	11
3	в этом отношении	3	9
4	и т д	3	6
5	том что он	1	5
6	до сих пор	5	5
7	в письме к	1	5
8	вместе с тем	3	5
9	для того чтобы	19	5
10	к тому что	6	5
11	дело в том	1	4
12	что он не	1	4
13	то обстоятельство что	1	4
14	обратить внимание на	2	4
15	после того как	1	4
16	тот факт что	4	4
17	иметь в виду	3	3
18	и т п	3	3
19	так же как	2	3
20	с другой стороны	5	3
21	с самого начала	3	3
22	вопрос о том	2	3
23	речь идет о	1	3
24	в другом месте	1	2
25	том что в	1	2
26	только потому что	1	2
27	говорит об этом	1	2
28	в одной из	1	2
29	с точки зрения	2	2
30	принять во внимание	2	2
31	сами по себе	2	2
32	в отличие от	2	2
33	то что в	2	2
34	если принять во	1	2
35	и в этом	1	2
36	то что он	3	2
37	более или менее	1	2
38	не только не	4	2
39	в самом деле	5	2
40	с тем что	3	2
41	на то что	16	2
42	по этому поводу	4	2
43	в том смысле	1	2
44	том что она	1	1
45	он попал в	1	1
46	что в этом	6	1
47	и в результате	2	1
48	одним и тем	3	1
49	того чтобы показать	1	1
50	на самом деле	2	1
51	шекспира но и	1	1
52	в этом смысле	1	1
53	ни на чем	1	1
54	в ответ на	1	1
55	принадлежат к числу	1	1
56	и как он	1	1
57	них как на	1	1
58	сам по себе	3	1
59	которого ничего не	1	1
60	этому поводу что	1	1
61	и именно в	1	1
62	в каждом данном	1	1
63	в приложении к	1	1
64	на этот вопрос	3	1
65	и в другом	1	1
66	и др в	1	1
67	именно в этом	1	1
68	он никогда не	1	1
69	в зависимости от	6	1
70	одно и то	3	1
71	не могло быть	1	1
72	во внимание что	1	1
73	о том в	1	1
74	в данном случае	2	1
75	и тем же	3	1
76	в конце концов	2	1
77	без всякого внимания	1	1
78	потому что оно	1	1
79	и то же	3	1
80	по сравнению с	4	1
81	как и вообще	1	1
82	на них как	1	1
83	но вместе с	1	1
84	друг к другу	4	1
85	и в трагедии	1	1
86	что у него	1	1
87	что он просто	1	1
88	и в том	1	1
89	вместо того чтобы	1	1
90	потому что они	1	1
91	что действующие лица	1	1
92	той точки зрения	1	1
93	что в трагедии	2	1
94	по отношению к	1	1
95	ни в каком	1	1
96	который говорил что	1	1
97	не то что	1	1
98	по мнению автора	1	1
99	заключается в том	6	1
100	в то время	1	1
101	в том чтобы	2	1
102	сих пор в	1	1
103	для своей трагедии	1	1
104	в свою очередь	1	1
105	в этом случае	2	1
106	виде как она	1	1
107	но он не	1	1
108	ничего общего с	1	1
109	по его мнению	2	1
110	в сущности говоря	8	1
111	факт что в	1	1
112	и что он	1	1
113	как на его	1	1
114	внимание на тот	1	1
115	в которой пушкину	1	1
116	трагедии дело в	1	1
117	в основе трагедии	2	1
