N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	49
2	то есть	18	32
3	прежде всего	4	19
4	в его	9	18
5	и на	2	17
6	не только	16	17
7	и его	12	17
8	в этом	11	15
9	и не	15	15
10	в году	2	13
11	в них	2	13
12	только в	5	13
13	но и	10	13
14	как и	2	11
15	и т.п	4	11
16	как бы	9	11
17	в этой	2	10
18	вовсе не	2	10
19	в нем	5	9
20	для него	4	9
21	и др	2	9
22	все это	2	9
23	в романе	3	9
24	в сущности	1	8
25	отношение к	5	8
26	до нас	1	8
27	то же	10	7
28	все эти	2	7
29	таким образом	3	7
30	как мы	1	7
31	один из	2	7
32	не может	7	7
33	о мире	1	7
34	жизни и	1	7
35	именно в	2	6
36	во всех	3	6
37	в истории	1	6
38	с их	2	6
39	так и	11	6
40	времени и	2	6
41	рядом с	1	6
42	точки зрения	10	6
43	но он	3	6
44	в то	6	6
45	же время	5	6
46	в себя	2	6
47	в литературе	1	6
48	то что	4	6
49	так как	1	6
50	сказать что	4	6
51	с точки	3	5
52	с его	6	5
53	из этих	3	5
54	но не	11	5
55	в своем	2	5
56	при этом	13	5
57	в своей	5	5
58	никогда не	2	5
59	роль в	1	5
60	тот же	1	5
61	может быть	14	5
62	в особенности	1	5
63	и потому	2	5
64	отношения к	2	4
65	жить и	2	4
66	и к	3	4
67	но в	7	4
68	в себе	9	4
69	лишь в	4	4
70	в жизни	2	4
71	в этих	3	4
72	и более	2	4
73	с ним	2	4
74	одна из	2	4
75	в области	6	4
76	с другой	7	4
77	в известной	1	4
78	мы находим	1	4
79	а в	12	4
80	тем что	1	4
81	в форме	4	4
82	не было	1	4
83	и о	3	4
84	том что	8	4
85	нового времени	2	4
86	в своих	1	4
87	значение в	1	4
88	также и	1	3
89	человека и	1	3
90	в самом	5	3
91	место в	4	3
92	и со	1	3
93	для которого	2	3
94	раз в	1	3
95	а затем	1	3
96	было бы	1	3
97	из них	1	3
98	ни в	5	3
99	далеко не	2	3
100	на земле	1	3
101	в одном	2	3
102	их в	3	3
103	даже в	3	3
104	и это	2	3
105	с ее	5	3
106	существенное значение	1	3
107	в ее	5	3
108	в собственном	1	3
109	так в	4	3
110	в виду	5	3
111	о том	2	3
112	в значительной	1	3
113	к нему	3	3
114	утрачивает свою	1	3
115	наконец в	1	3
116	же в	1	3
117	образов и	1	3
118	что он	3	3
119	мире и	2	3
120	с одной	2	3
121	не дает	1	3
122	и особенно	2	3
123	что для	1	3
124	превращается в	2	3
125	о чем	2	3
126	одной стороны	2	3
127	в том	18	3
128	жизни в	2	3
129	другой стороны	5	3
130	одним из	1	2
131	смех это	1	2
132	перед лицом	3	2
133	по преимуществу	2	2
134	и последующих	1	2
135	со смертью	1	2
136	на мир	1	2
137	еще не	3	2
138	это и	1	2
139	за пределы	2	2
140	что они	1	2
141	в произведениях	1	2
142	как к	2	2
143	к числу	1	2
144	только то	1	2
145	таковы например	2	2
146	есть для	1	2
147	в нашем	2	2
148	имеем в	3	2
149	на то	1	2
150	вследствие этого	1	2
151	на его	1	2
152	ключ к	1	2
153	в понимании	1	2
154	содержит в	1	2
155	подобно тому	1	2
156	значительной степени	1	2
157	в мире	21	2
158	в художественном	4	2
159	должен был	1	2
160	автора и	3	2
161	по поводу	1	2
162	не во	1	2
163	в отношении	3	2
164	и без	1	2
165	в их	5	2
166	на фоне	1	2
167	в условиях	1	2
168	на языке	2	2
169	что в	6	2
170	мире в	1	2
171	он еще	1	2
172	того чтобы	2	2
173	в самой	2	2
174	связи с	1	2
175	художественной литературы	2	2
176	могут быть	4	2
177	здесь не	2	2
178	на основе	2	2
179	от внешней	1	2
180	в пределах	3	2
181	в произведении	3	2
182	и т.д	3	2
183	в другом	3	2
184	первого из	1	2
185	можно сказать	5	2
186	связаны с	1	2
187	можно охарактеризовать	2	2
188	нуждается в	1	2
189	всего что	1	2
190	в формах	2	2
191	одной из	2	2
192	со всеми	1	2
193	в качестве	24	2
194	есть в	2	2
195	себе в	1	2
196	никто не	2	2
197	в конце	1	2
198	у него	1	2
199	и даже	1	2
200	и прежде	1	2
201	смысла и	1	2
202	из наиболее	1	2
203	одну из	1	2
204	в связи	1	2
205	вместе с	1	2
206	так же	2	2
207	такого рода	10	2
208	тому как	1	2
209	статье о	1	2
210	вокруг себя	1	2
211	для понимания	2	2
212	эти два	1	2
213	и становится	1	2
214	не подлежит	1	2
215	хотя и	3	2
216	и другие	2	2
217	природой и	1	2
218	ее в	2	2
219	в противоположность	3	2
220	все что	1	2
221	значения этого	1	1
