N	2gram	Ircho_Kome_2	StatiiOP
1	и в	26	29
2	том что	9	27
3	в том	11	27
4	в этом	10	21
5	не только	7	19
6	но и	10	19
7	что в	9	19
8	о том	6	17
9	в трагедии	1	17
10	в и	1	13
11	в его	4	13
12	что он	5	13
13	в которой	5	11
14	то что	6	11
15	все это	3	11
16	таким образом	6	10
17	к тому	12	10
18	т е	1	10
19	и т	2	9
20	в своем	6	9
21	он не	2	9
22	потому что	6	9
23	так и	12	9
24	и не	14	9
25	как на	1	9
26	но в	3	8
27	как раз	1	8
28	по поводу	3	8
29	в ней	3	7
30	в самом	4	7
31	но все	3	7
32	в г	17	7
33	в своей	3	7
34	в котором	3	7
35	не столько	1	7
36	тому что	4	7
37	того как	3	7
38	для того	5	7
39	в виду	2	7
40	с тем	5	7
41	вместе с	9	7
42	одним из	2	6
43	вопрос о	3	6
44	и на	7	6
45	все же	4	6
46	вовсе не	2	6
47	того чтобы	6	6
48	и его	12	6
49	об этом	2	6
50	и что	2	6
51	в одном	2	6
52	до сих	2	6
53	в течение	2	6
54	г в	1	5
55	было бы	8	5
56	точки зрения	4	5
57	не знали	1	5
58	была бы	1	5
59	между тем	4	5
60	в качестве	5	5
61	прежде всего	4	5
62	а не	1	5
63	о чем	3	5
64	в той	2	5
65	как бы	2	5
66	сих пор	2	5
67	речь идет	3	4
68	то обстоятельство	1	4
69	хотя и	4	4
70	и к	2	4
71	не приходится	1	4
72	в нем	6	4
73	что у	4	4
74	в другом	1	4
75	и с	5	4
76	не в	2	4
77	ничего не	1	4
78	трагедии в	1	4
79	обстоятельство что	1	4
80	времени и	1	4
81	после того	2	4
82	внимание на	1	4
83	связи с	3	4
84	для него	1	4
85	с другой	2	4
86	именно в	1	4
87	действующих лиц	5	4
88	в частности	4	4
89	своего времени	2	4
90	еще более	2	4
91	того времени	3	4
92	к этому	5	4
93	например в	3	3
94	самом деле	1	3
95	идет о	2	3
96	в их	3	3
97	по его	1	3
98	его не	1	3
99	хотя бы	2	3
100	не был	1	3
101	но не	3	3
102	в общем	1	3
103	меньше всего	4	3
104	как в	3	3
105	с этим	5	3
106	в полном	1	3
107	не было	3	3
108	что это	4	3
109	тому же	11	3
110	в начале	4	3
111	из них	7	3
112	ни в	5	3
113	не мог	1	3
114	в эту	1	3
115	в этих	4	3
116	по себе	1	3
117	не менее	4	3
118	на рубеже	1	3
119	что эта	1	3
120	в обоих	3	3
121	самого начала	1	3
122	одной из	4	3
123	иметь в	1	3
124	никогда не	1	3
125	на себя	7	3
126	это слово	4	3
127	тем что	3	3
128	у нас	1	3
129	сомневаться в	2	3
130	ни у	1	3
131	из трагедии	1	3
132	с самого	2	3
133	в образе	3	3
134	за то	4	3
135	и здесь	6	3
136	в пользу	2	3
137	молодой женщины	1	3
138	материал для	1	3
139	наконец в	2	3
140	мне кажется	1	3
141	так что	5	3
142	с нею	1	3
143	ни одного	1	3
144	всяком случае	2	3
145	т п	2	3
146	обращает на	5	3
147	что на	3	3
148	и даже	1	3
149	а с	1	3
150	до конца	1	3
151	так же	1	3
152	другой стороны	1	3
153	не является	2	3
154	дворца в	1	3
155	во всяком	2	3
156	как известно	2	2
157	до него	1	2
158	по адресу	4	2
159	того же	3	2
160	только потому	2	2
161	тем же	1	2
162	из его	2	2
163	то же	3	2
164	для своего	1	2
165	как следствие	1	2
166	в полной	1	2
167	действующего лица	1	2
168	это время	3	2
169	бы то	2	2
170	с его	5	2
171	отличие от	2	2
172	нет и	2	2
173	и я	2	2
174	там где	1	2
175	в истории	5	2
176	мере в	1	2
177	в одной	2	2
178	и как	1	2
179	более или	1	2
180	в чисто	1	2
181	с сюжетом	1	2
182	все эти	1	2
183	выражение в	1	2
184	в этой	3	2
185	в себе	1	2
186	как он	3	2
187	на его	1	2
188	сцену в	1	2
189	больше всего	1	2
190	если бы	9	2
191	тем не	1	2
192	и более	1	2
193	о мире	1	2
194	том же	1	2
195	то ни	2	2
196	а затем	5	2
197	не нашел	1	2
198	его в	4	2
199	это было	4	2
200	ее появления	1	2
201	в это	2	2
202	о которых	1	2
203	как и	4	2
204	несмотря на	1	2
205	действительно не	1	2
206	в один	2	2
207	или менее	1	2
208	они говорят	1	2
209	которую он	1	2
210	себя внимание	5	2
211	нас не	1	2
212	с точки	1	2
213	в отличие	2	2
214	от его	1	2
215	не раз	1	2
216	времени не	1	2
217	была не	2	2
218	не могли	1	2
219	в устах	1	2
220	даже в	2	2
221	но они	1	2
222	в то	6	2
223	не имеет	3	2
224	обвинение в	1	2
225	и теперь	1	2
226	не может	3	2
227	не по	4	2
228	в области	1	2
229	в каком	1	2
230	с и	4	2
231	в духе	2	2
232	чтобы сделать	1	2
233	поэт не	1	2
234	на это	2	2
235	и это	2	2
236	в ее	2	2
237	полное право	1	2
238	и сам	3	2
239	еще в	4	2
240	он был	2	2
241	в содержании	1	2
242	а также	1	2
243	в театральном	1	2
244	никак не	1	2
245	в которую	1	2
246	если принять	1	2
247	что и	7	2
248	как например	1	2
249	в какой	2	2
250	только в	4	2
251	достаточно для	1	2
252	по этому	1	2
253	место из	1	2
254	далеко от	1	2
255	ни с	1	2
256	г была	1	2
257	в конце	2	2
258	так как	4	2
259	на меня	1	2
260	может быть	11	2
261	в них	4	2
262	лет до	1	2
263	со стороны	2	2
264	тем у	1	2
265	в период	3	2
266	с той	2	2
267	из таких	1	2
268	говорит о	1	2
269	и самый	1	2
270	на этот	4	2
271	не на	1	2
272	взаимоотношения между	1	2
273	осенью г	1	2
274	если не	2	2
275	связь с	1	2
276	должна была	2	2
277	как это	4	2
278	отрывок из	1	2
279	что именно	2	2
280	к своему	1	2
281	по своему	2	2
282	этих словах	1	2
283	такого рода	1	2
284	в тех	3	2
285	по существу	1	2
286	с этой	3	2
287	ко времени	3	2
288	это был	1	2
289	в результате	1	2
290	не должен	1	2
291	находим в	1	2
292	во время	6	2
293	ни было	2	2
294	сказать что	1	2
295	и другие	2	2
296	с кем	1	1
297	трагедии и	1	1
298	в первом	2	1
299	отношения между	1	1
300	ii и	1	1
301	не имеют	1	1
302	в какой-то	2	1
303	которыми он	1	1
304	той же	3	1
305	мы не	2	1
306	это что	1	1
307	память о	1	1
308	в сущности	1	1
309	говорить о	2	1
310	все известные	2	1
311	не вполне	2	1
312	из того	1	1
313	как не	2	1
314	о роли	1	1
315	в каждой	1	1
316	сюжетной ситуации	1	1
317	думаю что	1	1
318	еще не	6	1
319	нельзя недооценивать	1	1
320	в чем	1	1
321	в создании	1	1
322	сомневаться что	1	1
323	при жизни	1	1
324	о смерти	1	1
325	нет не	1	1
326	ответ на	3	1
327	по отношению	3	1
328	в комедии	19	1
329	отношение к	2	1
330	тут же	2	1
331	не просто	1	1
332	чем же	1	1
333	более чем	4	1
334	если она	1	1
335	независимо от	5	1
336	для оценки	1	1
337	изображению характеров	1	1
338	отрывках из	5	1
339	ему кажется	1	1
