N	3gram	Vinokur_Ku_3	Morfolog
1	и т д	8	47
2	в этом случае	4	9
3	в связи с	4	8
4	не может быть	3	8
5	наряду с этим	1	5
6	по отношению к	2	4
7	с точки зрения	16	4
8	т д но	1	4
9	в тех же	1	4
10	с другой стороны	3	4
11	тем не менее	9	4
12	далеко не все	1	3
13	в первом случае	2	3
14	не могут быть	2	3
15	и пр и	1	3
16	на самом деле	3	3
17	но все же	1	3
18	прежде всего следует	3	2
19	более или менее	2	2
20	в тех случаях	1	2
21	в собственном смысле	1	2
22	мы приходим к	1	2
23	может быть и	1	2
24	в иных случаях	1	2
25	с одной стороны	4	2
26	это не значит	1	2
27	собственном смысле слова	1	2
28	в то время	1	2
29	тех случаях когда	1	2
30	для того чтобы	11	2
31	в том что	8	2
32	можно себе представить	1	1
33	нужно помнить что	1	1
34	хотя и не	1	1
35	то ни стало	1	1
36	этот вопрос мы	1	1
37	с тем как	1	1
38	а вовсе не	1	1
39	которые хотя и	1	1
40	всякого ущерба для	1	1
41	ответить на этот	1	1
42	те случаи когда	1	1
43	что же касается	1	1
44	лежат в основе	1	1
45	во что бы	1	1
46	до сих пор	8	1
47	тем что она	2	1
48	в таком случае	2	1
49	ни в коем	1	1
50	такое изучение которое	1	1
51	для этой цели	1	1
52	бы то ни	1	1
53	дело идет об	1	1
54	т д другие	1	1
55	можно было бы	10	1
56	и пр на	1	1
57	то мы увидим	1	1
58	в противном случае	1	1
59	хотя и здесь	1	1
60	в наши дни	1	1
61	не то что	1	1
62	в том случае	4	1
63	точки зрения их	1	1
64	в научной литературе	1	1
65	в коем случае	1	1
66	который может быть	1	1
67	только такое изучение	1	1
68	в данном случае	4	1
69	что бы то	1	1
70	на этот вопрос	1	1
71	с другими формами	1	1
72	то это не	1	1
73	в результате и	1	1
74	т е на	2	1
75	речи т е	1	1
76	то что он	1	1
77	во всяком случае	1	1
78	что далеко не	1	1
79	не имеет ничего	1	1
80	самом деле в	1	1
81	сюда же относится	1	1
82	то же время	1	1
83	из которых каждый	1	1
84	и здесь можно	1	1
85	в одном случае	1	1
86	мы имеем в	1	1
87	на ряду с	1	1
88	те или иные	1	1
89	о том что	3	1
90	и такой случай	1	1
91	даже в тех	1	1
92	той или иной	5	1
93	вслед за этим	1	1
94	двух точек зрения	1	1
95	себе представить что	1	1
96	и независимо от	1	1
97	от того как	2	1
98	то же в	1	1
99	в то же	1	1
100	без всякого ущерба	1	1
101	к тому что	1	1
102	здесь прежде всего	1	1
103	т е о	1	1
104	эти могут быть	2	1
105	дело не в	2	1
106	мы приступаем к	1	1
107	но в этом	1	1
108	а если мы	1	1
109	что и в	2	1
110	не имеет смысла	1	1
