N	2gram	Vinokur_St_1	Problemy
1	и в	44	43
2	и не	16	29
3	т е	15	26
4	может быть	15	23
5	как бы	4	22
6	не может	8	18
7	как и	9	14
8	но и	10	14
9	и т	30	13
10	в этом	21	13
11	точки зрения	11	13
12	что он	10	13
13	в нем	5	12
14	в одном	1	12
15	слова в	1	12
16	не только	18	11
17	в каждом	3	11
18	не в	12	11
19	по себе	1	11
20	и на	1	10
21	но в	10	10
22	как мы	1	10
23	в его	9	10
24	прежде всего	7	10
25	в сущности	2	9
26	еще не	3	9
27	он не	2	9
28	никогда не	5	9
29	т п	9	9
30	то же	5	8
31	лишь в	3	8
32	для него	6	8
33	с точки	8	8
34	и его	8	8
35	или в	1	8
36	слово в	1	8
37	ведь и	3	7
38	перед нами	1	7
39	в самом	7	7
40	в то	9	7
41	слова с	1	7
42	и сам	2	7
43	в другом	3	7
44	до сих	7	7
45	а не	16	7
46	что же	6	7
47	сих пор	7	7
48	то что	18	7
49	при этом	2	6
50	не как	1	6
51	в этих	2	6
52	что я	1	6
53	на свой	2	6
54	о нем	1	6
55	в том	36	6
56	в котором	5	6
57	у него	2	6
58	и все	2	6
59	самом деле	11	5
60	но не	3	5
61	по отношению	3	5
62	хотя и	1	5
63	в себе	2	5
64	все эти	5	5
65	но ведь	8	5
66	на то	4	5
67	да и	3	5
68	таким образом	7	5
69	и с	3	5
70	было бы	17	5
71	в слове	5	5
72	это слово	4	5
73	о том	17	5
74	и что	4	5
75	же время	4	5
76	к нему	2	5
77	так что	6	5
78	вовсе не	19	5
79	в той	6	5
80	все это	5	5
81	бы в	1	5
82	а в	17	5
83	отношению к	3	5
84	и до	1	4
85	а как	2	4
86	мы не	2	4
87	так чтобы	1	4
88	я не	7	4
89	с его	1	4
90	во всех	8	4
91	там где	5	4
92	в своем	2	4
93	т д	21	4
94	в них	1	4
95	далеко не	1	4
96	во время	3	4
97	в своей	6	4
98	но он	2	4
99	их в	2	4
100	том же	1	4
101	слово как	1	4
102	к тому	1	4
103	и это	2	4
104	почему же	1	4
105	этот вопрос	4	4
106	только в	10	4
107	же и	4	4
108	ни одного	2	4
109	так как	5	4
110	как раз	4	4
111	точек зрения	1	4
112	с другой	9	4
113	при чем	6	4
114	на этот	3	4
115	до конца	1	4
116	более того	1	4
117	не на	1	4
118	то есть	2	4
119	не могут	1	4
120	но это	6	4
121	в результате	3	4
122	совершенно не	5	4
123	что в	30	4
124	но эти	1	4
125	также и	9	3
126	не хочет	2	3
127	должна быть	3	3
128	той же	5	3
129	не была	2	3
130	так я	1	3
131	в виду	1	3
132	здесь нет	1	3
133	он был	3	3
134	что так	3	3
135	за пределы	2	3
136	в одной	1	3
137	стороны и	1	3
138	кроме того	1	3
139	и к	1	3
140	чем у	2	3
141	никому не	1	3
142	это не	8	3
143	кажется что	3	3
144	такой же	5	3
145	и их	2	3
146	даже в	3	3
147	в одно	1	3
148	в отношении	9	3
149	она не	2	3
150	на него	2	3
151	ничего не	2	3
152	могут быть	5	3
153	той или	1	3
154	не менее	5	3
155	но при	1	3
156	и этим	1	3
157	можно было	13	3
158	так и	9	3
159	если бы	9	3
160	и даже	5	3
161	там в	1	3
162	между тем	3	3
163	что и	6	3
164	и только	3	3
165	здесь в	1	3
166	его в	2	3
167	тот же	1	3
168	со всеми	2	3
169	себя в	1	3
170	есть в	2	3
171	уже не	1	3
172	в виде	3	3
173	тем что	5	3
174	или иной	1	3
175	него в	1	3
176	ни на	2	3
177	по существу	2	3
178	но для	2	3
179	все же	8	3
180	и для	3	3
181	но зато	1	3
182	не знает	2	3
183	другой стороны	7	3
184	того же	3	3
185	в последнем	1	3
186	а между	1	2
187	отношения к	2	2
188	положение в	1	2
189	чтобы не	1	2
190	тем же	3	2
191	из его	1	2
192	себе как	1	2
193	и о	1	2
194	вопрос о	4	2
195	время как	2	2
196	на себя	1	2
197	бы ни	1	2
198	от друга	1	2
199	то это	3	2
200	и говорить	1	2
201	быть в	2	2
202	в сторону	2	2
203	нужно быть	1	2
204	с собою	1	2
205	отношение к	2	2
206	друг от	1	2
207	как в	13	2
208	с этим	3	2
209	целый ряд	2	2
210	слова он	1	2
211	зрения как	1	2
212	в первом	2	2
213	бы и	4	2
214	что это	4	2
215	в целом	5	2
216	момент его	1	2
217	бы не	2	2
218	из этих	6	2
219	с их	1	2
220	им в	1	2
221	как он	1	2
222	но на	2	2
223	на одну	1	2
224	на том	1	2
225	но все	4	2
226	об этом	3	2
227	из них	8	2
228	входит в	1	2
229	известно что	1	2
230	и соответствующие	1	2
231	слова без	1	2
232	ни в	3	2
233	он является	1	2
234	и вы	1	2
235	том что	29	2
236	которую он	1	2
237	и при	1	2
238	что такое	1	2
239	в такой	2	2
240	в узком	1	2
241	почти не	1	2
242	в которых	5	2
243	значение для	1	2
244	но эта	1	2
245	что было	1	2
246	что этот	2	2
247	и то	5	2
248	и очень	4	2
249	дело в	6	2
250	того как	1	2
251	одна из	1	2
252	в процессе	1	2
253	и без	3	2
254	его речи	1	2
255	тем не	2	2
256	и является	1	2
257	из истории	3	2
258	что на	2	2
259	у нас	11	2
260	отличается от	1	2
261	должны быть	3	2
262	но к	1	2
263	для себя	3	2
264	в конце	3	2
265	не могу	1	2
266	без всякого	2	2
267	настоящее время	1	2
268	то время	2	2
269	что у	4	2
270	он так	1	2
271	времени и	1	2
272	это вовсе	2	2
273	для этого	2	2
274	он говорил	1	2
275	только так	1	2
276	в глаза	1	2
277	его жизни	3	2
278	все его	1	2
279	в форме	1	2
280	того что	9	2
281	этом смысле	1	2
282	быть и	2	2
283	и так	3	2
284	первостепенное значение	1	2
285	конечно не	2	2
286	уже в	2	2
287	если мы	1	2
288	а то	2	2
289	его и	1	2
290	ведь это	1	2
291	и та	1	2
292	это место	2	2
293	дело и	1	2
294	каждый из	1	2
295	уже и	1	2
296	с другим	1	2
297	и кто	1	2
298	а с	3	2
299	и др	1	2
300	что не	3	2
301	превращается в	2	2
302	в руках	1	2
303	него не	1	2
304	так же	5	2
305	в первой	12	2
306	для понимания	1	2
307	например в	8	2
308	этого слова	2	2
309	между собой	1	2
310	себя на	1	2
311	узком смысле	1	2
312	в настоящее	1	2
313	эти проблемы	1	2
314	для нас	7	2
315	в литературной	1	2
316	еще более	4	2
317	конце концов	1	2
318	хотя бы	6	2
319	отношении к	1	2
320	сказать что	7	2
321	была бы	5	2
322	их с	1	2
323	в своих	2	2
324	уже после	1	2
325	который не	2	2
326	в таком	3	2
327	во всяком	6	2
328	если б	1	1
329	художественного произведения	1	1
330	е как	2	1
331	на самом	6	1
332	это и	4	1
333	и есть	1	1
334	его же	2	1
335	этого он	1	1
336	видеть в	1	1
337	и тонкая	1	1
338	и могут	1	1
339	их и	1	1
340	слово во	1	1
341	в повестях	6	1
342	же как	3	1
343	не подходят	1	1
344	всех его	1	1
345	этом не	1	1
346	ну вот	1	1
347	и тем	3	1
348	на тему	1	1
349	один пример	1	1
350	конечно и	3	1
351	литературы и	2	1
352	без труда	1	1
353	на них	1	1
354	бы еще	1	1
355	это действительно	1	1
356	от себя	1	1
357	реагировать на	1	1
358	бы то	1	1
359	за свое	1	1
360	вполне и	1	1
361	в обеих	5	1
362	с одной	3	1
363	но как	1	1
364	если в	2	1
365	в новом	4	1
366	инстанцией в	1	1
367	нет и	1	1
368	и речи	2	1
369	большое значение	2	1
370	конечно совершенно	1	1
371	к сожалению	3	1
372	е для	1	1
373	идет о	2	1
374	материалом для	1	1
375	под его	1	1
376	каждая из	1	1
377	одном из	1	1
378	что как	2	1
379	а становится	1	1
380	в одних	1	1
381	может поэтому	1	1
382	конечно но	1	1
383	и понимания	1	1
384	стиля и	1	1
385	впечатление что	1	1
386	речи на	1	1
387	бы с	1	1
388	так или	2	1
389	тут и	1	1
390	в нашем	1	1
391	простое и	1	1
392	у каждого	1	1
393	которые в	2	1
394	в этой	11	1
395	до последних	1	1
396	другом случае	1	1
397	эпохи и	3	1
398	иначе и	1	1
399	не могла	2	1
400	а вовсе	1	1
401	зрения его	1	1
402	вообще не	2	1
403	что она	4	1
404	читателя в	1	1
405	свою собственную	2	1
406	он должен	2	1
407	в корне	1	1
408	ни были	2	1
409	так уж	1	1
410	у пушкина	8	1
411	в плане	1	1
412	что ни	2	1
413	и по	5	1
414	даже прямо	1	1
415	но дело	1	1
416	однако в	1	1
417	значительной степени	1	1
418	слова не	1	1
419	то ни	1	1
420	что все	2	1
421	с целью	1	1
422	в действительно	1	1
423	видит в	1	1
424	как к	3	1
425	должен был	2	1
426	ведь в	1	1
427	даже по	1	1
428	в ином	1	1
429	д как	1	1
430	утверждения в	1	1
431	это положение	1	1
432	в прямом	1	1
433	слышим все	1	1
434	в плоскость	1	1
435	в ее	4	1
436	место и	1	1
437	не всегда	2	1
438	и уже	2	1
439	несмотря на	2	1
440	о чем	1	1
441	чем в	3	1
442	которой трудно	1	1
443	мере не	1	1
444	и тогда	2	1
445	в г	3	1
446	какое место	1	1
447	во второй	9	1
448	от своего	1	1
449	этого места	1	1
450	не становится	1	1
451	это только	1	1
452	что до	2	1
453	центра и	1	1
454	точку зрения	3	1
455	обращение к	1	1
456	при условии	1	1
457	по крайней	2	1
458	и эти	1	1
459	без всяких	2	1
460	том и	1	1
461	с такими	1	1
462	каждой его	1	1
463	с величайшим	1	1
464	всего его	1	1
465	общего дела	1	1
466	так может	1	1
467	но они	1	1
468	в таких	1	1
469	что с	2	1
470	меня не	2	1
471	тогда когда	1	1
472	что их	1	1
473	в основе	3	1
474	с толку	1	1
475	и имеет	1	1
476	о них	2	1
477	во всякой	1	1
478	того чтобы	11	1
479	значение этого	1	1
480	не могло	1	1
481	не имеет	4	1
482	только и	1	1
483	этих двух	3	1
484	а во	3	1
485	и лишь	1	1
486	явление в	1	1
487	по своей	2	1
488	пушкина но	8	1
489	и после	1	1
490	лица для	1	1
491	в сознании	2	1
492	только с	2	1
493	ему не	1	1
494	ну а	1	1
495	очень часто	3	1
496	п в	3	1
497	возможности но	1	1
498	я бы	2	1
499	числе и	2	1
500	одного слова	1	1
501	героями он	1	1
502	поэтического языка	1	1
503	но только	1	1
504	не хочу	3	1
505	последнего слова	1	1
506	оказаться в	1	1
507	и говорит	1	1
508	так в	1	1
509	своей речи	1	1
510	являются лишь	1	1
511	почти каждый	1	1
512	наоборот для	1	1
513	сейчас с	1	1
514	отсюда и	1	1
515	мог бы	1	1
516	во многом	1	1
517	произведения не	1	1
518	еще в	1	1
519	в кельи	1	1
520	м эйхенбаум	1	1
521	является в	1	1
522	в диалог	1	1
523	но иногда	1	1
524	поэтому в	3	1
525	скажу что	1	1
526	которая в	1	1
527	и вообще	3	1
528	стремление к	3	1
529	свое дело	1	1
530	вот это	1	1
531	вопроса и	1	1
532	критика и	1	1
