N	3gram	Berdyaev_M_2	VeschiIm
1	не может быть	8	18
2	что иное как	3	8
3	не что иное	3	8
4	т е в	2	7
5	не есть ни	1	6
6	в том что	2	6
7	на то что	1	6
8	есть не что	3	5
9	с точки зрения	1	4
10	от того что	3	4
11	подобно тому как	2	3
12	можно ли сказать	1	3
13	ли сказать что	1	3
14	сам по себе	1	3
15	что это –	1	3
16	но это –	1	3
17	сама по себе	1	3
18	будет то что	1	2
19	для этого нужно	1	2
20	с самим собою	2	2
21	никогда не есть	1	2
22	есть не только	1	2
23	не есть еще	1	2
24	что же такое	1	2
25	в нем нет	2	2
26	к тому что	3	2
27	это не есть	1	2
28	она не может	1	2
29	но что это	1	1
30	что она не	2	1
31	в этом они	1	1
32	на почве этого	1	1
33	а не в	2	1
34	как и во	2	1
35	есть прежде всего	5	1
36	том что он	1	1
37	и есть не	1	1
38	том что это	1	1
39	в ней есть	2	1
40	и в той	1	1
41	до сих пор	3	1
42	с необычайной силой	1	1
43	что он не	1	1
44	в себе и	1	1
45	при чем тут	1	1
46	произошел от обезьяны	1	1
47	она должна быть	1	1
48	может быть и	2	1
49	потому что он	2	1
50	бы и не	1	1
51	так же как	3	1
52	не потому что	1	1
53	не может уже	2	1
54	ни к какому	1	1
55	в конце концов	1	1
56	смысле этого слова	1	1
57	что у них	1	1
58	и в этом	3	1
59	они должны быть	1	1
60	во втором случае	1	1
61	думать что она	1	1
62	по природе своей	1	1
63	в xix веке	1	1
64	потому что она	3	1
65	один из моментов	1	1
66	решения вопроса о	3	1
67	для себя и	1	1
68	ни на что	1	1
69	на что не	1	1
70	может быть никакого	1	1
71	не мог бы	1	1
72	у нас все	1	1
73	тому как в	1	1
74	себя в этом	1	1
75	сам в себе	1	1
76	но также и	1	1
77	стихии это –	1	1
78	несет с собой	1	1
79	это и есть	3	1
80	только это и	2	1
81	о том что	2	1
82	только и можно	1	1
83	не может существовать	1	1
84	хотя бы в	1	1
85	именно потому что	1	1
86	из себя в	1	1
87	для того чтобы	4	1
88	тут не только	1	1
89	в отношении к	2	1
90	и в нем	1	1
91	что было в	1	1
92	между ними есть	1	1
93	что и в	4	1
94	только тогда когда	1	1
95	для всего человечества	1	1
