N	2gram	Medvedev_F_2	Myshleni
1	в том	11	42
2	том что	2	35
3	с помощью	10	31
4	в процессе	9	27
5	таким образом	20	25
6	в развитии	2	25
7	в этом	27	24
8	точки зрения	8	24
9	в качестве	2	21
10	и в	38	20
11	что в	7	19
12	в основе	5	17
13	то же	6	16
14	мышления в	1	16
15	не только	9	15
16	то что	6	15
17	что они	4	14
18	мышления и	1	14
19	как мы	7	13
20	в их	6	12
21	при этом	9	12
22	может быть	23	12
23	с другой	3	12
24	потому что	2	12
25	с точки	7	11
26	в его	10	11
27	так же	1	11
28	этого слова	1	11
29	в целом	3	11
30	мы должны	1	11
31	и то	2	10
32	в истории	6	10
33	в себе	1	10
34	своего развития	3	10
35	того что	3	10
36	только в	6	10
37	если мы	5	10
38	так как	4	10
39	того же	1	9
40	и другие	2	9
41	и как	3	9
42	понятий и	3	9
43	как и	9	9
44	между тем	2	9
45	что и	8	9
46	тот же	1	9
47	с одной	1	9
48	слова в	3	9
49	одной стороны	1	9
50	как это	2	9
51	другой стороны	4	9
52	но и	13	9
53	и тем	2	8
54	понятия в	2	8
55	было бы	6	8
56	этом смысле	2	8
57	вместе с	6	8
58	и не	20	8
59	значения слова	1	8
60	в результате	6	8
61	самом деле	8	7
62	собственном смысле	1	7
63	один и	1	7
64	и тот	1	7
65	то увидим	1	7
66	в своей	7	7
67	значение слова	2	7
68	и более	2	7
69	тем самым	2	7
70	могут быть	6	7
71	того чтобы	3	7
72	в собственном	1	7
73	тем что	8	7
74	этом отношении	7	7
75	а не	6	7
76	смысле этого	1	7
77	как бы	4	7
78	этого положения	1	6
79	же как	3	6
80	в самом	16	6
81	той же	1	6
82	и на	3	6
83	те же	1	6
84	с тем	11	6
85	мы видели	4	6
86	к одному	1	6
87	к тому	4	6
88	можно было	1	6
89	его в	3	6
90	что он	5	6
91	уже в	2	6
92	не может	14	6
93	такого рода	1	6
94	слово в	2	6
95	сказать что	2	6
96	как в	4	5
97	с этим	5	5
98	все же	8	5
99	перед нами	2	5
100	целый ряд	1	5
101	и к	4	5
102	в действительности	1	5
103	увидим что	1	5
104	все эти	6	5
105	мы обратимся	1	5
106	на то	1	5
107	это не	2	5
108	это положение	2	5
109	и его	21	5
110	не является	3	5
111	никогда не	2	5
112	так и	8	5
113	если бы	5	5
114	о том	1	5
115	говорит он	5	5
116	не совпадают	1	5
117	для того	3	5
118	слова и	7	5
119	тем же	3	4
120	в сущности	4	4
121	первый план	2	4
122	в своем	1	4
123	его к	1	4
124	в нашем	1	4
125	как он	1	4
126	состоит в	2	4
127	как они	4	4
128	и с	9	4
129	на первый	2	4
130	и при	1	4
131	которые в	1	4
132	не в	15	4
133	тому что	2	4
134	на один	2	4
135	из основных	1	4
136	представляется нам	1	4
137	что оно	4	4
138	роль в	3	4
139	и только	5	4
140	все время	6	4
141	является не	2	4
142	в школе	2	4
143	из них	4	4
144	во всей	2	4
145	в области	3	4
146	в речи	1	4
147	новые и	1	4
148	обратимся к	1	4
149	в смысле	1	4
150	и для	5	4
151	для нас	1	4
152	между ними	2	4
153	к этому	4	4
154	во всяком	5	4
155	как известно	1	3
156	идет о	2	3
157	на деле	1	3
158	на место	1	3
159	в виду	2	3
160	бы сказать	1	3
161	столь же	2	3
162	со словами	1	3
163	в чем	2	3
164	а только	2	3
165	отнюдь не	8	3
166	следующим образом	1	3
167	но в	4	3
168	в которой	2	3
169	в этой	6	3
170	на этом	2	3
171	и других	2	3
172	ни в	2	3
173	чем в	1	3
174	в этих	2	3
175	к истории	1	3
176	слова мы	1	3
177	не менее	1	3
178	что эта	2	3
179	в другую	1	3
180	и является	1	3
181	во всем	1	3
182	связи с	13	3
183	не могут	7	3
184	и другой	1	3
185	ничего общего	1	3
186	для образования	1	3
187	приводит к	2	3
188	представлений и	1	3
189	должно быть	2	3
190	и поэтому	1	3
191	является в	2	3
192	и во	1	3
193	один из	2	3
194	одной из	1	3
195	но не	2	3
196	в какой	3	3
197	всяком случае	5	3
198	между отдельными	1	3
199	так что	1	3
200	этого понятия	1	3
201	от тех	2	3
202	но что	1	3
203	со стороны	2	3
204	на этот	1	3
205	именно в	5	3
206	к которому	1	3
207	же слово	1	3
208	в связи	10	3
209	по существу	7	3
210	этом случае	1	3
211	в условиях	1	3
212	к пониманию	1	3
213	формы и	2	3
214	и от	2	3
215	новые понятия	1	3
216	бы в	5	3
217	иначе чем	1	3
218	совершенно не	4	3
219	в виде	1	3
220	они представляют	1	2
221	на предмет	1	2
222	говоря о	1	2
223	одним из	1	2
224	связана с	1	2
225	что слово	1	2
226	между двумя	2	2
227	должна быть	5	2
228	высшей степени	4	2
229	когда это	1	2
230	едва ли	2	2
231	помощью которого	1	2
232	мы имеем	1	2
233	при анализе	2	2
234	что если	1	2
235	что уже	1	2
236	нам в	1	2
237	место в	3	2
238	исследования в	2	2
239	между этими	3	2
240	зависимости от	3	2
241	в ней	6	2
242	этому вопросу	1	2
243	мы будем	1	2
244	постановке проблемы	1	2
245	отличие от	2	2
246	не просто	2	2
247	и речи	5	2
248	более и	1	2
249	слова он	1	2
250	функциональное значение	1	2
251	правильно его	1	2
252	развитии этого	1	2
253	из этих	3	2
254	не есть	3	2
255	дальше и	1	2
256	в нем	13	2
257	стало обозначать	1	2
258	том чтобы	1	2
259	слово или	1	2
260	то как	1	2
261	из него	2	2
262	встречаются в	1	2
263	в основу	2	2
264	в каждом	1	2
265	мы его	1	2
266	же не	1	2
267	им как	1	2
268	входит в	4	2
269	действительности в	1	2
270	в ином	3	2
271	в высшей	4	2
272	далеко не	1	2
273	в слове	5	2
274	оно имеет	1	2
275	такой же	3	2
276	самое название	1	2
277	в отличие	2	2
278	их в	2	2
279	в той	2	2
280	этой области	1	2
281	слов то	1	2
282	но они	1	2
283	не имеет	2	2
284	на котором	2	2
285	установку на	1	2
286	этими двумя	2	2
287	к этим	1	2
288	свою силу	1	2
289	не по	2	2
290	слово и	2	2
291	что на	2	2
292	в своеобразном	1	2
293	мы узнаем	1	2
294	ли не	1	2
295	отличается от	1	2
296	и это	2	2
297	слов мы	1	2
298	свою очередь	1	2
299	на нем	2	2
300	и сами	1	2
301	здесь не	4	2
302	данном случае	1	2
303	ясно что	1	2
304	и которые	1	2
305	мы в	2	2
306	смысле и	1	2
307	является по	1	2
308	и здесь	3	2
309	слова из	1	2
310	настоящее время	1	2
311	к нему	3	2
312	в языке	6	2
313	языка мы	2	2
314	в современной	1	2
315	как из	1	2
316	но как	2	2
317	вопроса о	2	2
318	от других	1	2
319	функции но	1	2
320	для него	7	2
321	мы возьмем	1	2
322	только на	3	2
323	в каком	1	2
324	понятий как	1	2
325	прежде всего	15	2
326	под влиянием	1	2
327	если не	1	2
328	все более	2	2
329	все основные	1	2
330	в данном	1	2
331	что это	3	2
332	развития научного	1	2
333	эта проблема	1	2
334	языке и	1	2
335	том смысле	3	2
336	в реальном	5	2
337	даже в	2	2
338	как только	1	2
339	для развития	1	2
340	но для	1	2
341	в настоящее	1	2
342	последнего времени	1	2
343	с неизбежностью	1	2
344	здесь впервые	1	2
345	а в	6	2
346	нам не	1	2
347	в свою	1	2
348	влияния на	1	2
349	в таком	2	2
350	они не	4	2
351	и наиболее	1	1
352	трудности и	2	1
353	эти функции	2	1
354	слова которые	1	1
355	изолированным и	1	1
356	например в	3	1
357	функции в	2	1
358	столько же	1	1
359	на самом	3	1
360	их понятие	1	1
361	это построение	1	1
362	и есть	1	1
363	явления и	2	1
364	слово у	2	1
365	оно было	1	1
366	и больше	1	1
367	другой момент	1	1
368	к созданию	1	1
369	в зависимости	3	1
370	и должен	1	1
371	которыми он	1	1
372	его не	2	1
373	а как	3	1
374	самые разнообразные	1	1
375	том насколько	1	1
376	на материале	1	1
377	предмета в	2	1
378	мы не	3	1
379	между его	1	1
380	та же	2	1
381	вопрос о	1	1
382	и новые	1	1
383	так чтобы	1	1
384	совпадает с	2	1
385	говорить о	5	1
386	что иное	1	1
387	но даже	1	1
388	и со	1	1
389	которое в	1	1
