N	2gram	Propp_Isto_4	Myslijsy
1	потому что	6	49
2	для нас	3	31
3	и в	26	24
4	может быть	14	23
5	то что	16	20
6	и не	9	19
7	в том	3	18
8	а не	6	18
9	что в	14	16
10	не только	15	15
11	по себе	2	15
12	при этом	3	13
13	не в	5	13
14	было бы	2	13
15	то же	8	12
16	но не	5	12
17	мы можем	6	12
18	не может	6	12
19	мы не	1	11
20	таким образом	10	11
21	вместе с	6	11
22	если бы	2	11
23	что и	9	11
24	что мы	3	11
25	только в	3	11
26	тогда как	4	10
27	как в	7	10
28	в себе	2	10
29	тогда когда	1	10
30	так что	2	10
31	так как	9	10
32	независимо от	1	9
33	в нем	2	9
34	вовсе не	4	9
35	то и	1	9
36	но и	12	9
37	как бы	3	9
38	точно так	5	9
39	и на	2	8
40	а только	1	8
41	в этом	7	8
42	том что	3	8
43	могут быть	6	8
44	под влиянием	1	8
45	а в	8	8
46	в чем	1	7
47	во всех	1	7
48	с этим	2	7
49	как и	7	7
50	того как	4	7
51	или же	3	7
52	не могут	2	7
53	прежде всего	1	7
54	тем что	5	7
55	того что	2	7
56	и т	27	6
57	между двумя	12	6
58	что если	1	6
59	и как	5	6
60	тем не	2	6
61	в то	1	6
62	не имеет	3	6
63	связи с	3	6
64	есть только	3	6
65	и только	5	6
66	не можем	1	6
67	в одном	5	6
68	заметить что	1	6
69	с другой	4	6
70	не было	1	6
71	этого слова	2	6
72	не есть	2	6
73	только как	1	6
74	по поводу	1	6
75	а и	1	5
76	что они	6	5
77	все же	9	5
78	уже в	2	5
79	на то	3	5
80	есть не	1	5
81	и уже	1	5
82	не от	1	5
83	не менее	2	5
84	и наоборот	2	5
85	с ним	1	5
86	так и	10	5
87	по мере	1	5
88	о том	4	5
89	тот же	1	5
90	из них	2	5
91	от того	2	5
92	в них	1	5
93	что не	1	5
94	и их	2	5
95	или не	1	5
96	же в	3	5
97	к другому	1	4
98	время как	1	4
99	еще не	6	4
100	но в	5	4
101	уже не	5	4
102	из этих	3	4
103	как он	6	4
104	главным образом	2	4
105	и если	3	4
106	в нее	1	4
107	то все	1	4
108	с тем	2	4
109	такой же	1	4
110	в котором	1	4
111	сих пор	5	4
112	между прочим	2	4
113	они не	1	4
114	тем самым	1	4
115	и другое	1	4
116	подобно тому	1	4
117	одна из	2	4
118	сравнительно с	1	4
119	мере того	1	4
120	должны быть	1	4
121	в некоторых	5	4
122	то время	1	4
123	так в	4	4
124	никогда не	2	4
125	и что	5	4
126	предмета и	1	4
127	что он	10	4
128	и вместе	1	4
129	в других	2	4
130	до сих	5	4
131	там где	3	4
132	тому как	1	4
133	от него	2	4
134	во время	7	4
135	вряд ли	1	3
136	говоря о	1	3
137	например в	3	3
138	и то	6	3
139	той же	1	3
140	полагает что	1	3
141	есть нечто	1	3
142	но она	1	3
143	но даже	1	3
144	то это	5	3
145	не совсем	1	3
146	только тогда	3	3
147	если в	1	3
148	очевидно что	1	3
149	со стороны	1	3
150	относится к	3	3
151	которые не	1	3
152	хотя и	2	3
153	что это	2	3
154	в целом	2	3
155	думать что	1	3
156	что она	3	3
157	т д	24	3
158	слова а	1	3
159	не как	1	3
160	так например	2	3
161	человека в	1	3
162	и может	1	3
163	них не	1	3
164	на все	1	3
165	его в	9	3
166	это не	5	3
167	и тем	2	3
168	о которых	1	3
169	б не	1	3
170	и тогда	1	3
171	в этих	7	3
172	и при	3	3
173	того кто	1	3
174	в ней	1	3
175	на него	3	3
