N	3gram	Bakhtin_Pr_1	StatiiOP
1	в том что	3	11
2	и т п	13	6
3	не может быть	11	5
4	в этом смысле	3	4
5	с точки зрения	6	4
6	в этом отношении	2	4
7	то время как	1	4
8	с другой стороны	4	4
9	в то время	1	4
10	с тем что	1	3
11	не в том	1	3
12	в связи с	1	3
13	то же время	3	3
14	не только в	2	3
15	на то что	1	3
16	в то же	3	3
17	но и в	2	2
18	и тем не	1	2
19	до сих пор	1	2
20	и не в	1	2
21	с одной стороны	3	2
22	и в этом	1	2
23	между тем как	5	2
24	и пр в	1	2
25	в его работе	1	2
26	к тому что	1	2
27	в том смысле	1	2
28	тем не менее	3	2
29	и т д	1	2
30	можно сказать что	2	1
31	и может быть	1	1
32	а иногда и	1	1
33	иметь в виду	1	1
34	на самом деле	3	1
35	в самом деле	3	1
36	то же самое	2	1
37	можно и должно	1	1
38	говоря уже о	1	1
39	именно то что	1	1
40	и в других	1	1
41	словами о том	1	1
42	на основе общей	1	1
43	можно было бы	3	1
44	ни в какой	1	1
45	и художественного творчества	2	1
46	то что в	1	1
47	в лучшем случае	2	1
48	и др или	1	1
49	и в частности	2	1
50	в применении к	3	1
51	и с его	2	1
52	к вопросу о	1	1
53	в том же	2	1
54	в некоторых случаях	1	1
55	в этом направлении	1	1
56	тем или иным	1	1
57	но эти попытки	1	1
58	независимо от их	1	1
59	это находит свое	1	1
60	уже не к	1	1
61	в свое время	1	1
62	то есть и	1	1
63	что не имеет	1	1
64	таким образом в	1	1
65	прежде всего от	1	1
66	том смысле что	1	1
67	его отношение к	1	1
68	в свою очередь	1	1
69	что в его	1	1
70	свое отражение в	1	1
71	на протяжении всего	1	1
72	и в самом	1	1
73	тем как в	2	1
74	той или иной	2	1
75	в известной степени	2	1
76	вопрос о том	1	1
77	в другом случае	1	1
78	что все они	1	1
79	в этих контекстах	1	1
80	для того чтобы	2	1
81	отметить что в	1	1
82	не говоря уже	1	1
83	и в другом	1	1
