N	2gram	Medvedev_F_2	FransuaR
1	и в	38	49
2	прежде всего	15	19
3	в его	10	18
4	и на	3	17
5	не только	9	17
6	и его	21	17
7	в этом	27	15
8	и не	20	15
9	в них	1	13
10	в эпоху	2	13
11	только в	6	13
12	но и	13	13
13	как и	9	11
14	как бы	4	11
15	в этой	6	10
16	вовсе не	11	10
17	в нем	13	9
18	для него	7	9
19	и др	3	9
20	все это	3	9
21	в сущности	4	8
22	отношение к	2	8
23	то же	6	7
24	все же	8	7
25	все эти	6	7
26	таким образом	20	7
27	как мы	7	7
28	один из	2	7
29	не может	14	7
30	жизни и	3	7
31	именно в	5	6
32	во всех	5	6
33	в истории	6	6
34	с их	1	6
35	так и	8	6
36	и с	9	6
37	времени и	2	6
38	рядом с	1	6
39	точки зрения	8	6
40	но он	1	6
41	в то	5	6
42	же время	5	6
43	в литературе	1	6
44	то что	6	6
45	здесь в	1	6
46	так как	4	6
47	сказать что	2	6
48	с точки	7	5
49	с его	11	5
50	из этих	3	5
51	но не	2	5
52	в своем	1	5
53	выражение в	1	5
54	при этом	9	5
55	в эту	1	5
56	в своей	7	5
57	никогда не	2	5
58	роль в	3	5
59	тот же	1	5
60	уже в	2	5
61	может быть	23	5
62	в особенности	4	5
63	и до	3	4
64	жить и	1	4
65	и к	4	4
66	но в	4	4
67	в себе	1	4
68	но все	3	4
69	лишь в	7	4
70	в этих	2	4
71	и более	2	4
72	с ним	2	4
73	в области	3	4
74	характер и	1	4
75	она была	1	4
76	с другой	3	4
77	и во	1	4
78	в известной	2	4
79	а в	6	4
80	тем что	8	4
81	в форме	1	4
82	до сих	1	4
83	не было	6	4
84	там где	4	4
85	и о	2	4
86	сих пор	1	4
87	том что	2	4
88	в своих	1	4
89	значение в	1	4
90	как на	1	4
91	связана с	1	3
92	в самом	16	3
93	своего развития	3	3
94	место в	3	3
95	и со	1	3
96	меньшей степени	1	3
97	точка зрения	1	3
98	менее всего	3	3
99	он пишет	2	3
100	да и	1	3
101	но именно	3	3
102	всех этих	3	3
103	в плане	2	3
104	можно было	1	3
105	и других	2	3
106	было бы	6	3
107	из них	4	3
108	ни в	2	3
109	был и	2	3
110	далеко не	1	3
111	несмотря на	1	3
112	мы видели	4	3
113	во всем	1	3
114	нельзя было	1	3
115	их в	2	3
116	и под	1	3
117	даже в	2	3
118	его целом	1	3
119	но они	1	3
120	этих последних	1	3
121	к этим	1	3
122	только с	1	3
123	и это	2	3
124	существенное значение	1	3
125	в ее	2	3
126	в собственном	1	3
127	так в	3	3
128	в последующих	1	3
129	связанных с	1	3
130	в виду	2	3
131	о том	1	3
132	в значительной	3	3
133	к нему	3	3
134	же в	1	3
135	большей или	1	3
136	что он	5	3
137	с одной	1	3
138	не дает	1	3
139	и нового	2	3
140	этом отношении	7	3
141	и особенно	1	3
142	или меньшей	1	3
143	что для	2	3
144	превращается в	2	3
145	связь с	1	3
146	о чем	1	3
147	одной стороны	1	3
148	в книге	1	3
149	но эти	1	3
150	и все	3	3
151	в большей	1	3
152	в том	11	3
153	другой стороны	4	3
154	как известно	1	2
155	одним из	1	2
156	до него	1	2
157	на самом	3	2
158	по преимуществу	5	2
159	собственном смысле	1	2
160	на материале	1	2
161	но даже	1	2
162	в ней	6	2
163	от всей	2	2
164	литературы и	4	2
165	он был	2	2
166	это и	5	2
167	за пределы	1	2
168	что они	4	2
169	дает нам	1	2
170	как к	3	2
171	целый ряд	1	2
172	метод в	4	2
173	нового и	1	2
174	литературы в	1	2
175	что слово	1	2
176	только то	1	2
177	та же	2	2
178	в нашем	1	2
179	думать что	1	2
180	отчасти и	1	2
181	имеем в	1	2
182	на то	1	2
183	и еще	1	2
184	в понимании	2	2
185	значительной степени	3	2
186	связанные с	1	2
187	в художественном	2	2
188	должен был	2	2
189	были в	1	2
190	автора и	1	2
191	смысл и	2	2
192	и без	1	2
193	в их	6	2
194	на фоне	4	2
195	в условиях	1	2
196	нельзя понять	1	2
197	мы должны	1	2
198	что в	7	2
199	эти формы	1	2
200	того чтобы	3	2
201	ничего не	4	2
202	к ней	1	2
203	связи с	13	2
204	своей статье	3	2
205	здесь же	1	2
206	могут быть	6	2
207	здесь не	4	2
208	без всякого	1	2
209	в пределах	12	2
210	в дальнейшем	4	2
211	продолжает жить	1	2
212	особенно в	3	2
213	связанная с	1	2
214	в произведении	1	2
215	в другом	1	2
216	одного из	3	2
217	можно сказать	1	2
218	во все	1	2
219	и были	1	2
220	на литературу	2	2
221	и следовательно	1	2
222	одной из	1	2
223	отрицательная сторона	1	2
224	всяком случае	5	2
225	здесь с	2	2
226	именно на	3	2
227	в качестве	2	2
228	события и	1	2
229	в новое	1	2
230	за счет	4	2
231	характерно что	2	2
232	себе в	1	2
233	никто не	1	2
234	очень характерно	2	2
235	в конце	2	2
236	своей обычной	1	2
237	даже и	4	2
238	эти явления	2	2
239	и даже	4	2
240	и прежде	3	2
241	в предисловии	2	2
242	смысла и	2	2
243	до конца	2	2
244	под влиянием	1	2
245	в связи	10	2
246	для них	3	2
247	вместе с	6	2
248	так же	1	2
249	книге о	1	2
250	такого рода	1	2
251	на эту	1	2
252	статье о	2	2
253	в тех	2	2
254	по существу	7	2
255	для понимания	6	2
256	всем что	1	2
257	была очень	1	2
258	но это	2	2
259	в смысле	1	2
260	вряд ли	2	2
261	форм и	1	2
262	вот его	1	2
263	хотя и	3	2
264	в дон-кихоте	1	2
265	лишь как	4	2
266	и смысл	1	2
267	и другие	2	2
268	метода в	2	2
269	в целях	2	2
270	совершенно не	4	2
271	ее в	2	2
272	и эта	1	2
273	во всяком	5	2
274	литературы а	1	1
275	то на	1	1
276	например в	3	1
277	художественном произведении	1	1
278	и то	2	1
279	утверждение что	1	1
280	его здесь	2	1
281	самом деле	8	1
282	художественных произведений	1	1
283	только потому	1	1
284	силы и	1	1
285	к своей	1	1
286	тем же	3	1
287	здесь и	4	1
288	в котором	2	1
289	мировоззрения и	1	1
290	его книге	1	1
291	проникает в	1	1
292	должна быть	5	1
293	говоря о	1	1
294	всегда на	1	1
295	к созданию	1	1
296	и этот	1	1
297	входящих в	1	1
298	и литературы	1	1
299	той же	1	1
300	есть не	1	1
301	литературы но	1	1
302	и была	1	1
303	анализ различных	1	1
304	мы имеем	1	1
305	еще можно	2	1
306	на эти	1	1
307	и важным	1	1
308	который был	1	1
309	но она	1	1
310	не вполне	1	1
311	почти исключительно	1	1
312	этого прежде	1	1
313	конечно и	1	1
314	того же	1	1
315	на них	1	1
316	в иванов	1	1
