N	3gram	Losev_Vlad_1	FransuaR
1	то же время	4	9
2	в то же	4	9
3	в конце концов	3	4
4	в свою очередь	1	3
5	за то что	1	3
6	но в то	1	3
7	так и в	1	3
8	в том что	7	3
9	а следовательно и	1	2
10	дело в том	4	2
11	более или менее	3	2
12	но все это	1	2
13	в этом отношении	1	2
14	мы сейчас увидим	2	2
15	что у него	2	2
16	мы уже видели	1	2
17	как мы сейчас	1	2
18	в свое время	5	2
19	что иное как	1	1
20	другой день после	1	1
21	что он пишет	1	1
22	не без основания	1	1
23	своем учении о	1	1
24	мы уже сказали	2	1
25	же время и	1	1
26	в том же	1	1
27	вероятно не были	1	1
28	мы уже знаем	1	1
29	на первый план	2	1
30	весьма часто и	1	1
31	на самом же	1	1
32	то что тот	1	1
33	но он не	1	1
34	с тем что	1	1
35	а в дальнейшем	2	1
36	а в конце	1	1
37	мысли и слова	1	1
38	кроме того и	1	1
39	всю человеческую жизнь	1	1
40	характер но в	1	1
41	в это время	1	1
42	как вы думаете	1	1
43	то обстоятельство что	2	1
44	в результате такого	1	1
45	его образа жизни	1	1
46	не что иное	1	1
47	содержит в себе	1	1
48	конце концов и	1	1
49	не только в	2	1
50	нужно прибавить что	2	1
51	в году в	2	1
52	а также и	1	1
53	со всеми его	1	1
54	и в этом	1	1
55	и то обстоятельство	2	1
56	о том что	7	1
57	в тех же	1	1
58	прибавить что и	1	1
59	и в историческом	1	1
60	в связи с	1	1
61	в одной плоскости	1	1
62	в своем учении	1	1
63	в связи со	2	1
64	но только в	1	1
65	во всем своем	1	1
66	в разных местах	1	1
67	есть не что	1	1
68	этом смысле оно	1	1
69	у него в	1	1
70	во всяком случае	2	1
71	в конце года	1	1
72	и все это	1	1
73	это и есть	1	1
74	к которой он	1	1
75	и тем самым	1	1
76	но и для	1	1
77	к тому же	2	1
78	как мы уже	3	1
79	самом же деле	1	1
80	и по своим	2	1
81	во второй половине	1	1
82	тем более что	2	1
83	в этом смысле	4	1
84	в этой же	1	1
85	по этому поводу	1	1
86	так что в	2	1
87	и в том	1	1
88	свидетельствует о том	1	1
89	и с его	1	1
90	на другой день	1	1
91	не в этом	1	1
