N	4gram	Vygotskiy__7	Formalny
1	с тем же правом	1	3
2	и не может быть	1	3
3	и во всяком случае	1	2
4	с точки зрения самого	2	2
5	на самом же деле	1	2
6	нет и не может	1	2
7	одним и тем же	2	2
8	в этом случае в	2	1
9	в том что они	1	1
10	в том числе и	1	1
11	в каждый данный момент	1	1
12	дело здесь не в	1	1
13	в большинстве случаев является	1	1
14	с этой точки зрения	4	1
15	тем же правом можно	1	1
16	одной и той же	2	1
17	а следовательно и в	1	1
18	от одного к другому	1	1
19	той мере в какой	2	1
20	в неразрывной связи с	1	1
21	факт сам по себе	1	1
22	лишь в той мере	2	1
23	в том что это	1	1
24	в той мере в	2	1
25	но с точки зрения	2	1
26	в той же мере	2	1
27	одного к другому но	1	1
