N	3gram	Vygotskiy__3	Dialekti
1	и т д	4	19
2	с точки зрения	9	12
3	в том что	11	7
4	можно было бы	1	4
5	одно и то	2	4
6	так как она	1	4
7	и то же	2	4
8	с другой стороны	5	4
9	на то что	12	4
10	потому что он	1	3
11	более или менее	1	3
12	не имеет никакого	3	3
13	только то что	2	3
14	может быть и	1	3
15	и в этом	3	3
16	не может быть	1	3
17	можно сказать что	1	3
18	на самом деле	2	2
19	как это мы	1	2
20	до сих пор	5	2
21	и то и	3	2
22	что он не	1	2
23	не было бы	1	2
24	в этом отношении	1	2
25	и т п	5	2
26	то и другое	3	2
27	с одной стороны	5	2
28	как один из	1	2
29	по сравнению с	1	2
30	во всяком случае	2	2
31	одна и та	1	2
32	о том что	3	2
33	мы можем сказать	1	2
34	ли это что	1	2
35	к тому что	2	2
36	и та же	2	2
37	то все же	1	1
38	так то в	1	1
39	а между тем	1	1
40	какой мере не	1	1
41	что под этим	1	1
42	я не могу	2	1
43	в какой мере	2	1
44	и в своей	1	1
45	заключается не в	2	1
46	ясно что смысл	1	1
47	то время как	2	1
48	и той же	1	1
49	имеет место в	2	1
50	это было бы	1	1
51	вы увидите что	1	1
52	в самом деле	18	1
53	так что в	1	1
54	все время говорим	1	1
55	в ее основе	3	1
56	на это я	1	1
57	как мы увидим	2	1
58	только в том	2	1
59	представить себе что	1	1
60	то что под	1	1
61	несмотря на свою	1	1
62	но если мы	1	1
63	она ни в	1	1
64	и ничего не	1	1
65	ли это или	1	1
66	она может быть	1	1
67	ни в какой	1	1
68	ни на одну	1	1
69	если бы для	1	1
70	не потому что	1	1
71	в том чтобы	1	1
72	если бы мы	1	1
73	смысл и назначение	1	1
74	всегда больше чем	1	1
75	с соответствующим моментом	1	1
76	в то время	2	1
77	становится совершенно ясным	1	1
78	не зависит от	1	1
79	отношения к ним	1	1
80	не соединялись с	1	1
81	все больше и	2	1
82	из чего он	1	1
83	которые могли бы	1	1
84	с ней и	1	1
85	не в том	2	1
86	то что он	2	1
87	поэтому все эти	1	1
88	та же самая	1	1
89	не в самом	1	1
90	мы все время	2	1
91	таким образом и	1	1
92	это не есть	1	1
93	на одну минуту	1	1
94	о которых я	1	1
95	а в том	1	1
96	сих пор не	1	1
97	это или не	1	1
98	было бы совершенно	2	1
99	если бы действительно	1	1
100	что и то	1	1
101	в одну точку	1	1
102	с самого начала	6	1
103	между тем в	2	1
104	хотя бы в	1	1
105	что они тоже	1	1
106	что если те	1	1
107	что это есть	1	1
108	и можно сказать	1	1
109	они тоже суть	1	1
110	но все же	1	1
111	а на самом	1	1
112	и что она	1	1
113	и может быть	1	1
114	больше и больше	2	1
115	одной и той	1	1
116	том что такое	1	1
117	мы увидим впоследствии	2	1
118	никакого отношения к	1	1
119	дело не в	1	1
120	для того чтобы	8	1
121	а никак не	1	1
122	время как бы	2	1
123	она не может	1	1
124	к тому же	1	1
125	что если бы	1	1
126	то же самое	8	1
127	его ни в	1	1
128	не заметить что	1	1
