N	2gram	Bakhtin_Fr_1	Literetu
1	и не	22	22
2	и в	65	16
3	при этом	6	15
4	в этом	15	14
5	не только	10	14
6	но и	10	14
7	в том	16	12
8	может быть	6	12
9	а не	1	12
10	то что	3	12
11	в частности	5	11
12	своего рода	1	10
13	не в	4	10
14	то же	1	9
15	так и	10	9
16	в то	1	9
17	того что	2	9
18	в этой	4	8
19	в жизни	4	8
20	том что	6	8
21	не может	3	8
22	к себе	2	8
23	как бы	22	8
24	в своей	5	7
25	тем самым	1	7
26	же время	1	7
27	только в	7	7
28	со стороны	1	7
29	точки зрения	7	7
30	еще не	6	6
31	с его	5	6
32	в себе	3	6
33	по мысли	1	6
34	о том	2	6
35	и его	10	6
36	в его	9	6
37	и т.п	17	6
38	с другой	3	6
39	к тому	2	6
40	в году	6	5
41	в отличие	4	5
42	отличие от	5	5
43	как в	5	5
44	в целом	2	5
45	тому же	1	5
46	то есть	45	5
47	лишь в	1	5
48	это не	3	5
49	как и	5	5
50	в основе	8	5
51	этом отношении	3	5
52	в ее	3	5
53	что он	3	5
54	именно в	1	5
55	особого рода	1	5
56	одним из	2	4
57	но не	2	4
58	по отношению	1	4
59	хотя и	2	4
60	и если	1	4
61	входит в	4	4
62	место в	1	4
63	даже в	3	4
64	никогда не	6	4
65	в жизнь	1	4
66	с одной	2	4
67	в начале	1	4
68	из них	4	4
69	одно из	6	4
70	в одном	5	4
71	до конца	2	4
72	одной стороны	2	4
73	и для	2	4
74	жизни в	5	4
75	отношению к	1	4
76	отношения к	2	3
77	например в	2	3
78	самом деле	3	3
79	для которого	1	3
80	но уже	1	3
81	разумеется не	1	3
82	и как	1	3
83	и наконец	2	3
84	и к	4	3
85	но в	14	3
86	на его	2	3
87	первых десятилетий	2	3
88	а затем	2	3
89	самим собой	1	3
90	с точки	3	3
91	только для	1	3
92	себе самому	2	3
93	по своей	3	3
94	потому что	5	3
95	в области	7	3
96	еще в	1	3
97	искусства и	6	3
98	прежде всего	11	3
99	между тем	5	3
100	ни к	2	3
101	совершенно не	4	3
102	уже не	3	3
103	в единстве	1	3
104	в самом	4	3
105	наконец в	1	3
106	более того	2	3
107	о чем	1	3
108	мира в	3	3
109	как это	1	3
110	там где	1	3
111	восходящая к	2	3
112	жизнью в	2	3
113	это как	4	3
114	в романе	2	3
115	жизни и	7	3
116	как на	1	3
117	том числе	10	3
118	жизни здесь	3	2
119	для своего	2	2
120	как мы	6	2
121	не вполне	2	2
122	жизни как	3	2
123	мы и	3	2
124	и на	11	2
125	время в	2	2
126	во всех	9	2
127	с первой	1	2
128	а и	1	2
129	отношение к	4	2
130	и вовсе	3	2
131	все же	6	2
132	как таковое	1	2
133	в противоположность	2	2
134	еще на	1	2
135	не знает	6	2
136	жизнь как	1	2
137	он в	1	2
138	раз в	1	2
139	им в	1	2
140	на то	1	2
141	все они	1	2
142	в нем	13	2
143	о которой	1	2
144	и вот	2	2
145	из ведущих	1	2
146	художественное творчество	1	2
147	человека в	1	2
148	в работе	1	2
149	духовную сферу	1	2
150	в совершенно	1	2
151	и с	3	2
152	его в	7	2
153	действительности в	1	2
154	было бы	1	2
155	и даже	8	2
156	лишь на	1	2
157	той или	5	2
158	она и	1	2
159	далеко не	3	2
160	он и	3	2
161	несмотря на	2	2
162	еще раз	2	2
163	и при	1	2
164	и ее	1	2
165	одном из	1	2
166	вплоть до	1	2
167	в конце	1	2
168	по себе	1	2
169	между людьми	5	2
170	не менее	1	2
171	с которой	1	2
172	того чтобы	1	2
173	как раз	3	2
174	другой стороны	1	2
175	у нас	1	2
176	числе и	7	2
177	вещей в	1	2
178	и сам	1	2
179	здесь как	1	2
180	во второй	2	2
181	мира и	4	2
182	о нем	3	2
183	на страницах	1	2
184	можно сказать	2	2
185	что и	1	2
186	во всей	3	2
187	и только	1	2
188	как например	1	2
189	но с	2	2
190	и одновременно	5	2
191	здесь не	1	2
192	с ними	1	2
193	связи с	4	2
194	за ним	1	2
195	ни с	2	2
196	для него	5	2
197	тем что	1	2
198	для того	1	2
199	или иной	5	2
200	бытия в	1	2
201	себя и	1	2
202	что не	2	2
203	в живом	1	2
204	с ней	1	2
205	выше и	1	2
206	а на	1	2
207	него не	1	2
208	все более	1	2
209	в полном	1	2
210	и потому	10	2
211	xix века	5	2
212	к жизни	2	2
213	быть только	2	2
214	человек с	1	2
