N	2gram	Bakhtin_Fr_5	StatiiOP
1	и в	45	25
2	в этом	14	24
3	в том	10	20
4	что он	6	19
5	может быть	2	19
6	тем что	1	19
7	что в	12	19
8	что это	2	16
9	том что	7	15
10	в этой	6	14
11	и пр	1	13
12	не только	14	12
13	в г	2	12
14	в его	13	12
15	то что	2	12
16	таким образом	8	10
17	прежде всего	10	10
18	и не	15	10
19	у него	4	9
20	но и	10	9
21	все это	7	8
22	о том	4	8
23	в языке	1	8
24	это было	4	8
25	из его	2	7
26	с этим	4	7
27	это не	3	7
28	было бы	2	7
29	в то	11	7
30	не может	5	7
31	точки зрения	4	7
32	г в	1	6
33	и на	5	6
34	как в	3	6
35	из этих	3	6
36	не в	7	6
37	между тем	2	6
38	только в	4	6
39	в конце	7	6
40	в области	1	6
41	как бы	12	6
42	а в	4	6
43	как на	4	6
44	в году	3	5
45	то же	11	5
46	независимо от	2	5
47	но в	14	5
48	на то	1	5
49	он не	6	5
50	об этом	4	5
51	ни в	3	5
52	в котором	1	5
53	потому что	7	5
54	и это	4	5
55	так и	6	5
56	в них	6	5
57	у шекспира	1	5
58	связано с	1	5
59	а не	4	5
60	в речах	1	5
61	того что	3	5
62	например в	5	4
63	в чем	2	4
64	в общем	4	4
65	относится к	2	4
66	все же	2	4
67	не было	3	4
68	и к	5	4
69	то в	1	4
70	в целом	2	4
71	на его	1	4
72	в каждом	2	4
73	мировой литературе	2	4
74	лишь в	2	4
75	на протяжении	1	4
76	в жизни	1	4
77	с тем	2	4
78	как и	10	4
79	в эту	2	4
80	а как	1	4
81	у нас	1	4
82	с точки	2	4
83	ничего не	4	4
84	к ней	2	4
85	этом отношении	5	4
86	связана с	1	4
87	в ней	8	4
88	и с	10	4
89	если бы	1	4
90	можно сказать	2	4
91	а также	4	4
92	к нему	2	4
93	мы видим	5	4
94	в качестве	2	4
95	и др	8	4
96	в начале	2	4
97	то время	3	4
98	в особенности	2	4
99	должна была	1	4
100	связь с	3	4
101	xix века	1	4
102	в течение	3	4
103	и для	3	4
104	но это	5	4
105	сказать что	4	4
106	в своей	3	4
107	из этого	1	4
108	это в	2	4
109	можно назвать	1	4
110	во всяком	1	4
111	говорить о	2	3
112	подчеркнуть что	2	3
113	он был	7	3
114	с его	7	3
115	своего рода	4	3
116	кроме того	4	3
117	что по	1	3
118	и наконец	2	3
119	все эти	5	3
120	и если	2	3
121	это связано	1	3
122	всех этих	6	3
123	на этом	5	3
124	что этот	1	3
125	в другом	3	3
126	о которых	1	3
127	несмотря на	2	3
128	в их	4	3
129	что я	1	3
130	но он	3	3
131	и более	1	3
132	на эти	1	3
133	тому что	1	3
134	во время	12	3
135	действующие лица	1	3
136	же время	9	3
137	это слово	1	3
138	связи с	6	3
139	и здесь	4	3
140	что все	2	3
141	на вопрос	1	3
142	и что	2	3
143	по этому	1	3
144	нельзя сказать	1	3
145	и его	13	3
146	для него	3	3
147	так как	6	3
148	в системе	2	3
149	как раз	5	3
150	к которому	1	3
151	что для	1	3
152	до конца	1	3
153	его как	4	3
154	в связи	5	3
155	в мировой	1	3
156	этого рода	1	3
157	тем более	1	3
158	обращается к	1	3
159	все они	4	3
160	к этому	2	3
161	в виде	1	3
162	это произведение	1	3
163	самом деле	5	2
164	он может	1	2
165	выражения как	1	2
166	знаете что	1	2
167	и за	2	2
168	той же	4	2
169	в сущности	4	2
170	как я	1	2
171	того же	3	2
172	во всех	13	2
173	тем как	1	2
174	но как	1	2
175	только тогда	1	2
176	если в	2	2
177	вступают в	2	2
178	не просто	1	2
179	нет и	2	2
180	что они	1	2
181	им в	2	2
182	в самом	4	2
183	формы в	1	2
184	так сказать	1	2
185	о которой	1	2
186	не как	1	2
187	чтобы в	1	2
188	и по	1	2
189	но все	1	2
190	то есть	25	2
191	известно что	1	2
192	ее в	1	2
193	он и	3	2
194	между собою	4	2
195	жизни но	1	2
196	мы не	4	2
197	такой же	4	2
198	не мог	4	2
199	не столько	2	2
200	в которых	3	2
201	точку зрения	2	2
202	которые в	1	2
203	тем не	1	2
204	для этого	1	2
205	не была	1	2
206	это особенно	1	2
207	сам он	1	2
208	в отношении	2	2
209	не менее	3	2
210	но они	3	2
211	что эта	2	2
212	на котором	2	2
213	тогда когда	1	2
214	одна из	1	2
215	к этим	1	2
216	не имеет	3	2
217	никогда не	1	2
218	и всегда	1	2
219	этих двух	1	2
220	он хочет	2	2
221	этот образ	1	2
222	от того	3	2
223	начиная с	2	2
224	она во	1	2
225	и такие	1	2
226	к тому	2	2
227	для его	1	2
228	темы и	1	2
229	для того	6	2
230	должен быть	2	2
231	находясь в	1	2
232	как мы	8	2
233	не совсем	1	2
234	с ее	5	2
235	нужно сказать	2	2
236	говорит и	2	2
237	без всякого	1	2
238	что у	1	2
239	времени и	1	2
240	здесь нет	3	2
241	по тому	2	2
242	нас к	1	2
243	до нас	3	2
244	с народным	1	2
245	и во	4	2
246	он его	3	2
247	от них	1	2
248	этому поводу	1	2
249	борьба с	2	2
250	а потому	1	2
251	в форме	1	2
252	и только	2	2
253	была не	1	2
254	еще не	1	2
255	течение всей	1	2
256	и ее	1	2
257	в уста	2	2
258	есть в	3	2
259	и у	5	2
260	в поэзии	3	2
261	одно из	2	2
262	это место	1	2
263	мы находим	4	2
264	вовсе не	8	2
265	при всей	1	2
266	в выборе	1	2
267	должен был	1	2
268	заметить что	2	2
269	или иной	1	2
270	до сих	3	2
271	слово в	1	2
272	в ряде	2	2
273	русской истории	1	2
274	себя и	2	2
275	что не	1	2
276	ни на	1	2
277	вместе с	3	2
278	в одной	3	2
279	в рамках	1	2
280	но не	4	2
281	несколько раз	1	2
282	своего времени	1	2
283	в это	1	2
284	этого слова	1	2
285	он чувствует	1	2
286	несколько слов	2	2
287	сих пор	3	2
288	это выражение	1	2
289	это был	1	2
290	здесь есть	1	2
291	один из	2	2
292	с элементами	1	2
293	которые были	1	2
294	понимал что	1	2
295	его не	4	2
296	в духе	2	2
297	и ни	3	2
298	я думаю	1	2
299	именно поэтому	1	2
300	здесь только	2	2
301	одной из	5	2
302	в свою	1	2
303	являются выражением	1	1
304	вряд ли	1	1
305	границы между	1	1
306	ту же	2	1
307	за пределы	1	1
308	одним из	5	1
309	также и	7	1
310	а из	1	1
311	на самом	5	1
312	нужно подчеркнуть	2	1
313	роль этого	1	1
314	тем же	1	1
315	не хочет	2	1
316	и до	2	1
317	всей мировой	1	1
318	есть не	1	1
319	с новыми	1	1
320	вещами и	1	1
321	этого нет	1	1
322	из своих	2	1
323	нам в	1	1
324	почти все	3	1
325	он действует	1	1
326	представлением о	2	1
327	в особых	1	1
328	но уже	1	1
329	сложнее и	1	1
330	ему в	1	1
331	похожи на	1	1
332	и он	3	1
333	в монастырь	1	1
334	форм в	3	1
335	проявляется в	1	1
336	к году	1	1
337	всего этого	3	1
338	судьба народная	1	1
339	истории в	1	1
340	то мы	1	1
341	то теперь	1	1
342	и другие	3	1
343	к жизни	1	1
344	в сторону	2	1
345	со всеми	5	1
346	не все	1	1
347	из таких	1	1
348	чем же	4	1
349	в истории	2	1
350	в своем	11	1
351	и где	1	1
352	стихотворную форму	1	1
353	склонность к	1	1
354	когда он	2	1
355	целый ряд	1	1
356	вопросом о	1	1
357	и как	5	1
358	оказывается в	1	1
359	и внутреннюю	1	1
360	но эта	2	1
361	в каком-то	1	1
362	самом начале	1	1
363	от этого	2	1
364	поэтому и	3	1
365	тут нет	1	1
366	духа в	2	1
367	хотя она	1	1
368	и невозможно	1	1
369	в большом	1	1
370	за это	1	1
371	бы не	1	1
372	еще один	2	1
373	было понято	1	1
374	в дальнейшем	1	1
375	другом случае	1	1
376	как он	3	1
377	но на	3	1
378	человек не	1	1
379	что она	3	1
380	в нем	10	1
381	связанные с	3	1
382	властью в	1	1
383	в разработке	1	1
384	и больше	2	1
385	они в	1	1
386	строгой и	1	1
387	которая является	1	1
388	торжество и	1	1
389	него были	1	1
390	он должен	2	1
391	же это	1	1
392	одной и	1	1
393	существу это	1	1
394	отвечает что	1	1
395	находит себе	1	1
396	все с	1	1
397	в нее	1	1
398	как оно	1	1
399	подход к	1	1
400	а затем	1	1
401	начинается словами	1	1
402	конечно в	2	1
403	самого автора	2	1
404	поэзии и	1	1
405	г по	2	1
406	самим собой	1	1
407	этих форм	2	1
408	на этой	1	1
409	зрения на	4	1
410	второй половины	2	1
411	ко второму	1	1
412	с начала	1	1
413	все действующие	1	1
414	в последующих	1	1
415	делает его	2	1
416	чаще всего	1	1
417	на сцене	1	1
418	времени эта	1	1
419	этом мы	1	1
420	рядом с	2	1
421	то как	1	1
422	а за	1	1
423	мы видели	7	1
424	история о	1	1
425	говорится о	1	1
426	мы знаем	1	1
427	даже там	1	1
428	здесь все	3	1
429	этого произведения	1	1
430	и некоторые	1	1
431	и того	1	1
432	нисколько не	3	1
433	их на	1	1
434	не употребляет	1	1
435	этих произведений	2	1
436	выходила за	1	1
437	с ума	1	1
438	этом выражении	1	1
439	и при	1	1
440	интерес и	1	1
441	почти не	2	1
442	на фоне	2	1
443	и той	1	1
444	поэтому в	1	1
445	эта не	1	1
446	не могли	1	1
447	том же	2	1
448	даже в	2	1
449	этом целом	1	1
450	на три	1	1
451	место занимает	1	1
452	вплоть до	2	1
453	а иногда	1	1
454	что ему	1	1
455	не о	1	1
456	находим все	1	1
457	принадлежат к	1	1
458	дело в	3	1
459	того как	1	1
460	своего существования	1	1
461	на него	2	1
462	родов в	1	1
463	что вы	1	1
464	того чтобы	6	1
465	не могло	3	1
466	например у	1	1
467	казалось бы	1	1
468	под углом	1	1
469	в самой	8	1
470	с нами	1	1
471	к определенному	1	1
472	как она	1	1
473	не встречаем	1	1
474	ее с	1	1
475	сцены в	2	1
476	друг друга	1	1
477	углом зрения	1	1
478	свидетельствуют о	1	1
479	со своим	1	1
480	было не	1	1
481	состоящая из	1	1
482	и со	1	1
483	от их	3	1
484	очень часто	4	1
485	все то	1	1
486	нет ни	2	1
487	хвала и	1	1
488	же самое	2	1
489	является одним	1	1
490	в числе	1	1
491	не случайно	1	1
492	бы он	1	1
493	той или	1	1
494	здесь же	3	1
495	слова с	1	1
496	своего отца	3	1
497	году в	1	1
498	как они	3	1
499	здесь изображается	2	1
500	себя здесь	1	1
501	и о	4	1
502	и образ	3	1
503	свою очередь	1	1
504	значительной мере	1	1
505	здесь не	6	1
506	формы и	1	1
507	в произведении	1	1
508	в первоначальной	1	1
509	в пределах	2	1
510	так было	1	1
511	так в	2	1
512	приводит к	1	1
