N	4gram	Tiupa_Anal_1	Problema
1	в то же время	6	3
2	в коем случае не	2	2
3	от познания и поступка	1	2
4	бы то ни было	3	2
5	ни в коем случае	2	2
6	и психический процесс творчества	1	1
7	ни в психике ни	1	1
8	как совокупность факторов художественного	2	1
9	и как совокупность факторов	1	1
10	мистическою или метафизическою сущностью	1	1
11	в нашем случае художественного	1	1
12	понять внешнее материальное произведение	1	1
13	зыбкой и случайной в	1	1
14	ни в материальном произведении	1	1
15	мы имеем дело с	3	1
16	эмпирически наличных момента внешнее	1	1
17	чувствую себя как активного	1	1
18	деятельности созерцания направленной на	1	1
19	активном взаимоопределении с опознанной	1	1
20	и случайной в самых	1	1
21	систематико-философской эстетики становится зыбкой	1	1
22	познания и поступка его	1	1
23	быть найден ни в	1	1
24	познавательно социально политически экономически	1	1
25	содержание эстетической деятельности созерцания	1	1
26	не становится вследствие этого	1	1
27	в художественном творчестве имеются	1	1
28	художественном творчестве имеются два	1	1
29	резко отличающая его от	1	1
30	лишенная базы систематико-философской эстетики	1	1
31	и активном взаимоопределении с	1	1
32	и не может быть	4	1
33	на самом же деле	1	1
34	в напряженном и активном	1	1
35	эстетического резко отличающая его	1	1
36	живом и значимом познавательно	1	1
37	процесс творчества и восприятия	1	1
38	внешнее материальное произведение как	1	1
39	социально политически экономически религиозно	1	1
40	опознанной и поступком оцененной	1	1
41	основная особенность эстетического резко	1	1
42	и поступком оцененной действительностью	1	1
43	я вхожу как необходимый	1	1
44	становится зыбкой и случайной	1	1
45	и художественно значимо в	1	1
46	в противном случае мы	1	1
47	его от познания и	1	1
48	активного субъекта в которую	1	1
49	эстетики становится зыбкой и	1	1
50	произведение и художественно значимо	1	1
51	напряженном и активном взаимоопределении	1	1
52	художественно значимо в напряженном	1	1
53	произведение как осуществляющее эстетический	1	1
54	и значимом познавательно социально	1	1
55	которой я чувствую себя	1	1
56	поступка его рецептивный положительно-приемлющий	1	1
57	не что иное как	4	1
58	я чувствую себя как	1	1
59	момента внешнее материальное произведение	1	1
60	произведения с точки зрения	1	1
61	не говоря уже о	1	1
62	в которую я вхожу	1	1
63	событийный характер эстетического объекта	1	1
64	наличных момента внешнее материальное	1	1
65	вследствие этого какою-то мистическою	1	1
66	этого какою-то мистическою или	1	1
67	субъекта в которую я	1	1
68	имеются два эмпирически наличных	1	1
69	созерцания направленной на произведение	1	1
70	которую я вхожу как	1	1
71	с опознанной и поступком	1	1
72	его рецептивный положительно-приемлющий характер	1	1
73	но в то же	2	1
74	психический процесс творчества и	1	1
75	какою-то мистическою или метафизическою	1	1
76	нераздельность но и неслиянность	1	1
77	живо произведение и художественно	1	1
78	значимом познавательно социально политически	1	1
79	и поступка его рецептивный	1	1
80	значимо в напряженном и	1	1
81	взаимоопределении с опознанной и	1	1
82	как осуществляющее эстетический объект	1	1
83	особенность эстетического резко отличающая	1	1
84	не может быть найден	1	1
85	психике ни в материальном	1	1
86	материальное произведение как осуществляющее	1	1
87	может быть найден ни	1	1
88	в психике ни в	1	1
89	совокупность факторов художественного впечатления	2	1
90	эстетической деятельности созерцания направленной	1	1
91	себя как активного субъекта	1	1
92	базы систематико-философской эстетики становится	1	1
93	как активного субъекта в	1	1
94	становится вследствие этого какою-то	1	1
95	в которой я чувствую	1	1
96	отличающая его от познания	1	1
97	два эмпирически наличных момента	1	1
98	объект не есть вещь	1	1
99	найден ни в психике	1	1
100	как мы увидим далее	1	1
101	есть не что иное	3	1
102	эстетический объект не есть	1	1
103	той или иной культурной	1	1
104	чего бы то ни	1	1
105	творчестве имеются два эмпирически	1	1
