N	3gram	Bakhtin_sl_1	Psycholo
1	для того чтобы	1	19
2	в том что	1	12
3	о том что	1	10
4	к тому что	2	5
5	с самого начала	1	5
6	с точки зрения	8	4
7	можно было бы	2	4
8	друг с другом	2	4
9	в первый раз	1	3
10	и в этом	2	3
11	во всяком случае	5	3
12	и т п	23	3
13	до сих пор	2	3
14	с одной стороны	4	3
15	с ним в	1	2
16	во всех этих	1	2
17	которая могла бы	1	2
18	и в частности	1	2
19	то время как	2	2
20	если бы мы	1	2
21	с другой стороны	4	2
22	мы все время	1	2
23	и той же	1	2
24	таким образом в	3	2
25	в то время	2	2
26	не только не	1	2
27	мы видим что	1	2
28	одной и той	1	2
29	и т д	5	2
30	себе место в	1	1
31	и в сущности	2	1
32	в самой этой	1	1
33	то есть как	3	1
34	в виду не	1	1
35	все дело в	1	1
36	они утрачивают свою	1	1
37	равно как и	1	1
38	мы ничего не	1	1
39	он может быть	1	1
40	в том и	2	1
41	этот рассказ в	1	1
42	или во всяком	2	1
43	бы то ни	1	1
44	то же время	12	1
45	и не может	2	1
46	со всех сторон	1	1
47	с этой точки	1	1
48	у него нет	1	1
49	о нем он	1	1
50	вот что говорит	1	1
51	до конца и	3	1
52	то ни было	1	1
53	лежит в основе	1	1
54	и с точки	1	1
55	и в то	5	1
56	на одной из	1	1
57	а также и	1	1
58	так что они	1	1
59	и не было	1	1
60	в свою очередь	2	1
61	перед нами в	1	1
62	как раз на	1	1
63	дело в том	1	1
64	прямо сказать что	1	1
65	в точном смысле	1	1
66	совершенно новый свет	1	1
67	которая лежит в	1	1
68	не может быть	1	1
69	не был бы	1	1
70	но по существу	2	1
71	в двух планах	1	1
72	ни в какой	1	1
73	и ничем не	1	1
74	те или иные	3	1
75	тем и другим	1	1
76	то есть в	1	1
77	этой точки зрения	1	1
78	и заставляет его	1	1
79	не только в	2	1
80	можно сказать что	1	1
81	и вообще почти	1	1
82	в евгении онегине	2	1
83	они как бы	2	1
84	жизни и во	1	1
85	в то же	12	1
86	как мы уже	2	1
87	в каком направлении	1	1
88	и у него	1	1
89	но в этом	1	1
90	что они утрачивают	1	1
91	так или иначе	1	1
92	привело к тому	1	1
