N	4gram	Medvedev_F_1	Myshleni
1	в зависимости от этого	1	2
2	с этой точки зрения	1	2
3	должно быть отнесено к	1	1
4	в том числе и	1	1
5	все более и более	2	1
6	бы то ни было	1	1
7	как и все остальные	1	1
8	эта связь может быть	1	1
9	и в том что	1	1
10	какого бы то ни	1	1
11	мы увидим дальше что	1	1
12	в целом все это	1	1
13	вместе с тем это	1	1
14	это значит что каждый	1	1
15	с помощью этого метода	1	1
16	заключается в том чтобы	1	1
17	в связи с этим	2	1
18	не выходит за пределы	1	1
19	с точки зрения ее	1	1
