N	3gram	Vinokur_St_2	Vladivir
1	в письме к	5	8
2	о том что	11	7
3	в том что	16	7
4	в свое время	1	5
5	то что он	2	5
6	дело в том	4	4
7	в этом смысле	1	4
8	что же касается	1	4
9	то же время	1	4
10	на то что	2	4
11	в то же	1	4
12	том что в	2	3
13	более или менее	2	3
14	что он не	4	3
15	в конце концов	1	3
16	с другой стороны	3	3
17	в ответ на	1	2
18	он не только	1	2
19	свидетельствуют о том	2	2
20	то обстоятельство что	4	2
21	в том чтобы	1	2
22	в то время	1	2
23	для своего времени	1	2
24	во всяком случае	3	2
25	вовсе не был	1	2
26	что у него	1	2
27	можно судить по	1	2
28	так что в	1	2
29	тем не менее	2	2
30	для того чтобы	5	2
31	том что он	5	2
32	к тому же	2	2
33	и т д	6	2
34	он был очень	1	1
35	да и в	1	1
36	вовсе не означал	1	1
37	очень мало так	1	1
38	в россии он	1	1
39	обстановку в которой	1	1
40	что в своем	3	1
41	в конце года	1	1
42	не говоря уже	1	1
43	в самом деле	2	1
44	и в особенности	1	1
45	в настоящее время	1	1
46	и по существу	1	1
47	не столько с	1	1
48	в течение почти	1	1
49	в том же	2	1
50	был склонен к	1	1
51	как и другие	1	1
52	по возвращении в	1	1
53	говоря уже о	1	1
54	мне кажется что	2	1
55	но только совсем	1	1
56	не приходится удивляться	1	1
57	ответить на вопрос	1	1
58	бы то ни	2	1
59	из письма к	1	1
60	но все это	2	1
61	но и вполне	1	1
62	виде в каком	1	1
63	в которой все	1	1
64	не только была	1	1
65	большую роль в	1	1
66	вместе с тем	5	1
67	он никогда не	1	1
68	и я не	1	1
69	по поводу этих	1	1
70	одно и то	1	1
71	дело не в	1	1
72	в это время	2	1
73	как раз в	2	1
74	уже о том	1	1
75	то ни было	2	1
76	в связи с	1	1
77	и то же	1	1
78	был уже в	1	1
79	и в этом	2	1
80	так или иначе	1	1
81	что он сам	1	1
82	другом месте и	1	1
83	как раз против	1	1
84	и в том	1	1
85	о которых он	1	1
86	но и вообще	1	1
87	нет ни одного	1	1
88	ни в каком	1	1
89	он сам называл	1	1
90	в обращении к	2	1
91	заключается в том	1	1
92	так и в	2	1
93	и вместе с	1	1
94	но как раз	1	1
95	в свою очередь	1	1
96	же время с	1	1
97	но он не	1	1
98	был связан не	1	1
99	и все это	1	1
100	с тем что	2	1
101	не только не	2	1
102	в котором он	1	1
103	но и здесь	2	1
104	за то что	2	1
105	во второй половине	1	1
106	что как раз	1	1
107	к тому что	5	1
108	пушкина и его	1	1
109	по этому поводу	2	1
110	в истории русской	1	1
111	с и с	1	1
112	обнаруживает не только	1	1
113	некоторое представление о	1	1
114	очень долго и	1	1
115	в этом отношении	9	1
