N	4gram	Vinokur_St_1	Myslijsy
1	в то же время	4	5
2	что в то время	1	3
3	одним и тем же	2	3
4	только в том что	1	2
5	в том что он	1	2
6	потому что он не	1	2
7	с одной точки зрения	1	1
8	по отношению к своему	1	1
9	и та и другая	1	1
10	до сих пор еще	1	1
11	в том смысле что	1	1
12	и о том что	1	1
13	вовсе не в том	1	1
14	заключается именно в том	1	1
15	и в самом деле	2	1
16	в то время как	1	1
17	именно в том что	1	1
18	не только в том	1	1
19	только в том случае	1	1
20	заключается в том что	2	1
21	в том что этот	1	1
22	что он не знает	1	1
23	в том что и	1	1
24	не говоря уже о	1	1
