N	3gram	Bakhtin_Pr_5	Sovremen
1	с точки зрения	2	5
2	не может быть	3	4
3	мы видели что	1	3
4	что же это	1	3
5	с самого начала	8	3
6	тем не менее	1	2
7	друг с другом	4	2
8	во всяком случае	4	2
9	в отличие от	2	2
10	в свою очередь	1	2
11	может быть и	1	2
12	то же самое	1	2
13	он приводит к	1	1
14	вот пример такого	1	1
15	для каждого случая	1	1
16	как бы два	1	1
17	и в этом	2	1
18	по крайней мере	1	1
19	было бы так	1	1
20	в любом месте	1	1
21	всяком случае не	1	1
22	в которой он	1	1
23	в такой же	2	1
24	не в виде	1	1
25	все более и	1	1
26	в этом направлении	1	1
27	для чего же	1	1
28	дело в том	1	1
29	по отношению к	6	1
30	одна и та	2	1
31	на самом деле	9	1
32	как и во	1	1
33	в целом эта	1	1
34	на второй или	1	1
35	в этом смысле	3	1
36	в свое время	1	1
37	в этом случае	1	1
38	и ни в	1	1
39	до сих пор	1	1
40	то же время	10	1
41	раз и навсегда	1	1
42	и в то	2	1
43	но тем не	1	1
44	мы должны признать	1	1
45	друг на друга	2	1
46	бы то ни	3	1
47	и та же	2	1
48	мы без труда	1	1
49	заключают в себе	1	1
50	но все эти	1	1
51	заключает в себе	1	1
52	более и более	1	1
53	можно было бы	2	1
54	и не может	2	1
55	в самом деле	1	1
56	по его мнению	1	1
57	той или иной	4	1
58	и прежде всего	4	1
59	но все же	2	1
60	что дело идет	1	1
61	и ничего не	1	1
62	не может но	1	1
63	в то же	10	1
64	это как бы	1	1
65	самом деле все	1	1
66	в том что	2	1
67	в данном случае	1	1
68	этом смысле можно	1	1
69	то ни было	3	1
70	и к другому	3	1
71	на этот раз	2	1
