N	2gram	Potebnia_M_4	Istorich
1	в лесу	1	26
2	и в	23	22
3	мы имеем	4	19
4	в этом	23	17
5	и т	7	16
6	т д	3	15
7	что в	17	15
8	не только	10	14
9	мы видели	1	13
10	в лес	6	12
11	но и	11	12
12	и не	18	12
13	в этих	3	11
14	может быть	26	11
15	или в	1	11
16	но в	8	10
17	таким образом	24	10
18	еще не	3	10
19	в нем	7	9
20	что и	7	9
21	в том	23	9
22	что он	4	9
23	вместе с	6	9
24	как мы	2	8
25	мы видим	2	8
26	с этим	7	8
27	том что	12	8
28	но не	1	7
29	то что	29	7
30	и здесь	2	7
31	мы должны	2	7
32	уже не	3	7
33	из них	1	7
34	так как	14	7
35	с другой	2	7
36	другой стороны	1	7
37	там где	3	7
38	этих случаях	2	7
39	предположить что	4	7
40	то же	14	6
41	мы уже	3	6
42	не вполне	2	6
43	не все	1	6
44	это не	7	6
45	здесь можно	1	6
46	во время	2	6
47	ничего не	1	6
48	связи с	3	6
49	так в	3	6
50	если бы	13	6
51	в них	3	6
52	что здесь	1	6
53	то и	4	6
54	друг друга	2	6
55	мы можем	10	6
56	а не	12	6
57	связь с	1	6
58	в течение	2	6
59	а в	5	6
60	все же	1	5
61	он не	2	5
62	что она	2	5
63	здесь мы	2	5
64	в этой	1	5
65	тем не	4	5
66	не менее	5	5
67	могут быть	7	5
68	к нему	5	5
69	того что	14	5
70	один из	2	5
71	так что	5	5
72	не противоречит	1	5
73	до сих	4	5
74	показывает что	1	5
75	у меня	1	5
76	в частности	1	5
77	есть и	2	5
78	этом случае	5	5
79	сих пор	4	5
80	одним из	1	4
81	и на	3	4
82	все эти	3	4
83	видели что	1	4
84	отношение к	2	4
85	не в	11	4
86	имеем в	1	4
87	на этом	1	4
88	и с	4	4
89	не всегда	3	4
90	у нас	2	4
91	как это	1	4
92	но он	1	4
93	можем предположить	1	4
94	к ней	2	4
95	видим что	1	4
96	и его	2	4
97	тем что	10	4
98	что на	2	4
99	она не	2	4
100	в пределах	1	4
101	находится в	5	4
102	в другой	2	4
103	только в	15	4
104	и они	2	4
105	в других	2	4
106	а именно	4	4
107	власть над	1	4
108	в данном	4	4
109	для нас	14	4
110	в свою	2	4
111	не может	11	4
112	связана с	1	3
113	он все	2	3
114	если я	1	3
115	имеет свою	2	3
116	что иное	2	3
117	я не	2	3
118	иное как	2	3
119	в чем	1	3
120	со стороны	3	3
121	и как	2	3
122	и к	6	3
123	следующим образом	1	3
124	выше мы	2	3
125	из этих	2	3
126	на его	3	3
127	их в	3	3
128	могло быть	1	3
129	его в	4	3
130	было бы	8	3
131	должен был	1	3
132	все равно	3	3
133	далеко не	1	3
134	как и	14	3
135	состоит в	2	3
136	одном из	2	3
137	никогда не	3	3
138	почему в	1	3
139	потому что	33	3
140	а мы	3	3
141	к тому	3	3
142	они и	1	3
143	о том	8	3
144	данном случае	2	3
145	на том	2	3
146	что у	3	3
147	на нее	3	3
148	можно только	2	3
149	от них	1	3
150	в его	5	3
151	с ними	3	3
152	и у	2	3
153	стоит на	1	3
154	при помощи	3	3
155	за ним	2	3
156	прежде всего	1	3
157	у него	1	3
158	превращается в	2	3
159	в связи	1	3
160	если это	1	3
161	так же	4	3
162	а если	2	3
163	быть и	2	3
164	но это	3	3
165	между прочим	3	3
166	его не	1	3
167	и все	4	3
168	сказать что	8	3
169	равно как	2	3
170	не что	2	3
171	ее в	1	3
172	все что	2	3
173	ту же	3	2
174	например в	3	2
175	и то	5	2
176	на самом	3	2
177	но тем	2	2
178	и есть	3	2
179	в котором	4	2
180	той же	3	2
181	или наоборот	1	2
182	вопрос о	2	2
183	и новые	1	2
184	то это	8	2
185	частный случай	1	2
186	в ней	2	2
187	то мы	3	2
188	но конечно	1	2
189	по отношению	10	2
190	в качестве	1	2
191	независимо от	6	2
192	его на	1	2
193	как в	7	2
194	в своем	8	2
195	хотя и	5	2
196	что по	2	2
197	образом и	1	2
198	то время	1	2
199	во многих	2	2
200	если он	1	2
201	в наших	2	2
202	при этом	15	2
203	видно что	4	2
204	из этой	1	2
205	на одну	1	2
206	они в	1	2
207	в виде	2	2
208	в нее	3	2
209	так и	6	2
210	но все	1	2
211	на все	1	2
212	большинстве случаев	2	2
213	известно что	6	2
214	такая форма	2	2
215	вовсе не	7	2
216	с тем	7	2
217	и для	2	2
218	и было	1	2
219	и потом	1	2
220	не мог	1	2
221	по той	1	2
222	та что	1	2
223	точки зрения	4	2
224	в которых	3	2
225	стоит в	1	2
226	несомненно что	1	2
227	друг другу	1	2
228	но они	1	2
229	и более	4	2
230	даже в	2	2
231	в то	4	2
232	не имеет	5	2
233	это делается	1	2
234	с одним	1	2
235	можно видеть	2	2
236	все члены	1	2
237	относится к	1	2
238	связь и	2	2
239	как будто	1	2
240	нет мы	1	2
241	в самых	1	2
242	утверждать что	1	2
243	и это	2	2
244	и о	4	2
245	говорит и	1	2
246	роль в	1	2
247	в другом	1	2
