N	2gram	Bakhtin_Pr_1	Myshleni
1	то что	8	26
2	в этом	15	25
3	что он	2	25
4	таким образом	10	19
5	точки зрения	8	18
6	в том	8	18
7	не может	27	18
8	того чтобы	2	17
9	не только	9	16
10	и в	38	16
11	того что	2	16
12	что в	7	16
13	том что	3	15
14	понятий и	2	15
15	так же	1	15
16	для того	2	14
17	в процессе	1	13
18	сказать что	4	13
19	вопрос о	1	12
20	по отношению	21	12
21	в области	11	12
22	и что	2	12
23	и не	42	12
24	отношению к	19	12
25	отношение к	10	11
26	как осуществляется	1	11
27	в его	43	11
28	но не	12	10
29	было бы	8	10
30	как мы	7	10
31	только в	13	10
32	а не	5	10
33	с помощью	7	10
34	с точки	6	9
35	может быть	26	9
36	то же	5	8
37	понятий в	1	8
38	должно быть	5	8
39	как и	7	8
40	если бы	3	8
41	тем самым	4	8
42	в основе	5	8
43	о том	4	8
44	он не	3	8
45	точка зрения	3	8
46	как это	2	8
47	мы должны	2	8
48	и есть	2	7
49	в нем	15	7
50	но он	1	7
51	по себе	1	7
52	приводит к	3	7
53	так и	5	7
54	и на	3	6
55	могли бы	1	6
56	но в	4	6
57	в этой	1	6
58	как он	1	6
59	в другом	2	6
60	но если	1	6
61	не в	7	6
62	что оно	2	6
63	что все	2	6
64	языка и	1	6
65	и следовательно	1	6
66	этот вопрос	1	6
67	мы можем	6	6
68	но и	9	6
69	в той	1	6
70	в какой	2	6
71	к тому	1	6
72	в сфере	1	5
73	мере в	1	5
74	должна быть	4	5
75	как в	4	5
76	в своем	5	5
77	в которой	1	5
78	он должен	2	5
79	тому что	1	5
80	мысли и	1	5
81	с ним	5	5
82	что с	1	5
83	в то	4	5
84	никогда не	5	5
85	ничего не	6	5
86	этом отношении	2	5
87	можно было	4	5
88	по сравнению	1	5
89	можно сказать	2	5
90	обе эти	1	5
91	хотя бы	4	5
92	для него	1	5
93	тем что	2	5
94	сравнению с	1	5
95	как бы	22	5
96	не является	3	5
97	еще более	1	5
98	только что	1	5
99	не знает	3	5
100	время как	1	4
101	а только	2	4
102	за пределы	12	4
103	в самом	7	4
104	все эти	5	4
105	вообще не	7	4
106	при этом	5	4
107	подобно тому	1	4
108	это не	5	4
109	лучшем случае	2	4
110	мышления и	1	4
111	не имеет	9	4
112	в самых	1	4
113	могут быть	5	4
114	же самое	2	4
115	не есть	6	4
116	в пределах	6	4
117	еще не	7	4
118	то время	1	4
119	не могут	2	4
120	точек зрения	1	4
121	с другой	7	4
122	именно в	1	4
123	к которому	4	4
124	на этот	1	4
125	что мы	1	4
126	вместе с	1	4
127	тому как	1	4
128	в целом	3	4
129	в результате	1	4
130	бы в	1	4
131	связей и	1	4
132	в свою	2	4
133	самом деле	6	3
134	это и	1	3
135	в первом	1	3
136	целому ряду	1	3
137	к целому	1	3
138	говорить о	3	3
139	по своему	1	3
140	он может	2	3
141	но как	2	3
142	если в	1	3
143	оно является	1	3
144	показать что	2	3
145	все же	6	3
146	как уже	1	3
147	и как	8	3
148	в действительности	1	3
149	то в	1	3
150	как с	1	3
151	этого вопроса	1	3
152	на этом	2	3
153	и может	1	3
154	и тем	3	3
155	с тем	1	3
156	в научном	1	3
157	восприятия и	1	3
158	в этих	2	3
159	в их	10	3
160	сих пор	1	3
161	и более	2	3
162	из которых	2	3
163	каждого отдельного	1	3
164	не менее	4	3
165	до конца	1	3
166	что эта	2	3
167	в смысле	1	3
168	но что	1	3
169	идет в	1	3
170	и является	1	3
171	и его	16	3
172	связи с	2	3
173	все не	1	3
174	приходит к	1	3
175	свою очередь	1	3
176	в себя	2	3
177	и с	17	3
178	до сих	1	3
179	в чем	2	3
180	этих двух	1	3
181	к нему	10	3
182	что и	2	3
183	в лучшем	2	3
184	одной из	3	3
185	между тем	7	3
186	с одной	3	3
187	вопроса о	3	3
188	речь в	1	3
189	его и	1	3
190	в известной	3	3
191	в одном	1	3
192	а в	6	3
193	прежде всего	13	3
194	не на	5	3
195	в частности	2	3
196	чем в	2	3
197	по существу	2	3
198	потому и	1	3
199	но это	3	3
200	одной стороны	3	3
201	к его	2	3
202	к этой	1	3
203	к этому	2	3
204	значение в	1	3
205	они не	3	3
206	не иначе	1	2
207	отношения к	6	2
208	к данному	1	2
209	такое же	1	2
210	непосредственно не	1	2
211	исходит из	1	2
212	не имеют	2	2
213	их и	2	2
214	есть не	2	2
215	которую мы	3	2
216	совпадает с	2	2
217	я не	2	2
218	есть совершенно	1	2
219	основе этого	1	2
220	в ней	4	2
221	на их	1	2
222	столь же	2	2
223	во всех	11	2
224	мы будем	3	2
225	существенным образом	1	2
226	отличие от	5	2
227	связи и	3	2
228	которые не	1	2
229	стороны и	1	2
230	и к	3	2
231	помощью которого	1	2
232	нами в	2	2
233	только один	1	2
234	если он	1	2
235	к одному	1	2
236	в корне	2	2
237	свое время	1	2
238	и единство	1	2
239	именно это	1	2
240	что является	1	2
241	деятельность и	1	2
242	в совершенно	1	2
243	может возникнуть	1	2
244	на протяжении	1	2
245	не совпадает	2	2
246	в них	5	2
247	в высшей	5	2
248	все равно	1	2
249	остается совершенно	1	2
250	в своей	7	2
251	в котором	2	2
252	к предмету	1	2
253	установить что	1	2
254	как совокупность	1	2
255	эта деятельность	1	2
256	в отличие	5	2
257	его отношение	1	2
258	значение для	3	2
