N	3gram	Bakhtin_Pr_1	Marksizm
1	с точки зрения	15	13
2	не может быть	3	10
3	по отношению к	11	8
4	то же время	7	8
5	в то же	7	8
6	для того чтобы	2	6
7	в том что	7	6
8	в самом деле	2	5
9	то же самое	1	5
10	может быть и	1	5
11	но в то	2	5
12	с самого начала	2	5
13	в большинстве случаев	2	5
14	смысле этого слова	1	4
15	бы то ни	3	4
16	как если бы	1	4
17	то ни было	2	4
18	в отношении к	1	4
19	на самом деле	3	4
20	и не может	2	3
21	как мы сказали	1	3
22	в отличие от	2	3
23	до сих пор	2	3
24	в высшей степени	1	3
25	отсюда следует что	1	3
26	о том что	2	3
27	как мы уже	2	3
28	к тому что	1	3
29	какой бы то	1	2
30	в противном случае	1	2
31	том что он	4	2
32	того или иного	1	2
33	а не к	1	2
34	в зависимости от	3	2
35	по крайней мере	2	2
36	в значительной степени	1	2
37	во всяком случае	3	2
38	оно ни было	1	2
39	прав в том	1	2
40	или может быть	1	2
41	но и он	1	1
42	и у самого	1	1
43	твердого и устойчивого	1	1
44	для него не	1	1
45	приводит его к	1	1
46	вполне понятно что	1	1
47	а следовательно и	1	1
48	растворяет в себе	1	1
49	благоприятная почва для	1	1
50	прямо сказать что	1	1
51	для понимания и	1	1
52	в своей отдельности	1	1
53	а вовсе не	1	1
54	в процессе постепенного	1	1
55	дело в том	1	1
56	обычном смысле слова	1	1
57	позиции по отношению	1	1
58	как во всяком	1	1
59	том что это	1	1
60	он не может	1	1
61	в нем и	1	1
62	и последнее слово	1	1
63	тому что в	1	1
64	они не могут	1	1
65	где делаются попытки	1	1
66	в сущности только	2	1
67	до известной степени	1	1
68	сами по себе	3	1
69	при этих условиях	1	1
70	в той же	3	1
71	что все эти	1	1
72	в этом отношении	5	1
73	но он не	1	1
74	нашу точку зрения	2	1
75	ввести его в	1	1
76	то что обычно	1	1
77	в процессе этого	1	1
78	на себя самого	2	1
79	ведь если бы	1	1
80	основная тенденция его	1	1
81	в этой форме	2	1
82	должен быть сделан	1	1
83	в этом как	1	1
84	и тогда когда	1	1
85	если же мы	1	1
86	может быть понято	1	1
87	не только его	1	1
88	не только в	1	1
89	отношении к другому	1	1
90	отношению к нему	1	1
91	в обычном смысле	1	1
92	в одной плоскости	3	1
93	может выйти за	1	1
94	по сравнению с	1	1
95	является таким образом	1	1
96	для него в	1	1
97	не могут быть	1	1
98	во всех этих	1	1
99	в определенных условиях	1	1
100	и соответствующие им	1	1
101	в самой жизни	1	1
102	чтобы убедиться в	1	1
103	со всею отчетливостью	1	1
104	бы оно ни	1	1
105	мы уже говорили	1	1
106	само по себе	2	1
107	тем или иным	1	1
108	как впрочем и	1	1
109	можно прямо сказать	1	1
110	с другой стороны	2	1
111	в его целом	5	1
112	но они уже	1	1
113	и это не	3	1
114	не совпадает с	1	1
115	в той степени	1	1
116	однако не все	1	1
117	по себе а	1	1
118	они и не	1	1
119	так и в	1	1
120	не как целое	1	1
121	бы это было	1	1
122	для себя самого	1	1
123	к нему и	2	1
124	то перед нами	2	1
125	ни одна из	1	1
126	не разрушая и	1	1
127	но все же	1	1
128	можно сказать что	2	1
129	они ни были	1	1
130	это было так	1	1
131	может быть лишь	1	1
132	конечно не в	1	1
133	было так то	1	1
134	друг с другом	3	1
135	тем что он	1	1
136	как бы оно	1	1
137	но не только	1	1
138	если бы это	1	1
139	но для того	1	1
140	совершенно особый тип	1	1
141	и делает его	1	1
142	же самое слово	1	1
143	нам кажется что	2	1
