N	3gram	Trubetskoy_1	Istorich
1	мы видим что	1	8
2	не может быть	1	7
3	тем не менее	3	6
4	более или менее	5	5
5	с другой стороны	1	5
6	до сих пор	5	5
7	с одной стороны	7	4
8	на то что	2	4
9	в том что	3	4
10	по отношению к	1	3
11	то же самое	2	3
12	точно так же	3	3
13	в то время	1	3
14	в связи с	3	3
15	друг с другом	5	3
16	о том что	4	3
17	но все же	4	3
18	начинается с того	1	2
19	то ясно что	2	2
20	бы то ни	2	2
21	но не всегда	1	2
22	вместе с тем	8	2
23	так же как	3	2
24	то ни было	2	2
25	только в одном	1	2
26	обстоит дело с	1	2
27	в отличие от	1	2
28	том что они	1	2
29	мы видели что	1	2
30	один и тот	1	2
31	с самого начала	2	2
32	и тот же	1	2
33	здесь идет речь	1	1
34	переворот во всей	1	1
35	от неправильного понимания	1	1
36	что в этом	1	1
37	и здесь не	1	1
38	в прямом смысле	1	1
39	иметь в виду	1	1
40	имеется и в	1	1
41	в соответствии с	1	1
42	влечет за собой	2	1
43	о том как	1	1
44	только тогда когда	1	1
45	идет речь есть	1	1
46	с представлением о	1	1
47	должны прежде всего	1	1
48	но все это	2	1
49	отношении можно говорить	1	1
50	так чтобы не	1	1
51	сами по себе	1	1
52	друг на друга	2	1
53	а так как	3	1
54	только то что	1	1
55	но они не	1	1
56	но этим дело	1	1
57	не с тем	1	1
58	именно потому что	1	1
59	но в то	1	1
60	а не как	1	1
61	не только для	2	1
62	не в том	1	1
63	этим дело не	1	1
64	в этом направлении	1	1
65	тем или иным	1	1
66	мы должны прежде	1	1
67	в эту сторону	1	1
68	таким образом в	2	1
69	в первом случае	1	1
70	в одном из	1	1
71	но и для	2	1
72	у всех народов	1	1
73	он как бы	1	1
74	не более как	1	1
75	в этой роли	1	1
76	смысле этого слова	1	1
77	после того как	1	1
78	с течением времени	3	1
79	не совсем так	1	1
80	и что он	1	1
81	и в этом	2	1
82	для того чтобы	5	1
83	что и в	1	1
84	к тому же	4	1
85	но тем не	1	1
86	в этом отношении	2	1
87	до известной степени	1	1
