N	3gram	Propp_Isto_1	Marksizm
1	не может быть	7	10
2	по отношению к	3	8
3	в связи с	3	7
4	для того чтобы	1	6
5	в том что	4	6
6	то же самое	3	5
7	но в то	1	5
8	с самого начала	2	5
9	в большинстве случаев	4	5
10	смысле этого слова	1	4
11	бы то ни	2	4
12	то ни было	2	4
13	если бы он	1	3
14	самом же деле	1	3
15	в отличие от	2	3
16	на самом же	1	3
17	до сих пор	5	3
18	с одной стороны	4	3
19	о том что	3	3
20	к тому что	1	3
21	одной стороны и	1	2
22	а иногда и	1	2
23	какой бы то	1	2
24	мы никогда не	1	2
25	в противном случае	1	2
26	более или менее	5	2
27	того или иного	1	2
28	в зависимости от	2	2
29	но и в	2	2
30	так как если	1	2
31	в значительной степени	1	2
32	хотя бы в	1	2
33	на то что	4	2
34	к тому же	1	2
35	в другом месте	1	1
36	что иное как	1	1
37	в которой мы	1	1
38	как нам важно	1	1
39	только в пределах	1	1
40	не только по	1	1
41	он исходит из	1	1
42	может быть объяснено	1	1
43	не сами по	1	1
44	дело в том	3	1
45	не говоря уже	1	1
46	не совсем так	1	1
47	кажется что в	1	1
48	в соответствии с	1	1
49	в этом случае	1	1
50	обстоит дело с	2	1
51	в нем и	1	1
52	они не могут	1	1
53	говоря уже о	1	1
54	до известной степени	1	1
55	сами по себе	1	1
56	тесно связана с	1	1
57	как мы увидим	2	1
58	а может быть	1	1
59	в этом отношении	1	1
60	но они не	1	1
61	к тому или	1	1
62	но он не	1	1
63	лежат в основе	1	1
64	то что обычно	1	1
65	может оказаться что	2	1
66	но тем не	1	1
67	уже о том	1	1
68	это не совсем	1	1
69	не только в	1	1
70	же самое что	2	1
71	тем не менее	6	1
72	не могут быть	1	1
73	на первых порах	2	1
74	приводит к тому	1	1
75	совершенно не учитывается	1	1
76	так как нам	1	1
77	само по себе	2	1
78	в этом направлении	1	1
79	тем или иным	1	1
80	отношения к целому	1	1
81	между ним и	1	1
82	с другой стороны	5	1
83	и в соответствии	1	1
84	соответствии с этим	1	1
85	мы видели что	2	1
86	таким образом в	1	1
87	которые приводят к	1	1
88	по себе а	1	1
89	никогда не может	1	1
90	качестве столь же	1	1
91	если бы в	1	1
92	не что иное	1	1
93	и в особенности	1	1
94	но все же	3	1
95	тому или иному	1	1
96	пролить свет на	1	1
97	может быть признано	1	1
98	для него как	1	1
99	друг с другом	3	1
100	быть не может	1	1
101	и между ними	1	1
102	в качестве столь	1	1
