N	2gram	Propp_Russ_2	Dialekti
1	и не	1	30
2	т е	24	25
3	и т	5	21
4	т д	5	19
5	и в	29	18
6	ничего не	1	17
7	может быть	13	17
8	и есть	1	16
9	в нем	1	16
10	не имеет	3	15
11	так что	4	15
12	потому что	5	14
13	а не	4	14
14	не только	10	13
15	и даже	1	13
16	то что	5	13
17	что в	22	13
18	в этом	11	12
19	было бы	3	12
20	если бы	1	12
21	и что	5	12
22	не может	5	12
23	в мифе	1	12
24	что это	3	11
25	что он	1	11
26	так как	13	11
27	как бы	18	11
28	все это	10	11
29	то же	4	10
30	несмотря на	1	10
31	прежде всего	2	10
32	сказать что	1	10
33	и то	2	9
34	отнюдь не	1	9
35	так и	1	9
36	это не	5	9
37	том что	22	9
38	никогда не	2	9
39	в том	22	9
40	но это	1	8
41	к нему	4	8
42	совершенно не	2	8
43	и как	2	7
44	что она	3	7
45	не просто	1	7
46	но и	8	7
47	но в	5	6
48	с другой	2	6
49	не в	4	6
50	она не	3	6
51	в то	2	6
52	с ним	1	6
53	можно сказать	1	6
54	ни с	1	6
55	не было	2	6
56	говорить о	1	5
57	отношение к	1	5
58	в своем	1	5
59	все же	2	5
60	на то	1	5
61	и с	10	5
62	а потом	1	5
63	в этих	3	5
64	но если	3	5
65	в виду	2	5
66	можно было	2	5
67	не с	2	5
68	мы должны	1	5
69	в особенности	1	5
70	говорит о	2	5
71	и пр	2	5
72	есть и	1	5
73	или не	1	5
74	а в	9	5
75	это и	2	4
76	то это	1	4
77	даже просто	1	4
78	как он	1	4
79	об этом	2	4
80	он есть	2	4
81	и более	1	4
82	на всю	1	4
83	что эта	1	4
84	и притом	1	4
85	к ней	2	4
86	ничего общего	1	4
87	как мы	3	4
88	не могу	1	4
89	и вообще	1	4
90	о том	9	4
91	от него	1	4
92	быть и	1	4
93	но не	5	4
94	в котором	3	4
95	в конце	1	4
96	как раз	1	4
97	как это	4	4
98	хотя и	1	4
99	так же	4	4
100	другой стороны	1	4
101	во всяком	1	4
102	этот обряд	6	3
103	но она	2	3
104	в ней	1	3
105	на самом	2	3
106	если в	1	3
107	что они	1	3
108	если она	2	3
109	стороны и	1	3
110	более или	1	3
111	от этого	1	3
112	но эта	1	3
113	в самом	1	3
114	та же	2	3
115	всех этих	1	3
116	и еще	2	3
117	то как	1	3
118	но все	1	3
119	в одну	1	3
120	обе стороны	2	3
121	в них	4	3
122	должно быть	2	3
123	или менее	1	3
124	в их	2	3
125	в основе	1	3
126	случае не	1	3
127	иметь в	1	3
128	в науке	1	3
129	только с	1	3
130	могут быть	2	3
131	и всех	1	3
132	и о	3	3
133	жизнь и	2	3
134	что и	2	3
135	может иметь	1	3
136	один из	2	3
137	но с	1	3
138	к свету	1	3
139	только в	1	3
140	очень много	1	3
141	только на	1	3
142	даже не	1	3
143	что для	3	3
144	а он	2	3
145	и потому	1	3
146	в данном	6	3
147	в его	1	3
148	не является	1	3
149	и все	4	3
150	у них	2	3
151	только что	1	3
152	религии и	1	3
153	можно говорить	1	2
154	же как	4	2
155	и состоит	1	2
156	что если	1	2
157	вопрос о	4	2
158	время как	1	2
159	в полной	1	2
160	мы и	1	2
161	из этих	2	2
162	относится к	1	2
163	что именно	1	2
164	с этим	2	2
165	что касается	1	2
166	и где	1	2
167	не был	2	2
168	все эти	3	2
169	тому же	1	2
170	связанные с	2	2
171	в первую	1	2
172	в виде	4	2
173	на земле	5	2
174	на этом	3	2
175	образа и	1	2
176	это конечно	1	2
177	могла бы	1	2
178	с другими	3	2
179	чаще всего	1	2
180	мы имеем	6	2
181	с этой	2	2
182	как и	11	2
183	для чего	1	2
184	и тогда	1	2
185	и при	2	2
186	в своей	2	2
187	нас не	2	2
188	можно найти	1	2
189	всяком случае	1	2
190	во всем	2	2
191	в которых	4	2
192	и от	3	2
193	ко всему	1	2
194	не менее	2	2
195	но они	1	2
196	как можно	2	2
197	хотя это	1	2
198	как о	1	2
199	дело не	2	2
200	к ним	1	2
201	учения о	1	2
202	заметить что	2	2
203	и является	1	2
204	же он	1	2
205	из того	1	2
206	и эта	1	2
207	этом отношении	1	2
208	которое в	2	2
209	как только	1	2
210	и это	1	2
211	на нем	1	2
212	идет речь	1	2
213	и совершенно	1	2
214	в другом	1	2
215	мог бы	1	2
216	или на	8	2
217	можно только	1	2
218	них есть	1	2
219	для этого	5	2
220	для того	6	2
221	и следовательно	1	2
222	в него	2	2
223	того что	3	2
224	же можно	1	2
225	в современной	1	2
226	что здесь	3	2
227	с ними	1	2
228	мы увидим	1	2
229	и так	1	2
230	с одной	2	2
231	в качестве	3	2
232	же и	1	2
233	уже не	4	2
234	то и	4	2
235	только тогда	3	2
236	как более	1	2
237	из них	4	2
238	но есть	1	2
239	для него	1	2
240	ее на	2	2
241	живой и	1	2
242	как у	1	2
243	тот кто	1	2
244	именно в	4	2
245	здесь в	2	2
246	с той	1	2
247	а с	2	2
248	с ней	5	2
249	только как	2	2
250	о чем	4	2
251	если это	1	2
252	или по	1	2
253	как в	7	2
