N	2gram	Propp_Russ_1	formyVre
1	и в	36	46
2	в этом	12	22
3	и т	10	14
4	и его	1	12
5	во всех	4	11
6	не только	22	11
7	только в	4	11
8	т п	1	11
9	как бы	5	10
10	то есть	3	10
11	во время	14	10
12	точки зрения	3	10
13	в том	17	10
14	но в	2	10
15	мы уже	1	9
16	у него	2	9
17	но и	16	9
18	вместе с	10	9
19	и не	6	9
20	и для	2	9
21	то же	3	8
22	как и	10	8
23	с точки	3	8
24	потому что	10	8
25	связи с	4	8
26	в его	2	8
27	из них	8	8
28	в связи	4	8
29	в основном	3	8
30	жизни и	1	8
31	и на	10	7
32	всех этих	2	7
33	так и	7	7
34	в них	6	7
35	может быть	8	7
36	в одном	3	7
37	то что	6	7
38	как мы	10	6
39	еще не	4	6
40	все же	5	6
41	и наконец	1	6
42	при этом	6	6
43	и с	2	6
44	его в	1	6
45	в основе	1	6
46	те же	1	6
47	и во	1	6
48	так как	15	6
49	в особенности	2	6
50	все это	6	6
51	и все	1	6
52	но не	2	5
53	с этим	2	5
54	в своем	3	5
55	все эти	2	5
56	связанные с	3	5
57	он не	1	5
58	в нем	2	5
59	в то	1	5
60	в дальнейшем	2	5
61	и у	5	5
62	и др	4	5
63	в частности	2	5
64	в пределах	1	5
65	по существу	4	5
66	что в	19	5
67	также и	1	4
68	и он	1	4
69	значение и	2	4
70	что они	7	4
71	в истории	1	4
72	как в	5	4
73	уже в	1	4
74	из этих	4	4
75	в себе	1	4
76	их в	3	4
77	и было	1	4
78	том что	19	4
79	место в	1	4
80	том же	2	4
81	смерти и	1	4
82	в образе	2	4
83	с ним	2	4
84	о том	8	4
85	так что	2	4
86	с другом	1	4
87	и их	4	4
88	а не	2	4
89	отнюдь не	2	4
90	друг с	1	4
91	кн iii	1	4
92	же в	1	4
93	есть и	1	4
94	ему в	1	3
95	в виду	1	3
96	того же	1	3
97	а следовательно	1	3
98	мы еще	1	3
99	другой пример	1	3
100	точка зрения	1	3
101	хотя и	2	3
102	целый ряд	1	3
103	как уже	4	3
104	и как	2	3
105	весь мир	1	3
106	в этот	10	3
107	уже не	6	3
108	та же	2	3
109	в большинстве	2	3
110	т д	9	3
111	и по	8	3
112	прежде чем	1	3
113	таким образом	6	3
114	здесь мы	1	3
115	а затем	1	3
116	в совершенно	1	3
117	связанных с	1	3
118	по всему	1	3
119	в их	4	3
120	в которых	5	3
121	что было	1	3
122	не могли	1	3
123	как можно	2	3
124	следовательно и	1	3
125	кроме того	1	3
126	к тому	4	3
127	имеет место	2	3
128	себя и	2	3
129	на основе	1	3
130	мы наблюдаем	2	3
131	жизнь и	1	3
132	а также	3	3
133	как у	1	3
134	что и	7	3
135	того что	4	3
136	тот же	1	3
137	что он	1	3
138	в качестве	3	3
139	за счет	2	3
140	большинстве случаев	2	3
141	в прошлом	2	3
142	тем что	4	3
143	в форме	1	3
144	что на	4	3
145	не было	2	3
146	не на	2	3
147	на смерть	1	3
148	о чем	3	3
149	в это	3	3
150	вверх и	1	3
151	к вопросу	2	3
152	не является	1	3
153	в этих	3	3
154	а в	9	3
155	но эти	3	3
156	и другие	13	3
157	к этому	4	3
158	ту же	1	2
159	тем же	1	2
160	и так	1	2
161	характерное для	1	2
162	из самых	1	2
163	и до	2	2
164	оно было	1	2
165	мы имеем	4	2
166	говорить о	1	2
167	жизни как	1	2
168	они были	2	2
169	в фольклоре	2	2
170	он был	2	2
171	не был	1	2
172	в час	1	2
173	совсем не	1	2
174	если в	3	2
175	к ним	3	2
176	входили в	1	2
177	значение имеет	1	2
178	и к	3	2
179	от этого	1	2
180	и питье	1	2
181	в этой	1	2
182	как он	2	2
183	под землей	3	2
184	после этого	4	2
185	он так	2	2
186	на этом	3	2
187	далеко не	3	2
188	с тем	8	2
189	со своими	1	2
190	которой он	1	2
191	одна и	1	2
192	мы видели	1	2
193	необходимо указать	1	2
194	представление о	3	2
195	далее в	2	2
196	одном из	1	2
197	но эта	1	2
198	и более	2	2
199	в той	1	2
200	вплоть до	4	2
201	она не	2	2
202	природа и	1	2
203	в день	6	2
204	там где	2	2
205	и всегда	1	2
206	на землю	1	2
207	все стороны	1	2
208	особое значение	1	2
209	ссылаясь на	1	2
210	этом отношении	1	2
211	в духе	1	2
212	могут быть	2	2
213	и потому	2	2
214	и это	1	2
215	и о	1	2
216	для нового	1	2
217	гл iii	1	2
218	но здесь	1	2
219	находится в	2	2
220	и та	1	2
221	влияние на	1	2
222	можно сказать	1	2
223	борьбе с	1	2
224	это не	10	2
225	значит что	2	2
226	что здесь	1	2
227	быть и	2	2
228	один из	8	2
229	мы видим	2	2
230	и детей	1	2
231	и других	7	2
232	до того	2	2
233	они сами	1	2
234	каждый из	1	2
235	их нужно	1	2
236	не были	2	2
237	этом ряду	1	2
238	сюда же	1	2
239	было бы	1	2
240	наконец в	1	2
241	в некоторых	4	2
242	и пр	2	2
243	их не	2	2
244	у нас	8	2
245	не знает	1	2
246	до конца	2	2
247	и самый	1	2
248	если не	1	2
249	что все	1	2
250	в эпосе	1	2
251	не может	4	2
252	так же	3	2
253	как это	8	2
254	с рождением	1	2
255	по своему	1	2
256	в данном	1	2
257	наряду с	1	2
258	обжорства и	1	2
259	и всех	1	2
260	этот не	1	2
261	этом случае	5	2
262	только для	2	2
263	в двух	1	2
264	но это	4	2
265	между ними	1	2
266	в иной	1	2
267	в заключение	1	2
268	как на	1	2
269	во всяком	1	2
270	все что	1	2
271	который должен	1	1
272	то на	3	1
273	можно говорить	2	1
274	говоря о	1	1
275	например в	2	1
276	чтобы не	1	1
277	и действительно	1	1
278	мы здесь	1	1
279	на самом	2	1
280	значении этого	1	1
281	по преимуществу	1	1
282	не имеют	1	1
283	должна быть	1	1
284	видеть в	1	1
285	а вечером	1	1
286	их и	3	1
287	в несколько	1	1
288	что если	1	1
289	которую мы	1	1
290	фольклоре не	1	1
291	вопрос о	1	1
292	на место	1	1
293	названия и	1	1
294	и самой	1	1
295	же что	1	1
296	пр и	1	1
297	в числе	2	1
298	в каждой	1	1
299	это время	2	1
300	в ней	2	1
301	в народном	1	1
302	между собой	2	1
303	в чем	1	1
304	с его	1	1
305	это имеет	2	1
306	в нашем	2	1
307	самом деле	1	1
308	с трудом	1	1
309	в общем	1	1
310	себе и	1	1
