N	3gram	Voloshinov_1	Narrotol
1	в том что	1	8
2	в данном случае	1	6
3	с одной стороны	1	5
4	о том что	2	4
5	в этом отношении	1	3
6	той или иной	1	3
7	в конечном счете	2	3
8	можно сказать что	3	3
9	с точки зрения	6	2
10	на самом деле	4	2
11	подобно тому как	1	2
12	именно то что	1	2
13	а то и	1	2
14	имеем дело с	1	2
15	так же как	2	2
16	не может быть	3	2
17	все то что	2	2
18	и того же	1	1
19	что иное как	1	1
20	в чем не	3	1
21	при всей ее	1	1
22	то что я	1	1
23	всех без исключения	1	1
24	прежде всего на	1	1
25	в самом деле	2	1
26	в этом смысле	3	1
27	как это делает	1	1
28	то же самое	1	1
29	по сравнению с	3	1
30	если они становятся	1	1
31	не может иметь	1	1
32	в другом человеке	1	1
33	можно было бы	1	1
34	а с другой	1	1
35	может быть только	1	1
36	всей моей жизни	1	1
37	до сих пор	3	1
38	можно ли признать	1	1
39	следует заметить что	1	1
40	каждого из этих	1	1
41	на первый взгляд	1	1
42	все эти столь	1	1
43	в связи с	1	1
44	нет никаких оснований	2	1
45	во всяком случае	3	1
46	поры до времени	1	1
47	смысле они не	1	1
48	а потому не	1	1
49	было на самом	1	1
50	этой точки зрения	1	1
51	ни в чем	3	1
52	для него уже	1	1
53	с этой точки	1	1
54	по аналогии с	2	1
55	так и в	1	1
56	по его мнению	1	1
57	одного и того	1	1
58	в большинстве случаев	3	1
59	в том смысле	1	1
60	не что иное	1	1
61	для того чтобы	1	1
62	до поры до	1	1
63	обратим внимание на	1	1
