N	4gram	Tiupa_Vved_1	Analitik
1	одного и того же	1	3
2	в то же время	3	3
3	который в свою очередь	1	2
4	мы имеем дело с	2	1
5	поступки только раскрывают содержание	1	1
6	не отделен от своей	1	1
7	не что иное как	1	1
8	индивида и его поступки	1	1
9	судьбы они едины судьба	1	1
10	и его поступки только	1	1
11	мысль о том что	1	1
12	в той или иной	1	1
13	есть на самом деле	1	1
14	сторону индивида и его	1	1
15	состояла в том чтобы	1	1
16	судьба выражает внеличную сторону	1	1
17	внеличную сторону индивида и	1	1
18	имеет в своем составе	1	1
19	только раскрывают содержание судьбы	1	1
20	едины судьба выражает внеличную	1	1
21	они едины судьба выражает	1	1
22	от своей судьбы они	1	1
23	его поступки только раскрывают	1	1
24	то же время они	1	1
25	своей судьбы они едины	1	1
26	отделен от своей судьбы	1	1
27	один и тот же	1	1
28	выражает внеличную сторону индивида	1	1
