N	2gram	Losev_Dial_3	Istorich
1	и в	24	26
2	т е	48	22
3	так как	6	18
4	мы имеем	1	14
5	никогда не	7	13
6	потому что	7	13
7	и на	3	12
8	в этом	8	12
9	таким образом	13	12
10	в том	5	12
11	что в	7	12
12	может быть	13	11
13	связь с	1	11
14	и т	24	10
15	не только	23	10
16	том что	8	10
17	представления о	1	10
18	с другой	4	10
19	и не	27	10
20	еще не	2	9
21	о смерти	1	9
22	представление о	1	9
23	а именно	2	9
24	что он	13	9
25	но и	9	9
26	и это	4	8
27	все эти	3	8
28	все же	3	8
29	в нем	3	8
30	т д	23	8
31	на небо	2	8
32	с ним	1	8
33	вместе с	1	8
34	другой стороны	2	8
35	например в	2	7
36	но в	2	7
37	мы можем	1	7
38	и его	5	7
39	о том	6	7
40	с одной	3	7
41	уже не	5	7
42	представлений о	1	7
43	у него	2	7
44	превращается в	6	7
45	одной стороны	3	7
46	мы уже	3	6
47	мы не	5	6
48	в ином	1	6
49	так в	2	6
50	и с	6	6
51	в виде	8	6
52	то что	14	6
53	ее в	2	6
54	не может	19	6
55	то же	6	5
56	в ней	2	5
57	в жертву	2	5
58	не будет	3	5
59	чаще всего	2	5
60	и этим	3	5
61	как и	7	5
62	и эти	2	5
63	и что	15	5
64	же мы	2	5
65	в то	5	5
66	мифе о	1	5
67	то это	9	5
68	так и	5	5
69	нас к	2	5
70	в его	2	5
71	только в	5	5
72	тем что	3	5
73	у нас	4	5
74	как это	5	5
75	его в	1	5
76	на небе	1	5
77	как мы	2	4
78	и он	2	4
79	с его	2	4
80	что оно	7	4
81	но как	2	4
82	из этих	2	4
83	имеем в	1	4
84	после этого	1	4
85	и по	2	4
86	это не	4	4
87	и тем	2	4
88	не всегда	1	4
89	не имели	1	4
90	совершенно ясно	1	4
91	что и	6	4
92	в других	1	4
93	до сих	1	4
94	прежде всего	8	4
95	зависит от	2	4
96	как бы	3	4
97	в это	1	4
98	сих пор	1	4
99	но это	5	4
100	в мифе	13	4
101	есть и	12	4
102	все что	3	4
103	же как	2	3
104	и то	4	3
105	имеем и	1	3
106	должна быть	6	3
107	на место	1	3
108	время как	4	3
109	из которых	3	3
110	независимо от	1	3
111	и наконец	1	3
112	та же	1	3
113	в себе	2	3
114	если он	1	3
115	вообще не	2	3
116	что она	9	3
117	при этом	2	3
118	если бы	6	3
119	и вот	2	3
120	в них	5	3
121	нет в	1	3
122	такой же	1	3
123	и ее	3	3
124	в одном	1	3
125	не в	3	3
126	их в	2	3
127	она не	3	3
128	на котором	2	3
129	того как	1	3
130	вопрос не	1	3
131	могут быть	2	3
132	вот почему	1	3
133	как только	1	3
134	его с	1	3
135	по воздуху	1	3
136	меня в	2	3
137	данном случае	1	3
138	то время	4	3
139	только через	1	3
140	имеется в	3	3
141	показывает что	2	3
142	другими словами	7	3
143	там в	1	3
144	от него	1	3
145	же можно	2	3
146	но так	1	3
147	иной мир	1	3
148	меня и	2	3
149	в качестве	1	3
150	так что	8	3
151	при помощи	3	3
152	эти три	1	3
153	от того	4	3
154	и только	6	3
155	со стороны	2	3
156	далеко не	1	3
157	больше и	1	3
158	от этого	1	3
159	не было	3	3
160	в частности	2	3
161	в него	1	3
162	в данном	2	3
163	и от	3	3
164	кроме того	6	3
165	только одна	3	3
166	или в	2	3
167	вопрос о	5	3
168	на первый	4	3
169	превратился в	2	3
170	а в	2	3
171	и эта	1	3
172	сказать что	4	3
173	из этого	2	3
174	как на	5	3
175	в своих	2	3
176	они не	2	3
177	только он	2	2
178	ту же	1	2
179	из другого	1	2
180	что эти	1	2
181	и больше	4	2
182	то самое	1	2
183	душу в	1	2
184	что иное	6	2
185	он был	1	2
186	первый план	4	2
187	но не	2	2
188	то он	1	2
189	тогда как	1	2
190	в свои	1	2
191	на то	3	2
192	в одной	3	2
193	с этим	3	2
194	в своем	3	2
195	перед нами	3	2
196	целый ряд	2	2
197	и как	8	2
198	что это	12	2
199	и они	2	2
200	то и	3	2
201	но он	1	2
202	он не	5	2
203	и миф	3	2
204	из него	1	2
205	людей и	2	2
206	с этой	5	2
207	но все	1	2
208	его не	2	2
209	его имени	1	2
210	было бы	5	2
211	известно что	1	2
212	обе стороны	2	2
213	ни в	9	2
214	солнце и	2	2
215	вовсе не	13	2
216	это очевидно	1	2
217	или вообще	1	2
218	я его	1	2
219	она в	1	2
220	начиная от	1	2
221	миф о	3	2
222	силу и	1	2
223	на другую	1	2
224	без всяких	1	2
225	есть еще	3	2
226	миф и	3	2
227	что этот	2	2
228	где нет	1	2
229	даже в	1	2
230	тем самым	3	2
231	которых он	1	2
232	не имеет	11	2
233	одна из	3	2
234	на него	1	2
235	не вполне	2	2
236	тела и	1	2
237	нет ни	2	2
238	зависимости от	3	2
239	отличается от	8	2
240	должны быть	3	2
241	к тому	4	2
242	от нее	1	2
243	за что	1	2
244	утверждать что	6	2
245	с мифом	1	2
246	этот миф	3	2
247	представляли себе	1	2
248	здесь не	1	2
249	только то	1	2
250	и сам	1	2
251	что у	2	2
252	о котором	1	2
253	ничего не	17	2
254	с соответствующими	1	2
255	можно сказать	1	2
256	чтобы получить	1	2
257	эти два	1	2
258	все время	3	2
259	в лице	1	2
260	того что	12	2
261	или же	3	2
262	самого себя	1	2
263	мы знаем	3	2
264	не так	1	2
265	никто не	2	2
266	всяком случае	2	2
267	есть душа	2	2
268	мы находим	1	2
269	смерти и	1	2
270	их можно	1	2
271	и свои	1	2
272	близок к	1	2
273	что не	5	2
274	в некоторых	1	2
275	а не	26	2
276	о чем	1	2
277	что из	1	2
278	он и	3	2
279	уже давно	1	2
280	так же	4	2
281	оно только	1	2
282	когда мы	2	2
283	что же	11	2
284	быть только	2	2
285	стороны и	1	2
286	значит что	24	2
287	и формы	2	2
288	что мы	8	2
289	видно что	1	2
290	но для	2	2
291	что там	1	2
292	мира и	3	2
293	для нас	2	2
294	только что	4	2
295	в этих	1	2
296	но вот	2	2
297	не есть	54	2
298	е в	4	2
299	или он	1	2
300	жизни и	5	2
301	также не	3	2
302	я могу	1	2
303	точно так	2	2
304	во всяком	2	2
305	что отношение	1	1
306	речь идет	1	1
307	отношения к	1	1
308	также и	2	1
309	имеет как	1	1
310	таком случае	10	1
311	не видим	2	1
312	в связи	1	1
313	часто также	1	1
314	только потому	2	1
315	мере в	3	1
316	и есть	16	1
317	очень много	1	1
318	этого он	2	1
319	в зависимости	2	1
320	и этот	1	1
321	а как	1	1
322	есть не	9	1
323	если я	2	1
324	или наоборот	1	1
325	мифа о	1	1
326	на первом	1	1
327	что если	2	1
328	ответить на	1	1
329	выходит из	1	1
330	но она	3	1
331	как то	1	1
332	оно есть	2	1
333	но то	2	1
334	что можно	2	1
335	же что	1	1
336	перенесенный в	1	1
337	себе что	1	1
338	так или	2	1
339	приведенных примерах	1	1
340	и сами	2	1
341	на них	2	1
342	чего оно	1	1
343	думая что	1	1
344	что его	5	1
345	так если	1	1
346	во всех	1	1
347	основано на	2	1
348	природы и	2	1
349	то мы	1	1
350	друг на	1	1
351	же она	3	1
352	другие предметы	1	1
353	только тогда	3	1
354	он будет	3	1
355	иногда и	1	1
356	тут же	1	1
357	не просто	18	1
358	есть просто	4	1
359	мифом и	3	1
360	или эта	1	1
361	бывает очень	1	1
362	в истории	4	1
363	идет о	1	1
364	что именно	3	1
365	что как	1	1
366	миф не	5	1
367	и нет	7	1
368	этой стороны	1	1
369	помнить что	1	1
370	однако не	2	1
371	и где	2	1
372	хотя и	5	1
373	и к	5	1
374	более или	1	1
375	есть ли	5	1
376	в этот	1	1
377	выше мы	1	1
378	ни один	2	1
379	учение о	8	1
380	но на	2	1
381	дальше и	1	1
