N	2gram	Medvedev_F_2	Tvorches
1	и в	38	20
2	и т	14	13
3	не только	9	13
4	т д	5	11
5	никогда не	2	11
6	как бы	4	11
7	таким образом	20	10
8	в то	5	10
9	в его	10	10
10	и его	21	9
11	и не	20	9
12	при этом	9	8
13	и с	9	8
14	в том	11	8
15	может быть	23	8
16	в этом	27	8
17	прежде всего	15	8
18	но и	13	8
19	то же	6	7
20	это не	2	7
21	л п	1	7
22	представление о	2	7
23	же время	5	7
24	потому что	2	7
25	не может	14	7
26	что в	7	7
27	в целом	3	6
28	как и	9	6
29	в своей	7	6
30	что он	5	6
31	так и	8	6
32	в конце	2	6
33	именно в	5	6
34	а не	6	6
35	все это	3	6
36	например в	3	5
37	и на	3	5
38	но не	2	5
39	все же	8	5
40	в этой	6	5
41	если он	1	5
42	и сам	1	5
43	о том	1	5
44	и даже	4	5
45	но это	2	5
46	читателя в	1	5
47	так же	1	5
48	мы не	3	4
49	все эти	6	4
50	и достоевский	1	4
51	что они	4	4
52	отнюдь не	8	4
53	как в	4	4
54	хотя и	3	4
55	но в	4	4
56	за собой	1	4
57	не в	15	4
58	в дальнейшем	4	4
59	в принципе	1	4
60	если бы	5	4
61	тем самым	2	4
62	а а	1	4
63	ничего не	4	4
64	в известной	2	4
65	в чем	2	4
66	а в	6	4
67	если не	1	4
68	и от	2	4
69	героя в	1	4
70	том что	2	4
71	одним из	1	3
72	же как	3	3
73	и отчасти	3	3
74	и через	1	3
75	в одной	2	3
76	это определение	1	3
77	в себе	1	3
78	в нем	13	3
79	он не	6	3
80	евгения онегина	1	3
81	в плане	2	3
82	его в	3	3
83	и мы	1	3
84	в самом	16	3
85	в котором	2	3
86	в их	6	3
87	место в	3	3
88	тем что	8	3
89	и это	2	3
90	с ним	2	3
91	до сих	1	3
92	между тем	2	3
93	этот вопрос	2	3
94	уже не	7	3
95	для него	7	3
96	так как	4	3
97	то что	6	3
98	и др	3	3
99	что не	4	3
100	превращается в	2	3
101	вместе с	6	3
102	сих пор	1	3
103	один из	2	3
104	не является	3	3
105	одной из	1	3
106	в своих	1	3
107	к этому	4	3
108	в таком	2	3
109	как известно	1	2
110	относится и	2	2
111	таком случае	1	2
112	начинается с	1	2
113	самом деле	8	2
114	от этой	1	2
115	и есть	1	2
116	по преимуществу	5	2
117	проникает в	1	2
118	говорить о	5	2
119	в ее	2	2
120	они имеют	1	2
121	во многом	1	2
122	во что	1	2
123	так что	1	2
124	в истории	6	2
125	и поэтому	1	2
126	и наконец	4	2
127	в этот	1	2
128	в которой	2	2
129	в литературном	1	2
130	бы не	1	2
131	т п	9	2
132	особое место	1	2
133	но ведь	3	2
134	так сказать	3	2
135	быть поняты	1	2
136	в статье	4	2
137	едва ли	2	2
138	идеологических конфликтов	1	2
139	и по	2	2
140	при помощи	2	2
141	особенно в	3	2
142	такой же	3	2
143	и еще	1	2
144	в такой	2	2
145	не столько	4	2
146	в отличие	2	2
147	их в	2	2
148	влечет за	1	2
149	не могли	2	2
150	для определения	2	2
151	между людьми	1	2
152	не менее	1	2
153	как о	4	2
154	на него	1	2
155	в процессе	9	2
156	родился в	1	2
157	и лишь	2	2
158	другой стороны	4	2
159	что на	2	2
160	у нас	1	2
161	мы узнаем	1	2
162	могут быть	6	2
163	ли не	1	2
164	ориентировался на	1	2
165	же не	1	2
166	так в	3	2
167	приводит к	2	2
168	роль в	3	2
169	сводится к	5	2
170	что его	1	2
171	и только	5	2
172	крайней мере	1	2
173	всяком случае	5	2
174	все время	6	2
175	в литературе	1	2
176	к которому	1	2
177	с ними	2	2
178	только в	6	2
179	б м	3	2
180	и ее	6	2
181	точка зрения	1	2
182	уже в	2	2
183	героя с	1	2
184	в виде	1	2
185	или даже	2	2
186	и других	2	2
187	из них	4	2
188	не так	2	2
189	вовсе не	11	2
190	только с	1	2
191	отличие от	2	2
192	этой задачи	1	2
193	рядом с	1	2
194	с другим	1	2
195	с другой	3	2
196	не было	6	2
197	на этот	1	2
198	зависит от	1	2
199	по крайней	1	2
200	в россии	1	2
201	в первой	1	2
202	более того	5	2
203	сюжета и	3	2
204	в основе	5	2
205	с другими	10	2
206	это все	1	2
207	к самому	1	2
208	связь с	1	2
209	но если	1	2
210	и без	1	2
211	из этого	2	2
212	но эти	1	2
213	в искусстве	2	2
214	во всяком	5	2
215	вряд ли	2	1
216	можно говорить	2	1
217	художественного произведения	6	1
218	как его	2	1
219	связана с	1	1
220	нравов и	1	1
221	только потому	1	1
222	и должно	5	1
223	это и	5	1
224	мы говорим	4	1
225	в первом	7	1
226	из его	1	1
227	объясняется и	1	1
228	той же	1	1
229	в литературу	1	1
230	является часто	1	1
231	из всего	3	1
232	самое же	1	1
233	что если	1	1
234	и тут	1	1
235	в первый	5	1
236	что уже	1	1
237	на место	1	1
238	из своих	1	1
239	этом не	1	1
240	не была	2	1
241	но такое	1	1
242	это казалось	1	1
243	не вполне	1	1
244	то это	3	1
245	для литературы	1	1
246	же что	1	1
247	свою очередь	1	1
248	литературы и	4	1
249	он был	2	1
250	с его	11	1
251	во всех	5	1
252	в сюжете	3	1
253	иного рода	1	1
254	а тем	1	1
255	отказ от	1	1
256	но как	2	1
257	а только	2	1
258	в противоречии	1	1
259	таково же	1	1
260	если в	3	1
261	менее всего	3	1
262	и диалога	1	1
263	отношение к	2	1
264	или иное	1	1
265	стал бы	2	1
266	изображения и	1	1
267	чем же	3	1
268	этот прием	2	1
269	иметь характер	1	1
270	оказывается не	1	1
271	общего с	1	1
272	с этим	5	1
273	и нет	1	1
274	сюжета на	1	1
275	однако не	3	1
276	перед нами	2	1
277	была призвана	1	1
278	и как	3	1
279	всего возникает	1	1
280	его к	1	1
281	и к	4	1
282	не творит	1	1
283	что это	3	1
284	чуть ли	1	1
285	из этих	3	1
286	думать что	1	1
287	с их	1	1
288	элементов в	2	1
289	и до	3	1
290	всегда на	1	1
291	на то	1	1
292	доказывать что	1	1
293	главным образом	3	1
294	сказать в	1	1
295	эта система	1	1
296	поскольку он	2	1
297	высшей степени	4	1
298	к одному	1	1
299	не к	2	1
300	для русского	1	1
301	же самая	1	1
302	спрашивается что	1	1
303	можно было	1	1
304	учения в	1	1
305	в каждом	1	1
306	значение в	1	1
307	входит в	4	1
308	того или	4	1
309	подходит к	1	1
310	понять его	1	1
311	было бы	6	1
312	должен был	2	1
313	образом сюжет	1	1
314	по себе	7	1
315	ведь в	1	1
316	в ином	3	1
317	ни в	2	1
318	для них	3	1
319	в них	1	1
320	нет в	1	1
321	сюжете и	1	1
322	несмотря на	1	1
323	мы видели	4	1
324	мы знаем	3	1
325	ведет к	1	1
326	им не	1	1
327	в развитии	2	1
328	должно быть	2	1
329	вячеслав иванов	1	1
330	остается в	1	1
331	в эту	1	1
332	построения романа	1	1
333	в этих	2	1
334	метода в	2	1
335	его статье	1	1
336	отчасти в	1	1
337	это наслаждение	1	1
338	прием в	1	1
339	если можно	1	1
340	знаем что	1	1
341	и о	2	1
342	должны были	2	1
343	является только	1	1
344	но он	1	1
345	и более	2	1
346	сюжет как	1	1
347	произведения в	2	1
348	возвращается к	1	1
349	любовь к	1	1
350	даже в	2	1
351	сам он	2	1
352	всего его	1	1
353	тому что	2	1
354	автора и	1	1
355	др однако	1	1
356	виду что	1	1
357	о значении	1	1
358	она не	2	1
359	русского романа	1	1
360	которой не	1	1
361	дело в	1	1
362	она ни	3	1
363	их противоположности	1	1
364	важным этапом	1	1
365	чем не	1	1
366	это еще	1	1
367	мышления и	1	1
368	не имеет	2	1
369	вопрос не	1	1
370	действительности но	1	1
371	дает нам	1	1
372	в русском	1	1
373	к ней	1	1
374	за которой	1	1
375	и является	1	1
376	не похож	1	1
377	как будто	1	1
378	в области	3	1
379	и несколько	1	1
380	и со	1	1
381	с определенным	1	1
382	представляется нам	1	1
383	не могут	7	1
384	во все	1	1
385	и вполне	1	1
386	лежит в	1	1
387	похож на	1	1
388	как только	1	1
389	для развития	1	1
390	только еще	1	1
391	на читателя	1	1
392	является одним	1	1
393	к тому	4	1
394	что оно	4	1
395	той или	1	1
396	стерна и	1	1
397	если же	2	1
398	ничего общего	1	1
399	в применении	2	1
400	должен быть	1	1
401	для себя	1	1
402	своего развития	3	1
403	как мы	7	1
404	но при	1	1
405	в структуре	1	1
406	в в	2	1
407	характер и	1	1
408	то или	1	1
409	то чтобы	1	1
410	только то	1	1
411	с самого	2	1
412	в пределах	12	1
413	из воспоминаний	1	1
414	этот период	1	1
415	ясно что	1	1
416	каждого из	1	1
417	с собой	1	1
418	она была	1	1
419	когда в	1	1
420	во второй	2	1
421	том как	1	1
422	является в	2	1
423	с литературным	1	1
424	был не	1	1
425	раз за	1	1
426	форме в	1	1
427	образом в	1	1
428	в виду	2	1
429	говорят что	1	1
430	очень важен	1	1
431	о нем	1	1
432	произведения как	2	1
