N	2gram	Bakhtin_Fr_5	KulturaY
1	в том	10	30
2	и в	45	24
3	потому что	7	23
4	том что	7	21
5	что в	12	17
6	того чтобы	6	17
7	для того	6	16
8	было бы	2	15
9	и пр	1	15
10	в этом	14	14
11	точки зрения	4	14
12	может быть	2	13
13	все же	2	12
14	таким образом	8	12
15	и не	15	12
16	в его	13	12
17	не в	7	11
18	только в	4	11
19	хотя бы	2	10
20	в самом	4	10
21	не только	14	10
22	у нас	1	10
23	вовсе не	8	10
24	самом деле	5	9
25	с точки	2	9
26	так как	6	9
27	если бы	1	9
28	о том	4	9
29	того что	3	9
30	отношению к	1	9
31	прежде всего	10	9
32	то что	2	9
33	по отношению	1	8
34	то же	11	8
35	в языке	1	8
36	тем что	1	8
37	как раз	5	8
38	а не	4	8
39	не может	5	7
40	это не	3	7
41	в них	6	7
42	не менее	3	7
43	связи с	6	7
44	в области	1	7
45	так и	6	7
46	бы в	4	7
47	в качестве	2	7
48	с помощью	3	7
49	как бы	12	7
50	вместе с	3	7
51	в ней	8	6
52	все эти	5	6
53	при этом	2	6
54	в которых	3	6
55	тогда когда	1	6
56	не случайно	1	6
57	можно было	4	6
58	что он	6	6
59	но и	10	6
60	именно в	3	6
61	все это	7	6
62	этого рода	1	6
63	например в	5	5
64	еще не	1	5
65	xix века	1	5
66	но не	4	5
67	не просто	1	5
68	что это	2	5
69	и с	10	5
70	но уже	1	5
71	рядом с	2	5
72	с тем	2	5
73	так сказать	1	5
74	и его	13	5
75	к тому	2	5
76	с ним	5	5
77	и что	2	5
78	между тем	2	5
79	а потому	1	5
80	еще и	3	5
81	что не	1	5
82	в той	1	5
83	целый ряд	1	5
84	этом отношении	5	5
85	а в	4	5
86	речи и	1	5
87	во всяком	1	5
88	того же	3	4
89	это и	5	4
90	и на	5	4
91	с его	7	4
92	что они	1	4
93	в рамках	1	4
94	как в	3	4
95	в целом	2	4
96	из этих	3	4
97	роль в	2	4
98	на то	1	4
99	в нем	10	4
100	в данном	2	4
101	из области	2	4
102	тем не	1	4
103	того как	1	4
104	и является	1	4
105	в пределах	2	4
106	в самой	8	4
107	что и	7	4
108	с ними	1	4
109	должен быть	2	4
110	есть в	3	4
111	из них	1	4
112	до сих	3	4
113	там где	3	4
114	в частности	1	4
115	и потому	1	4
116	с этим	4	4
117	по существу	3	4
118	слова и	2	4
119	сих пор	3	4
120	один из	2	4
121	так же	8	4
122	в котором	1	3
123	той же	4	3
124	в сущности	4	3
125	то это	1	3
126	и он	3	3
127	то мы	1	3
128	только тогда	1	3
129	в общем	4	3
130	в истории	2	3
131	в связи	5	3
132	в своем	11	3
133	хотя и	5	3
134	когда он	2	3
135	в этой	6	3
136	в себе	1	3
137	и если	2	3
138	на его	1	3
139	не имеют	1	3
140	на том	2	3
141	что она	3	3
142	несмотря на	2	3
143	нисколько не	3	3
144	в г	2	3
145	в их	4	3
146	даже в	2	3
147	тому что	1	3
148	казалось бы	1	3
149	это слово	1	3
150	в духе	2	3
151	свою очередь	1	3
152	здесь не	6	3
153	том как	2	3
154	это только	1	3
155	для этого	1	3
156	и здесь	4	3
157	можно сказать	2	3
158	нуждается в	3	3
159	себе в	1	3
160	в одном	3	3
161	связано с	1	3
162	уже и	2	3
163	не было	3	3
164	в особенности	2	3
165	и даже	4	3
166	или иной	1	3
167	к которому	1	3
168	в свою	1	3
169	под влиянием	1	3
170	если не	1	3
171	как это	4	3
172	со словом	2	3
173	этого слова	1	3
174	несколько слов	2	3
175	в системе	2	3
176	как на	4	3
177	но еще	1	3
178	в таком	1	3
179	они не	1	3
180	можно говорить	2	2
181	одним из	5	2
182	также и	7	2
183	и есть	2	2
184	все те	1	2
185	бы и	1	2
186	в числе	1	2
187	форм в	3	2
188	иное как	1	2
189	на самом	5	2
190	но язык	1	2
191	значение и	2	2
192	не все	1	2
193	если в	2	2
194	относится к	2	2
195	и как	5	2
196	но в	14	2
197	от этого	2	2
198	и говорит	1	2
199	формы в	1	2
200	еще один	2	2
201	больше всего	1	2
202	он не	6	2
203	так например	2	2
204	но все	1	2
205	в каждом	2	2
206	как они	3	2
207	лишь в	2	2
208	здесь только	2	2
209	и мы	1	2
210	связанная с	2	2
211	нас есть	1	2
212	ни в	3	2
213	для них	2	2
214	как и	10	2
215	между собою	4	2
216	принадлежит в	1	2
217	как таковой	1	2
218	одного и	1	2
219	и еще	1	2
220	нужно было	1	2
221	и при	1	2
222	в своей	3	2
223	не столько	2	2
224	что я	1	2
225	труда и	2	2
226	и более	1	2
227	том же	2	2
228	и под	1	2
229	до конца	1	2
230	что с	1	2
231	в то	11	2
232	не имеет	3	2
233	ничего не	4	2
234	чтобы в	1	2
235	и сделали	1	2
236	был в	1	2
237	никогда не	1	2
238	же время	9	2
239	и мысли	2	2
240	свидетельствуют о	1	2
241	не могут	2	2
242	во все	2	2
243	слова но	2	2
244	к жизни	1	2
245	в язык	1	2
246	если мы	2	2
247	что все	2	2
248	и сами	1	2
249	о власти	1	2
250	чтобы быть	1	2
251	не мог	4	2
252	было в	1	2
253	когда в	2	2
254	одно из	2	2
255	смысле и	1	2
256	о нем	1	2
257	никак не	1	2
258	это было	4	2
259	а именно	2	2
260	но с	1	2
261	любовь к	1	2
262	тот же	1	2
263	традиции в	1	2
264	и того	1	2
265	как я	1	2
266	в стороне	1	2
267	чтобы получить	1	2
268	в сторону	2	2
269	конечно не	2	2
270	в большинстве	2	2
271	свидетельствует о	1	2
272	здесь как	4	2
273	на этот	3	2
274	смысл в	1	2
275	в ряде	2	2
276	превращается в	2	2
277	так называемой	1	2
278	о чем	3	2
279	в это	1	2
280	именно поэтому	1	2
281	мы говорим	1	2
282	к своему	1	2
283	на эту	2	2
284	своего времени	1	2
285	с историей	1	2
286	видно что	1	2
287	смысл и	1	2
288	в более	1	2
289	и для	3	2
290	на улице	2	2
291	и все	7	2
292	тем более	1	2
293	но вот	1	2
294	между ними	1	2
295	себя самого	1	2
296	понимать как	1	2
297	в свое	1	2
298	ее в	1	2
299	также было	1	1
300	но вернемся	2	1
301	вряд ли	1	1
302	он также	1	1
303	же как	4	1
304	совершенно справедливо	1	1
