N	2gram	Tiupa_Lite_1	KFilosof
1	может быть	13	43
2	в его	7	39
3	в нем	2	31
4	не может	5	27
5	в бытии	1	26
6	и не	12	26
7	по отношению	3	25
8	и в	8	22
9	в себе	7	21
10	в котором	1	21
11	отношению к	2	21
12	не есть	2	19
13	и его	4	17
14	в ее	1	17
15	а не	16	17
16	только в	8	16
17	в этом	12	13
18	точки зрения	6	13
19	но не	4	12
20	для него	2	12
21	все эти	2	11
22	в своей	4	11
23	не в	8	11
24	к нему	1	11
25	и единственного	1	11
26	во всех	1	10
27	в своем	11	10
28	это не	4	10
29	с точки	2	10
30	от себя	2	10
31	и есть	3	9
32	в их	3	9
33	в целом	8	9
34	для нее	2	9
35	в единственном	1	9
36	но и	17	9
37	как бы	7	9
38	и все	1	9
39	лишь в	4	8
40	было бы	2	8
41	мир в	4	8
42	если бы	1	8
43	единого и	1	8
44	со стороны	4	8
45	не было	3	8
46	жизни и	3	8
47	то что	10	7
48	должен быть	2	7
49	на основе	1	7
50	в себя	2	7
51	и здесь	1	7
52	что и	1	7
53	себя в	6	7
54	вовсе не	1	7
55	я не	7	6
56	отношение к	1	6
57	отнюдь не	2	6
58	и я	6	6
59	мира в	3	6
60	он не	1	6
61	но лишь	1	6
62	в мире	2	6
63	и только	2	6
64	совершенно не	1	6
65	уже не	7	6
66	ко мне	1	6
67	в том	16	6
68	мы имеем	1	5
69	жизни как	1	5
70	но как	1	5
71	все же	4	5
72	действительного мира	2	5
73	но в	3	5
74	не только	24	5
75	то же	5	5
76	но все	1	5
77	его в	3	5
78	как и	6	5
79	должно быть	1	5
80	со своего	1	5
81	что я	2	5
82	не имеет	1	5
83	никогда не	4	5
84	для себя	5	5
85	со всем	1	5
86	именно в	1	5
87	бытия в	1	5
88	есть лишь	1	5
89	в основе	3	5
90	хотя бы	2	5
91	жизни в	1	5
92	в моем	1	5
93	не знает	1	5
94	ко всему	2	5
95	проникает в	1	4
96	быть в	1	4
97	в чем	1	4
98	это мир	1	4
99	при этом	19	4
100	не как	4	4
101	мне в	1	4
102	бы быть	1	4
103	ценности и	1	4
104	места в	1	4
105	тем самым	5	4
106	о нем	1	4
107	в каком	1	4
108	и т.д	1	4
109	изнутри самого	1	4
110	места и	1	4
111	между тем	2	4
112	во всей	1	4
113	ни было	1	4
114	в одном	1	4
115	том что	14	4
116	для нас	1	4
117	отношению ко	1	4
118	а в	3	4
119	только как	1	4
120	что в	3	4
121	в своих	4	4
122	самом деле	2	3
123	на самом	1	3
124	из его	2	3
125	должна быть	2	3
126	и этот	1	3
127	мы не	1	3
128	во мне	2	3
129	еще не	4	3
130	и на	1	3
131	тем как	1	3
132	в акте	1	3
133	для которой	1	3
134	бы не	3	3
135	в каждом	1	3
136	в другом	2	3
137	не должно	1	3
138	не менее	7	3
139	мира не	1	3
140	тогда когда	1	3
141	меня и	1	3
142	могут быть	2	3
143	культуры и	1	3
144	в виду	3	3
145	о том	2	3
146	других людей	1	3
147	ним и	1	3
148	того что	6	3
149	действительной жизни	1	3
150	и тем	4	3
151	всем его	1	3
152	тем что	2	3
153	что не	2	3
154	до конца	1	3
155	и жизни	1	3
156	в момент	1	3
157	поскольку он	2	3
158	сознания и	1	3
159	а все	1	3
160	от него	1	3
161	не должен	3	3
162	только с	1	3
163	в свою	1	3
164	в то	5	3
165	чтобы не	2	2
166	не остается	2	2
167	и то	2	2
168	я и	7	2
169	едва ли	1	2
170	а как	2	2
171	вопрос о	1	2
172	а для	2	2
173	ему в	1	2
174	я живу	1	2
175	с его	5	2
176	в данном	5	2
177	к которой	1	2
178	один и	1	2
179	как в	5	2
180	ценностный центр	1	2
181	как к	1	2
182	сознания в	12	2
183	и как	1	2
184	эстетическому субъекту	1	2
185	с действительной	1	2
186	себе как	1	2
187	та же	2	2
188	в этой	4	2
189	для эстетического	1	2
190	вследствие этого	1	2
191	в принципе	3	2
192	в виде	1	2
193	ни был	1	2
194	так и	4	2
195	то ни	1	2
196	а по	1	2
197	переживание переживания	1	2
198	и мы	1	2
199	в жизни	6	2
200	кажется что	1	2
201	бытие и	1	2
202	соответствии с	1	2
203	с тем	1	2
204	и само	2	2
205	сознания по	1	2
206	жизни но	1	2
207	и того	2	2
208	тем не	2	2
209	и эстетический	1	2
210	раз и	2	2
211	что есть	1	2
212	входит как	1	2
213	дело не	2	2
214	мышления и	2	2
215	дело в	3	2
216	целом как	1	2
217	же время	5	2
218	в сознании	2	2
219	в области	3	2
220	к себе	3	2
221	отказаться от	1	2
222	ничего общего	1	2
223	место не	1	2
224	можно и	1	2
225	во главе	1	2
226	говорить о	1	2
227	постольку поскольку	1	2
228	с этого	1	2
229	сводится к	3	2
230	его жизни	1	2
231	бы то	1	2
232	ее от	1	2
233	тот же	1	2
234	что он	5	2
235	а с	1	2
236	со всеми	1	2
237	в качестве	17	2
238	мы получим	1	2
239	сознания не	1	2
240	и других	1	2
241	слова в	1	2
242	не о	1	2
243	герой и	1	2
244	автора как	1	2
245	или иной	2	2
246	для этого	4	2
247	было и	1	2
248	себя и	1	2
249	прежде всего	11	2
250	в соответствии	1	2
251	эстетического субъекта	9	2
252	он и	3	2
253	если не	1	2
254	для этой	1	2
255	подхода к	1	2
256	его на	1	2
257	быть не	1	2
258	в это	1	2
259	теоретическое установление	1	2
260	при условии	1	2
261	но для	1	2
262	это уже	2	2
263	потому что	3	2
264	отношении к	1	2
265	к этому	1	2
266	бытия по	1	1
267	ту же	2	1
268	говоря о	1	1
269	также и	3	1
270	человека и	2	1
271	показать что	1	1
272	тем же	3	1
273	исходит из	3	1
274	мысль каждый	1	1
275	в зависимости	1	1
276	той же	3	1
277	принципиально иной	1	1
278	которую я	1	1
279	я как	1	1
280	мире нет	1	1
281	не делает	1	1
282	не была	1	1
283	культуры из	1	1
284	бы ни	1	1
285	как я	1	1
286	и он	1	1
287	три строки	1	1
288	освобождения от	2	1
289	причастности к	1	1
290	не был	1	1
291	столь же	4	1
292	в различных	1	1
293	его действительности	1	1
294	в нашем	1	1
295	сознание со	1	1
296	нет не	2	1
297	бы себя	1	1
298	и будет	1	1
299	не просто	1	1
300	лишь своего	1	1
301	я только	1	1
302	более чем	3	1
303	его я	2	1
304	субъекта и	3	1
305	такова же	1	1
306	самого как	1	1
307	и жить	1	1
308	бы я	2	1
309	в действительности	1	1
310	эстетический субъект	3	1
311	или иную	2	1
312	за собой	1	1
313	человек со	1	1
314	в самом	3	1
315	в которой	1	1
316	это открытие	1	1
317	субъекту бытия	1	1
318	на то	1	1
319	действительную жизнь	1	1
320	эту мысль	1	1
321	с чем	2	1
322	задний план	1	1
323	оно было	1	1
324	а скорее	1	1
325	перестает быть	4	1
326	не к	2	1
327	прочим и	1	1
328	и мнимо	1	1
329	остается лишь	1	1
330	и по	1	1
331	на этом	2	1
332	значительной степени	1	1
333	этом последнем	1	1
334	том же	3	1
335	подход к	1	1
336	а затем	1	1
337	и с	1	1
338	а их	1	1
339	то есть	6	1
340	это было	1	1
341	может стать	1	1
342	на почве	2	1
343	я другой	2	1
344	практически не	1	1
345	как таковому	1	1
346	как другого	1	1
347	кризис в	1	1
348	и находит	1	1
349	смерть и	1	1
350	освободиться от	2	1
351	этого не	2	1
352	а за	1	1
353	всю жизнь	1	1
354	и уже	1	1
355	несмотря на	3	1
356	индивидуальность как	1	1
357	стать действительностью	1	1
358	не изображаемого	1	1
359	такой же	1	1
360	но само	1	1
361	в один	1	1
362	не мог	3	1
363	в этих	1	1
364	от своего	2	1
365	автора его	1	1
366	художественного творчества	3	1
367	как все	2	1
368	всяком случае	2	1
369	которого является	1	1
370	вживания в	1	1
371	к предмету	1	1
372	не от	1	1
373	себе самой	1	1
374	однако он	1	1
375	сам же	1	1
376	культуры можно	1	1
377	я есть	2	1
378	творчества и	1	1
379	бы два	1	1
380	есть всегда	1	1
381	на один	2	1
382	если и	1	1
383	в отношении	1	1
384	при всех	2	1
385	она не	1	1
386	что ему	3	1
387	как о	1	1
388	одна из	3	1
389	но может	1	1
390	например что	1	1
391	ничто в	1	1
392	из их	1	1
393	но только	1	1
394	не могло	2	1
395	не своей	1	1
396	жизни не	2	1
397	впрочем в	1	1
398	между прочим	1	1
399	я во	1	1
400	более что	1	1
401	по своей	3	1
402	отдельного человека	1	1
403	другого но	1	1
404	уже и	1	1
405	не является	2	1
406	лирический герой	4	1
407	или бессознательно	1	1
408	только от	1	1
409	и времени	1	1
410	зависимости от	1	1
411	отличается от	1	1
412	всего в	3	1
413	другие я	1	1
414	к тому	2	1
415	уже тем	1	1
416	любит и	1	1
417	к настоящему	1	1
418	имеет место	1	1
419	существенный момент	1	1
420	и востока	1	1
421	если мы	1	1
422	и о	1	1
423	более не	2	1
424	с ее	1	1
425	свою очередь	1	1
426	но при	2	1
427	на задний	1	1
428	средних веков	1	1
429	и от	1	1
430	мысль о	1	1
431	приводит к	3	1
432	их смыслового	1	1
433	и иные	1	1
434	как с	1	1
435	на том	2	1
436	что может	1	1
437	с собой	4	1
438	здесь как	2	1
439	что был	1	1
440	мог бы	1	1
441	участия в	1	1
442	ценностями но	1	1
443	должен иметь	1	1
444	взаимоотношений между	1	1
445	и мыслится	1	1
446	в последней	1	1
447	собой и	1	1
448	и даже	3	1
449	возможна только	1	1
450	как ученый	1	1
451	второй половине	1	1
452	к действительности	1	1
453	можно сказать	1	1
454	в значительной	1	1
455	не выходит	1	1
456	ни на	1	1
457	и во	1	1
458	в конечном	5	1
459	а во	1	1
460	все в	1	1
461	контексте культуры	1	1
462	оказались бы	1	1
463	я а	1	1
464	его эмпирической	1	1
465	от них	1	1
466	во втором	2	1
467	нуждается в	3	1
468	подлежит сомнению	1	1
469	сознания все	1	1
470	не тот	2	1
471	в лучшем	1	1
472	в жизнь	1	1
473	это приводит	1	1
474	сознания его	1	1
475	и другую	1	1
476	в литературе	1	1
477	быть осознана	1	1
478	один из	3	1
479	другого субъекта	1	1
480	одной из	1	1
481	в какой	1	1
482	сознание в	3	1
483	их не	2	1
484	а только	2	1
485	изнутри и	1	1
486	только при	1	1
487	она лишь	1	1
488	же и	3	1
489	не можем	1	1
490	в большинстве	1	1
491	только на	2	1
492	мир и	2	1
493	а то	1	1
494	большинстве случаев	1	1
495	в душе	3	1
496	конечном счете	4	1
497	я люблю	2	1
498	единственного субъекта	1	1
499	ту или	2	1
500	одно из	3	1
501	себе в	2	1
502	никто не	1	1
503	наше время	1	1
504	не для	1	1
505	так как	1	1
506	может служить	1	1
507	друг друга	4	1
508	если оно	2	1
509	мы можем	1	1
510	как раз	4	1
511	с действительностью	2	1
512	я то	1	1
513	жизни я	1	1
514	этой задачи	1	1
515	во власти	1	1
516	никогда и	1	1
517	и т.п	4	1
518	истина и	1	1
519	мы никогда	1	1
520	на чем	1	1
521	во второй	1	1
522	сознания для	2	1
