N	2gram	Tiupa_Hudo_1	slovoVRo
1	в романе	1	46
2	и в	14	39
3	может быть	5	37
4	и т	11	35
5	и его	5	33
6	т п	8	33
7	не только	12	24
8	и не	2	22
9	но и	5	21
10	не может	7	20
11	в нем	3	19
12	до конца	2	17
13	в этом	11	16
14	все это	2	16
15	так и	13	15
16	а не	12	14
17	отличие от	1	13
18	как в	8	13
19	в пределах	3	13
20	слова в	2	13
21	во всех	1	12
22	в отличие	1	12
23	вовсе не	1	10
24	к своему	2	9
25	и с	4	9
26	не в	7	9
27	со своим	2	9
28	себя в	4	8
29	прежде всего	11	8
30	точки зрения	5	8
31	еще не	7	7
32	с его	5	7
33	в него	2	7
34	при этом	12	7
35	в этих	5	7
36	для него	10	7
37	с ним	4	7
38	никогда не	6	7
39	могут быть	1	7
40	как мы	3	7
41	в его	8	7
42	и даже	3	7
43	и потому	2	7
44	как бы	7	7
45	в сущности	1	6
46	но не	3	6
47	в своем	4	6
48	все же	3	6
49	и к	4	6
50	но в	5	6
51	все эти	3	6
52	так сказать	2	6
53	значительной степени	2	6
54	в слове	1	6
55	как и	9	6
56	она не	4	6
57	в значительной	2	6
58	человек в	2	6
59	там где	1	6
60	жизни и	5	6
61	например в	2	5
62	героя и	5	5
63	на роман	1	5
64	человека в	6	5
65	это не	7	5
66	том что	16	5
67	по себе	2	5
68	мышления и	2	5
69	не могут	1	5
70	но все	1	5
71	с другой	1	5
72	романа в	3	5
73	один из	4	5
74	в том	12	5
75	с ними	2	5
76	с одной	1	5
77	уже не	7	5
78	со словом	1	5
79	одной стороны	1	5
80	в плане	1	5
81	и для	3	5
82	только в	5	5
83	романа и	1	5
84	для нас	1	5
85	от него	3	5
86	и все	4	5
87	его не	1	4
88	и на	3	4
89	по отношению	8	4
90	прозы в	1	4
91	отношение к	1	4
92	всех этих	1	4
93	в узком	1	4
94	то же	9	4
95	его в	3	4
96	входит в	1	4
97	ни в	5	4
98	в отношении	1	4
99	не менее	5	4
100	в то	8	4
101	одна из	2	4
102	в основе	1	4
103	же время	8	4
104	или как	1	4
105	что оно	1	4
106	здесь не	2	4
107	но здесь	1	4
108	наконец в	1	4
109	поэтому и	2	4
110	так как	1	4
111	и др	1	4
112	себя и	2	4
113	на фоне	2	4
114	xix века	1	4
115	узком смысле	1	4
116	в смысле	1	4
117	а в	7	4
118	отношению к	8	4
119	в таком	3	4
120	как это	1	3
121	п все	1	3
122	той же	2	3
123	человека и	1	3
124	говорить о	3	3
125	в чем	1	3
126	слова на	1	3
127	стороны и	1	3
128	перед нами	5	3
129	и как	1	3
130	на этом	3	3
131	лишь в	3	3
132	еще раз	2	3
133	с точки	3	3
134	не столько	2	3
135	точку зрения	1	3
136	не была	2	3
137	и остается	1	3
138	его от	1	3
139	связи с	4	3
140	этом отношении	3	3
141	в ней	4	3
142	а также	3	3
143	к чужому	1	3
144	между тем	8	3
145	в бытовой	2	3
146	слов и	1	3
147	не исчерпывает	1	3
148	этого процесса	1	3
149	или даже	1	3
150	у него	9	3
151	рядом с	1	3
152	в особенности	1	3
153	в свою	1	3
154	связано с	1	3
155	и интерпретации	1	3
156	установкой на	2	3
157	в романах	1	3
158	и там	1	3
159	как к	3	3
160	в контексте	1	3
161	и от	4	3
162	голоса и	1	3
163	но это	1	3
164	как для	1	3
165	что в	6	3
166	хотя бы	1	3
167	сказать что	1	3
168	одновременно и	5	3
169	героя в	2	3
170	во всяком	1	3
171	можно говорить	1	2
172	также и	1	2
173	в сфере	1	2
174	к иной	1	2
175	две реплики	1	2
176	это и	1	2
177	в чужой	1	2
178	установка на	1	2
179	ведь и	1	2
180	оно было	2	2
181	с таким	1	2
182	мы уже	4	2
183	мы не	2	2
184	именно к	1	2
185	своими корнями	1	2
186	но она	1	2
187	с ее	2	2
188	х годов	1	2
189	на них	1	2
190	в противовес	2	2
191	но как	2	2
192	не все	1	2
193	связи и	1	2
194	с этим	3	2
195	хотя и	2	2
196	как уже	1	2
197	более или	1	2
198	лежит на	2	2
199	и политической	1	2
200	время это	1	2
201	диалог в	1	2
202	в себе	11	2
203	эпохи и	1	2
204	роль в	1	2
205	как он	2	2
206	корнями в	1	2
207	на его	2	2
208	т д	3	2
209	он не	4	2
210	и более	1	2
211	в нее	1	2
212	за ней	1	2
213	далеко не	1	2
214	и прямо	1	2
215	автора и	2	2
216	смысл и	1	2
217	или менее	1	2
218	и другие	1	2
219	в их	2	2
220	но он	3	2
221	однако в	2	2
222	даже в	3	2
223	дело в	1	2
224	того чтобы	3	2
225	чем не	1	2
226	в одном	1	2
227	слова как	2	2
228	значение приобретает	1	2
229	в речах	1	2
230	свою очередь	1	2
